institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
AIAN179,Florida International University (FIU),231580.52,3.0,75.38,313.36,80.03,1911,71074,97.31,2.69
PJJP441,University of Massachusetts Lowell (UMass Lowell),207617.82,4.0,85.26,222.19,81.8,2047,52907,96.13,3.87
IIDI160,Georgia Southern University,180784.98,8.3,84.26,243.87,75.57,4360,25074,82.61,17.39
NSTS725,"University of Louisville (Louisville, U of L, or UL)",154887.66,8.3,71.14,265.65,88.04,2372,65440,96.38,3.62
DNIA147,Salem State University,153965.9,9.2,93.9,312.18,85.16,2089,37088,94.37,5.63
RARE251,Florida Atlantic University (FAU),161976.51,8.1,67.75,275.62,86.27,2741,49019,94.41,5.59
IDAN112,Northern Kentucky University (NKU),214206.59,6.8,78.45,256.02,81.99,1508,52173,97.11,2.89
GGGG610,University of Massachusetts Amherst (UMass Amherst),170826.86,6.7,95.83,208.56,76.84,2250,72030,96.88,3.12
IAAN174,Florida Atlantic University (FAU),178543.59,1.1,71.96,300.49,85.24,1124,71582,98.43,1.57
SIIN781,Savannah State University,186648.99,6.8,79.98,181.71,81.95,1313,51279,97.44,2.56
DDAI133,Georgia State University (GSU),191604.55,9.8,97.93,217.1,91.16,4115,39444,89.57,10.43
EAER271,University of West Florida (UWF),215404.35,2.2,79.75,298.55,78.39,3386,65335,94.82,5.18
AAAD178,Eastern Kentucky University (EKU),230354.23,8.8,65.02,348.21,95.04,4583,39594,88.43,11.57
STIS746,University of West Florida (UWF),183901.3,2.0,52.3,289.45,76.89,1730,47596,96.37,3.63
INDD200,"University of California, Riverside (UC Riverside)",178682.19,9.0,52.55,323.99,91.06,4048,35862,88.71,11.29
NTNT761,Worcester State University,246961.68,8.2,67.78,295.46,75.32,1159,61570,98.12,1.88
DNND111,Fitchburg State University,197084.44,5.5,80.43,309.67,95.06,3493,66864,94.78,5.22
ARRM228,New College of Florida,163672.63,2.6,83.78,155.76,99.07,1654,39251,95.79,4.21
IDIN124,New College of Florida,182553.18,5.5,64.55,224.59,91.52,2652,34372,92.28,7.72
TSTS704,South Georgia State College (SGSC),150146.9,2.2,60.01,267.91,91.57,2755,45009,93.88,6.12
IDID198,Westfield State University,197600.2,9.8,53.33,207.69,92.39,3455,51528,93.29,6.71
PAJN443,Massachusetts Maritime Academy,166345.19,3.2,92.19,246.79,77.46,3410,48549,92.98,7.02
NIDD104,Massachusetts College of Art and Design (MassArt),217885.78,3.1,98.9,259.52,89.83,4176,12554,66.74,33.26
AEEM251,University of North Georgia (UNG),236864.89,6.2,94.58,152.63,90.17,1984,60543,96.72,3.28
IDIN113,"California State University, Chico (Chico State)",204024.88,5.4,55.15,226.67,99.19,3392,18962,82.11,17.89
STNS773,"University of California, San Francisco (UCSF)",158611.59,8.3,74.74,173.1,87.18,4425,36297,87.81,12.19
IAII156,Savannah State University,187187.67,1.9,76.37,243.17,91.25,2742,20365,86.54,13.46
NNNS737,Georgia Southern University,171250.07,8.6,93.68,348.49,83.8,3650,15668,76.70,23.30
AIDN106,Eastern Connecticut State University (ECSU),152967.77,8.0,63.91,233.67,80.3,1848,25532,92.76,7.24
MAMA272,Georgia Highlands College,158783.88,8.8,68.35,306.47,93.19,2707,33783,91.99,8.01
NINI180,Florida State University (FSU),175608.58,3.0,60.89,199.83,76.45,2980,25470,88.30,11.70
JPJA458,University of Massachusetts Dartmouth (UMass Dartmouth),163176.34,8.7,67.68,252.32,84.89,1539,50084,96.93,3.07
NNID163,Atlanta Metropolitan State College,204772.8,2.9,67.68,333.4,75.33,4438,53304,91.67,8.33
NSIT737,"California State University, Fresno (Fresno State)",175742.63,9.4,56.65,310.47,77.11,1018,61065,98.33,1.67
DNND188,Georgia Gwinnett College,212246.1,6.9,73.94,340.35,97.72,4523,18453,75.49,24.51
RMAA233,Georgia Highlands College,238407.05,6.6,96.62,340.07,85.68,4339,25897,83.25,16.75
DNND127,Fitchburg State University,222282.57,8.2,72.87,151.12,81.47,1608,64257,97.50,2.50
IISS781,Fort Valley State University,209345.11,3.7,72.33,180.76,78.94,1064,12793,91.68,8.32
IIID151,Abraham Baldwin Agricultural College,236147.24,2.2,60.44,209.54,87.13,3370,45447,92.58,7.42
NTNS778,Valdosta State University (VSU),238239.57,9.9,52.12,347.95,81.67,2096,20341,89.70,10.30
NIDN128,College of Coastal Georgia,248541.96,3.7,84.97,206.56,80.25,2837,13941,79.65,20.35
EREA282,Eastern Kentucky University (EKU),153303.83,8.7,61.4,263.56,83.73,1184,23810,95.03,4.97
DINI195,Massachusetts College of Liberal Arts,157971.06,5.0,97.15,348.67,93.51,2787,45142,93.83,6.17
TTSI784,University of Massachusetts Dartmouth (UMass Dartmouth),233551.77,8.5,63.82,205.93,98.82,3157,51341,93.85,6.15
DIDD136,Central Connecticut State University (CCSU),205669.16,3.3,81.82,279.95,94.81,1789,37397,95.22,4.78
NTIT730,Florida Atlantic University (FAU),228607.13,6.0,89.19,276.91,95.4,4390,18408,76.15,23.85
IDAN168,University of Massachusetts Dartmouth (UMass Dartmouth),210894.38,2.8,98.32,180.78,91.17,3366,60364,94.42,5.58
RRMA276,University of Kentucky (Kentucky or UK),248463.62,2.4,69.04,182.0,96.48,1018,47131,97.84,2.16
IIAA119,Bridgewater State University,208320.03,4.6,51.23,199.43,75.1,4251,24807,82.86,17.14
IIGT677,Fort Valley State University,226614.47,3.5,85.88,158.79,77.88,2289,37319,93.87,6.13
NNIN179,New College of Florida,223016.38,5.0,91.41,241.51,77.25,1181,69473,98.30,1.70
PJNN412,"University of California, Davis (UC Davis)",240444.37,9.0,77.31,158.59,90.23,1110,21731,94.89,5.11
NDDN181,"University of California, San Francisco (UCSF)",169489.97,8.7,88.35,250.15,94.06,3386,48772,93.06,6.94
MEAA272,Georgia State University (GSU),221249.56,3.0,98.9,181.45,80.53,3199,68162,95.31,4.69
NNID192,Armstrong State University,212078.36,5.5,66.19,347.83,76.95,3002,55041,94.55,5.45
TSNN797,Salem State University,213469.28,2.6,79.77,225.2,79.77,1658,38503,95.69,4.31
IDDI137,Worcester State University,245704.62,6.8,68.4,282.43,87.02,3324,28295,88.25,11.75
TSIN796,"California State University, East Bay (CSUEB)",158202.58,7.6,79.55,190.39,83.7,2088,39959,94.77,5.23
INAA137,Georgia Institute of Technology (Georgia Tech),243391.93,3.0,74.56,245.44,95.05,1874,54633,96.57,3.43
EEMM252,University of Massachusetts Boston (UMass Boston),158059.01,2.5,73.12,317.34,77.69,3301,34149,90.33,9.67
DNAA120,Florida State University (FSU),226684.54,8.9,59.53,331.78,76.15,1314,49037,97.32,2.68
NPAP494,University of Massachusetts Dartmouth (UMass Dartmouth),211627.39,5.1,63.77,193.16,86.54,1665,53747,96.90,3.10
INDI178,Southern Connecticut State University (SCSU),213718.03,6.1,89.07,186.44,84.03,4370,41130,89.38,10.62
IIIG685,Westfield State University,164521.46,1.7,65.08,318.99,90.7,1963,45841,95.72,4.28
DNIA187,University of South Florida (USF),199013.15,1.5,90.03,154.4,84.83,1608,22004,92.69,7.31
AMMR266,"University of California, San Francisco (UCSF)",195980.86,6.7,72.59,309.24,79.41,3686,42336,91.29,8.71
ANND171,New College of Florida,198324.33,8.2,89.79,179.59,76.69,3701,36025,89.73,10.27
NNSI766,Atlanta Metropolitan State College,182590.18,2.7,76.33,175.5,91.4,1329,22781,94.17,5.83
DDAD135,Savannah State University,232485.5,1.2,84.2,321.26,83.24,4048,45032,91.01,8.99
IINS744,Fitchburg State University,245000.99,5.9,54.35,275.87,87.15,4630,18039,74.33,25.67
NAAN115,Abraham Baldwin Agricultural College,218357.52,5.2,91.6,310.03,82.87,1080,36732,97.06,2.94
RMEE201,East Georgia State College,239110.55,8.1,65.03,280.19,98.22,2056,40542,94.93,5.07
ANAA109,Salem State University,170765.04,5.6,54.46,298.47,91.04,4209,37723,88.84,11.16
NSIS733,Georgia Highlands College,198132.73,6.3,85.28,222.84,78.56,2312,38403,93.98,6.02
DIDN124,Massachusetts Maritime Academy,171521.94,4.2,62.12,278.05,90.97,2711,29499,90.81,9.19
IITN768,Massachusetts Maritime Academy,216049.66,9.8,99.77,258.33,77.2,1553,58918,97.36,2.64
NINI188,"University of California, Santa Cruz (UC Santa Cruz)",238344.92,5.5,85.98,279.43,76.24,1745,59704,97.08,2.92
EEEM215,Western Kentucky University (WKU),211320.59,8.3,86.19,162.39,95.9,2753,16409,83.22,16.78
DNDI184,College of Coastal Georgia,217860.65,6.7,72.7,153.38,77.45,3491,32530,89.27,10.73
NSSS716,University of North Georgia (UNG),168336.92,3.9,81.81,284.86,76.54,4471,42510,89.48,10.52
NNDA174,Southern Connecticut State University (SCSU),163600.3,4.9,89.33,324.36,79.16,2390,55224,95.67,4.33
NJAN487,Florida State University (FSU),215148.3,8.1,83.45,237.47,78.41,3914,71995,94.56,5.44
NDAD123,Florida International University (FIU),160229.39,2.4,93.71,191.07,89.17,3857,20341,81.04,18.96
RERE225,"California State University, Fresno (Fresno State)",155082.13,2.7,87.59,217.32,91.88,4003,22977,82.58,17.42
NNNA187,Worcester State University,235823.86,6.6,50.87,321.62,96.46,3025,61235,95.06,4.94
INNI765,Valdosta State University (VSU),198892.72,6.5,90.64,311.82,94.09,1751,69979,97.50,2.50
NIAN167,University of Massachusetts Boston (UMass Boston),214705.89,1.2,55.42,338.91,94.64,4422,36680,87.94,12.06
NISN763,University of Georgia (UGA),232849.74,5.2,60.08,301.82,96.52,4008,51611,92.23,7.77
IDDD103,Morehead State University,200138.61,7.2,88.0,329.94,96.71,3088,19453,84.13,15.87
EMEA225,Middle Georgia State University,227163.71,6.1,89.28,308.34,77.34,1142,50986,97.76,2.24
ANNN143,University of South Florida (USF),234568.94,3.3,63.21,304.48,97.54,2850,45599,93.75,6.25
PAPA492,Morehead State University,180764.77,1.9,81.83,183.72,86.79,2793,11919,76.57,23.43
DNDN174,"California State University, East Bay (CSUEB)",239283.17,3.3,62.06,159.51,78.89,4290,66256,93.53,6.47
NIST754,"California State University, Channel Islands (CSUCI or CI)",223339.86,4.0,66.72,300.76,90.78,2697,27889,90.33,9.67
NNNN130,Massachusetts Maritime Academy,165358.13,2.7,55.68,228.99,75.81,3767,10703,64.80,35.20
RERM289,"University of California, Merced (UC Merced)",173077.01,8.9,77.13,325.63,91.09,4112,25798,84.06,15.94
NAND186,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",234103.63,8.5,50.16,302.23,78.33,2013,59348,96.61,3.39
TTIN785,"California State University, Chico (Chico State)",167165.86,2.6,76.62,206.83,77.26,4565,19811,76.96,23.04
ADDN182,Florida A&M University (Florida A&M),248876.57,5.4,61.64,344.35,90.26,1410,42641,96.69,3.31
STTN758,"University of California, Santa Barbara (UC Santa Barbara)",154789.8,2.5,84.27,157.9,98.42,4456,40790,89.08,10.92
INAA114,Massachusetts College of Liberal Arts,159166.29,7.6,54.84,247.35,85.32,1381,59254,97.67,2.33
MAMM279,University of West Georgia (UWG),192523.78,5.1,92.15,267.06,97.25,2322,13236,82.46,17.54
IADA119,University of Massachusetts Dartmouth (UMass Dartmouth),245985.15,9.0,64.36,272.11,81.62,4314,12856,66.44,33.56
NTSS729,Kentucky State University,230839.28,8.5,66.06,254.19,87.8,2614,14478,81.95,18.05
DADD136,Abraham Baldwin Agricultural College,181113.76,3.4,82.89,181.94,84.32,2886,21495,86.57,13.43
TGII678,Atlanta Metropolitan State College,160708.57,9.9,70.19,196.12,88.82,4171,11354,63.26,36.74
ANAN155,Salem State University,175272.86,6.5,82.95,213.38,79.07,4389,13761,68.11,31.89
MMER283,East Georgia State College,241059.35,9.3,53.26,244.75,84.39,4254,48989,91.32,8.68
DNDI180,College of Coastal Georgia,172246.29,4.2,98.74,331.03,75.32,3494,49111,92.89,7.11
SSTS713,Kentucky State University,189912.44,10.0,95.3,332.94,81.23,3625,47960,92.44,7.56
ANAA144,"University of California, Berkeley (UC Berkeley)",233109.49,2.5,61.77,174.36,80.69,1727,36483,95.27,4.73
JPNJ451,Savannah State University,188833.28,1.4,63.26,334.99,83.31,1988,44040,95.49,4.51
NDNN140,"University of California, Irvine (UC Irvine)",234515.06,7.4,65.67,280.15,94.54,4315,30275,85.75,14.25
EARA288,Georgia Gwinnett College,163116.85,3.8,96.19,287.25,99.44,1312,36940,96.45,3.55
INAI175,Abraham Baldwin Agricultural College,170003.42,3.8,65.87,321.08,82.56,2373,34589,93.14,6.86
SSSS742,Abraham Baldwin Agricultural College,211866.23,4.8,69.42,324.3,91.91,4127,74459,94.46,5.54
DDNA185,"University of California, Riverside (UC Riverside)",232189.49,3.6,75.37,263.46,81.11,1062,11521,90.78,9.22
ISIT767,South Georgia State College (SGSC),172686.63,7.7,97.29,260.97,90.81,4247,36915,88.50,11.50
DDAI111,Augusta University,205618.22,6.6,68.82,275.21,76.39,4662,33560,86.11,13.89
ARRE262,Central Connecticut State University (CCSU),184532.16,1.9,55.76,264.65,90.91,4404,34023,87.06,12.94
DNDD123,University of Georgia (UGA),177970.64,7.9,87.74,258.16,98.27,4213,47219,91.08,8.92
PPNJ480,Armstrong State University,237941.44,1.1,94.02,203.62,82.17,2218,73611,96.99,3.01
IIIN170,Southern Connecticut State University (SCSU),192000.86,2.7,65.55,206.18,94.74,2501,33567,92.55,7.45
NITT708,University of West Florida (UWF),221504.58,8.3,63.96,251.17,91.53,3260,37517,91.31,8.69
NNAD134,Bainbridge State College,219356.61,2.1,56.72,259.41,89.07,2823,13090,78.43,21.57
MEEE282,Bainbridge State College,221308.13,2.8,93.68,346.46,97.89,3639,57976,93.72,6.28
ANDN190,Savannah State University,181645.16,4.3,95.55,200.36,91.32,1531,21837,92.99,7.01
NSTS750,"University of California, Riverside (UC Riverside)",221567.48,2.5,95.83,295.96,76.35,2682,15000,82.12,17.88
INID161,Murray State University,232737.6,9.6,92.52,174.3,82.24,1737,43344,95.99,4.01
NTIN718,"California State University, Channel Islands (CSUCI or CI)",202590.42,3.6,89.3,220.35,77.93,3281,42952,92.36,7.64
NDDD146,College of Coastal Georgia,163671.49,1.7,79.04,344.38,90.96,2745,14168,80.63,19.37
RMEE258,University of Massachusetts Boston (UMass Boston),225665.1,9.1,95.94,318.88,87.42,1337,16588,91.94,8.06
DAIA152,"University of California, San Diego (UC San Diego)",198907.75,1.2,50.82,220.47,86.49,2252,64168,96.49,3.51
IITT618,Southern Connecticut State University (SCSU),181190.34,8.3,97.45,160.08,96.32,2166,31034,93.02,6.98
NIAN194,University of Georgia (UGA),217973.41,1.3,68.46,329.59,96.78,2356,67531,96.51,3.49
ISTI722,Murray State University,177699.63,1.4,89.45,348.33,92.88,4162,38679,89.24,10.76
DADA143,"University of California, San Diego (UC San Diego)",240990.28,1.6,65.11,211.2,86.76,2740,45913,94.03,5.97
RRRR205,Fitchburg State University,189771.59,9.4,85.16,282.15,95.94,1321,28299,95.33,4.67
ADAN111,Morehead State University,201361.8,5.7,89.06,218.27,99.57,1585,46597,96.60,3.40
INNI798,"California State University, Fresno (Fresno State)",199973.79,2.6,70.05,200.61,76.05,3747,24747,84.86,15.14
DDAD113,Western Connecticut State University (WCSU),161511.32,6.5,96.06,229.28,83.83,1153,68382,98.31,1.69
JNAP486,"University of California, Santa Cruz (UC Santa Cruz)",211542.87,3.7,56.0,326.3,93.23,2962,51031,94.20,5.80
IDAD190,University of Kentucky (Kentucky or UK),172920.88,10.0,65.57,206.34,84.97,3271,34879,90.62,9.38
EAEE221,Gordon State College,159340.81,7.3,70.45,250.87,91.36,1640,48160,96.59,3.41
IAIA123,Georgia Southern University,181968.24,9.7,77.08,214.51,91.1,2817,15026,81.25,18.75
IIST781,Kentucky State University,180271.08,4.6,94.48,268.32,78.53,1962,55270,96.45,3.55
ANDA181,University of Massachusetts Dartmouth (UMass Dartmouth),199308.42,2.7,55.55,189.11,86.96,4628,20217,77.11,22.89
IIGT663,University of Kentucky (Kentucky or UK),163157.2,2.9,77.96,214.47,75.61,1414,74647,98.11,1.89
NNDA169,Fitchburg State University,177735.17,3.4,78.58,185.88,90.86,4246,17354,75.53,24.47
EAME205,Georgia Southern University,195405.65,6.5,89.29,314.96,91.29,2603,11980,78.27,21.73
NDDI196,"University of California, Davis (UC Davis)",246119.01,5.1,71.62,197.42,99.9,3160,22908,86.21,13.79
NNJJ468,Georgia Gwinnett College,232323.59,4.7,67.25,295.84,92.97,1384,61160,97.74,2.26
NAAN140,Northern Kentucky University (NKU),153040.9,3.0,81.21,155.54,78.02,2766,35563,92.22,7.78
IIIS709,Albany State University,216622.97,2.8,98.69,348.62,83.14,3216,73640,95.63,4.37
IIDA175,University of West Georgia (UWG),202368.24,6.0,94.44,330.19,99.84,2447,64889,96.23,3.77
MAEE239,Georgia State University (GSU),233840.04,3.2,95.29,339.99,79.61,4109,36138,88.63,11.37
DANN169,Northern Kentucky University (NKU),216571.72,1.8,68.51,200.85,88.34,1049,29840,96.48,3.52
IINT777,New College of Florida,247514.18,6.1,65.37,331.77,87.39,2867,49842,94.25,5.75
ADIA184,Northern Kentucky University (NKU),161714.47,3.0,84.01,275.2,91.46,4578,54062,91.53,8.47
NNST707,Georgia College and State University,199741.08,2.3,84.85,297.67,87.62,2274,69959,96.75,3.25
DDII155,Western Connecticut State University (WCSU),235990.28,3.4,82.74,247.7,88.09,3262,33733,90.33,9.67
EEMR272,University of Massachusetts Dartmouth (UMass Dartmouth),198086.81,6.4,51.95,152.59,93.93,2143,43496,95.07,4.93
IDID182,University of South Florida (USF),172405.21,8.6,97.56,188.85,88.68,3022,69803,95.67,4.33
NTSN795,Florida A&M University (Florida A&M),215800.18,4.1,71.03,272.69,79.23,2243,38856,94.23,5.77
NDDN121,Georgia Southern University,193330.02,9.0,84.5,211.74,92.07,1130,42358,97.33,2.67
TNST734,University of Massachusetts Lowell (UMass Lowell),156829.0,5.0,68.57,238.31,94.76,4138,35684,88.40,11.60
IADN153,"California State University, Bakersfield (CSUB)",244881.73,7.2,84.73,264.85,92.89,4558,10623,57.09,42.91
ARMR267,Florida Atlantic University (FAU),181976.55,7.7,75.54,291.02,83.71,2567,46267,94.45,5.55
AIAN177,Abraham Baldwin Agricultural College,150240.06,4.7,66.99,254.68,76.31,3155,25491,87.62,12.38
TSTT774,Augusta University,228990.23,7.9,98.5,253.05,92.12,2382,70107,96.60,3.40
INAA115,Bridgewater State University,205267.07,5.4,58.21,330.95,87.19,2388,49351,95.16,4.84
JJNN446,Abraham Baldwin Agricultural College,165270.68,2.3,78.32,151.61,98.42,1975,66668,97.04,2.96
NANA145,University of Massachusetts Amherst (UMass Amherst),179182.99,2.5,55.84,226.18,92.76,3097,24848,87.54,12.46
RERA257,Bainbridge State College,232573.44,3.9,98.67,301.32,93.59,3396,55800,93.91,6.09
IIND187,University of Florida (UF),238849.34,5.1,63.16,276.5,89.63,2815,72863,96.14,3.86
IITI603,University of Massachusetts Lowell (UMass Lowell),151595.73,9.9,57.56,254.14,82.83,2891,41639,93.06,6.94
NNNI125,Florida Gulf Coast University (FGCU),158581.61,7.5,99.98,151.43,79.86,4086,57770,92.93,7.07
NSIT725,"University of Louisville (Louisville, U of L, or UL)",168395.81,3.0,68.02,244.84,97.31,3676,45099,91.85,8.15
IAND164,Georgia Institute of Technology (Georgia Tech),174493.67,6.4,75.27,186.78,92.64,4063,34398,88.19,11.81
RERE259,Clayton State University,175835.38,9.7,94.93,250.81,99.18,2123,56996,96.28,3.72
NIDI151,Kentucky State University,161170.17,5.1,55.7,347.16,90.58,2549,41837,93.91,6.09
JJNN446,Florida Polytechnic University (Florida Poly or FPU),213599.0,4.9,55.32,198.58,85.25,2599,56775,95.42,4.58
DAIN124,University of Georgia (UGA),210790.91,6.5,52.59,278.22,78.65,2590,26759,90.32,9.68
IITS745,University of North Georgia (UNG),184410.71,6.6,51.16,197.96,76.12,1857,54109,96.57,3.43
NNIN189,Fitchburg State University,226210.02,7.7,68.55,257.83,93.28,1775,48653,96.35,3.65
AMRR252,Salem State University,178635.94,9.3,76.82,327.4,86.33,3689,18510,80.07,19.93
IAID120,"University of California, San Francisco (UCSF)",247528.82,9.8,72.12,191.3,76.59,1212,25518,95.25,4.75
TNIN740,"University of California, Berkeley (UC Berkeley)",182834.64,5.2,96.88,323.24,91.87,4694,13994,66.46,33.54
INDA100,Abraham Baldwin Agricultural College,198269.09,1.7,58.81,206.3,91.1,1088,65596,98.34,1.66
IGGI634,Georgia College and State University,249526.67,1.5,50.1,281.85,76.24,4371,27876,84.32,15.68
ADNA176,"University of California, Santa Cruz (UC Santa Cruz)",167383.69,8.1,57.74,232.63,93.95,3504,53303,93.43,6.57
REEA292,"California State University, Channel Islands (CSUCI or CI)",240087.64,9.6,52.65,334.02,76.94,1674,15558,89.24,10.76
NIAN104,University of Central Florida (UCF),202178.1,3.4,93.63,246.46,90.25,1608,38017,95.77,4.23
TSTN795,University of Central Florida (UCF),215938.05,6.0,79.33,250.52,97.25,4652,73016,93.63,6.37
IIAD117,Salem State University,174748.68,8.7,68.57,333.91,78.22,2440,38997,93.74,6.26
SNSN737,Kennesaw State University,238069.73,2.5,79.71,288.37,96.07,1647,21038,92.17,7.83
IDII178,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",172827.4,8.5,99.61,181.21,86.38,1205,16708,92.79,7.21
ARRM202,Georgia Southern University,179809.29,4.1,98.33,323.46,80.32,1083,20030,94.59,5.41
DDAD167,Massachusetts College of Art and Design (MassArt),216046.8,6.8,52.17,287.93,89.72,3462,70259,95.07,4.93
STSN762,University of Massachusetts Medical School,209812.37,6.5,65.98,194.55,87.31,4219,58173,92.75,7.25
IIIN159,Georgia Southern University,228198.61,4.2,58.9,344.85,88.19,2923,56507,94.83,5.17
JPPP410,Kentucky State University,247204.7,6.8,72.38,252.12,75.43,2310,55221,95.82,4.18
AAII183,University of Massachusetts Medical School,185291.02,1.3,63.19,240.76,87.72,2014,53224,96.22,3.78
MAMR267,Massachusetts College of Art and Design (MassArt),247160.28,5.2,59.71,347.71,80.6,1417,50945,97.22,2.78
NNAN130,Columbus State University,172366.88,6.1,80.28,271.83,84.78,1162,13774,91.56,8.44
NTNN767,Northern Kentucky University (NKU),214504.77,4.6,64.46,292.34,87.76,1756,73058,97.60,2.40
NDID160,"University of California, Santa Barbara (UC Santa Barbara)",227150.29,3.8,71.0,191.7,92.1,2119,35757,94.07,5.93
IINN786,Florida Atlantic University (FAU),221747.99,1.2,86.36,163.42,83.59,1501,70746,97.88,2.12
ANAD133,University of Massachusetts Lowell (UMass Lowell),233307.63,1.5,61.39,319.4,95.95,1687,13681,87.67,12.33
MEME297,Massachusetts College of Art and Design (MassArt),220215.71,8.5,85.62,305.1,92.41,4254,40982,89.62,10.38
DANI122,University of South Florida (USF),165800.09,5.4,78.67,156.44,87.87,4655,27613,83.14,16.86
APAN410,Fort Valley State University,245072.08,6.8,89.19,295.67,81.43,4090,27454,85.10,14.90
AIAA159,Murray State University,218106.24,3.9,51.99,331.06,90.94,4697,54249,91.34,8.66
NSIN736,"University of California, Los Angeles (UCLA)",234177.48,7.6,59.02,283.92,79.78,1493,46493,96.79,3.21
IANI200,University of Massachusetts Amherst (UMass Amherst),174104.33,6.7,56.52,268.58,97.04,1748,63936,97.27,2.73
EAAM291,Dalton State College,174140.45,1.5,64.37,163.57,87.99,2231,44821,95.02,4.98
IDID191,Georgia Southern University,244403.37,5.2,68.11,183.6,99.13,1592,54222,97.06,2.94
TIGI654,University of Massachusetts Dartmouth (UMass Dartmouth),174880.59,4.0,82.08,341.4,83.82,3399,14687,76.86,23.14
AAIN131,Framingham State University,167316.61,6.7,72.25,260.33,79.45,2676,11373,76.47,23.53
TIIS781,University of North Georgia (UNG),225367.76,9.6,67.83,238.9,87.89,1250,41302,96.97,3.03
IDNN174,Southern Connecticut State University (SCSU),178578.5,5.7,72.6,339.51,90.2,1329,25980,94.88,5.12
EEAM201,University of Georgia (UGA),240714.28,8.3,87.68,284.32,90.59,2762,63935,95.68,4.32
DDDI154,Florida Polytechnic University (Florida Poly or FPU),162300.09,9.7,82.63,330.62,82.07,2139,22233,90.38,9.62
ISII714,Atlanta Metropolitan State College,199855.64,1.3,99.62,261.33,79.28,1378,69356,98.01,1.99
INAD150,Georgia State University (GSU),207627.45,10.0,98.66,199.65,98.37,1849,18760,90.14,9.86
SSNT721,Augusta University,244908.91,9.1,58.95,245.63,99.42,3019,30715,90.17,9.83
IDIA146,South Georgia State College (SGSC),170390.95,9.7,81.49,173.87,99.69,2175,55344,96.07,3.93
AEAR252,Fitchburg State University,162668.69,7.9,55.38,191.82,79.19,4241,50746,91.64,8.36
IDII125,Gordon State College,200493.3,5.0,79.87,241.58,86.69,1262,10714,88.22,11.78
TNTS785,University of Massachusetts Medical School,232550.83,8.8,96.58,336.96,91.58,3719,14358,74.10,25.90
INNI152,Florida International University (FIU),158966.3,1.3,63.7,308.62,99.1,3837,51032,92.48,7.52
AJNP423,Georgia Gwinnett College,152951.46,4.4,94.67,191.96,98.32,3993,44965,91.12,8.88
NAID196,Georgia Southwestern State University (GSW),152824.49,8.8,94.44,312.17,90.25,4708,11153,57.79,42.21
RMRM294,Georgia State University (GSU),205042.45,3.7,91.95,344.8,80.39,3898,12954,69.91,30.09
DINA197,Massachusetts Maritime Academy,163916.46,2.6,75.01,262.23,92.16,3645,67157,94.57,5.43
NSNN721,Florida State University (FSU),231322.19,9.8,73.59,278.32,90.94,4537,73082,93.79,6.21
IDAN156,Atlanta Metropolitan State College,162086.17,4.3,61.24,198.87,78.62,1172,44882,97.39,2.61
SINI711,Albany State University,180454.77,2.1,82.47,276.75,94.24,3355,74742,95.51,4.49
INAI186,"University of California, San Diego (UC San Diego)",177847.17,5.0,93.12,206.11,89.96,1479,48972,96.98,3.02
AAEE202,Salem State University,213817.02,8.4,97.64,246.28,79.81,3286,70247,95.32,4.68
DANA148,Augusta University,154402.69,2.1,57.51,320.39,96.24,4311,54800,92.13,7.87
ANJA489,Massachusetts College of Art and Design (MassArt),225363.98,9.0,79.83,222.65,91.3,4730,65908,92.82,7.18
INII157,Augusta University,192085.53,3.3,76.45,189.49,76.0,2474,35658,93.06,6.94
TITT763,Morehead State University,154048.42,5.0,63.34,274.19,97.35,1591,29553,94.62,5.38
NDND179,Savannah State University,245965.21,4.6,60.54,266.8,75.87,1192,38567,96.91,3.09
ARAM233,Albany State University,191327.99,8.3,93.67,266.99,97.22,1190,28754,95.86,4.14
NDII192,Georgia Highlands College,180617.9,9.7,84.64,228.22,82.73,3135,26521,88.18,11.82
SISN722,"University of California, San Francisco (UCSF)",176279.11,2.2,57.33,291.35,98.68,2380,31320,92.40,7.60
DIAD172,"California State University, Fresno (Fresno State)",170226.31,6.6,65.29,241.4,99.58,3048,38743,92.13,7.87
SNNT719,University of Massachusetts Lowell (UMass Lowell),227776.35,7.0,55.74,308.73,83.28,2362,14475,83.68,16.32
IDID174,Framingham State University,192218.26,7.6,88.68,319.08,81.06,4396,15069,70.83,29.17
RMMR235,South Georgia State College (SGSC),177275.52,2.8,99.78,194.74,98.36,2479,49509,94.99,5.01
DIDD180,"California State University, East Bay (CSUEB)",186212.04,5.9,72.83,214.68,99.54,2255,32156,92.99,7.01
SSNN701,Dalton State College,240514.94,3.4,52.11,153.06,85.16,3282,24032,86.34,13.66
AIDA155,University of West Florida (UWF),192720.64,5.1,81.01,172.15,94.8,4280,71632,94.03,5.97
NTNS757,University of North Georgia (UNG),173848.63,2.7,94.04,216.54,99.06,1307,32771,96.01,3.99
DADA149,South Georgia State College (SGSC),219104.8,9.1,91.07,237.76,86.49,2558,65665,96.10,3.90
RRAM281,University of Georgia (UGA),175715.74,6.6,99.29,331.31,78.96,2614,44000,94.06,5.94
