institute_id,institute_name,institute_fee,institute_reputation,institute_campus_job_placement_pct,institute_campus_area,score_cut_off,total_no_of_students,applied_no_of_students,declined_no_of_student_pct,accepted_no_of_student_pct
DDID145,East Georgia State College,248823.47,7.5,55.92,175.33,78.66,3287,69269,95.25,4.75
NSIN702,Westfield State University,192971.68,6.0,81.57,183.11,75.58,3997,50753,92.12,7.88
AIID182,University of North Georgia (UNG),231905.56,7.4,73.62,158.62,80.99,1562,22475,93.05,6.95
AREM225,Valdosta State University (VSU),173743.6,8.6,97.2,203.49,95.87,3799,53308,92.87,7.13
AIII173,"University of California, San Diego (UC San Diego)",222872.72,5.1,77.32,344.47,79.41,1955,49922,96.08,3.92
GITI601,Valdosta State University (VSU),176480.12,3.1,83.47,265.63,77.01,3970,68900,94.24,5.76
ADAA114,University of West Georgia (UWG),167241.13,8.8,61.44,235.15,89.39,1929,57131,96.62,3.38
JAJP460,Florida State University (FSU),249227.37,2.7,69.43,313.16,90.23,1507,72815,97.93,2.07
DIII113,Murray State University,159465.68,7.8,93.27,291.2,95.28,1711,32477,94.73,5.27
AAER287,Eastern Kentucky University (EKU),219422.14,1.1,69.95,178.52,83.67,4141,47387,91.26,8.74
DINA167,Augusta University,231214.18,8.9,72.57,281.1,99.91,2937,41946,93.00,7.00
TSNN756,Northern Kentucky University (NKU),192896.13,8.3,79.05,323.43,84.96,2540,62238,95.92,4.08
DNAA186,Framingham State University,200798.29,2.6,73.72,150.19,76.41,2695,20920,87.12,12.88
IITT757,Florida Gulf Coast University (FGCU),206344.07,1.8,96.78,294.22,81.11,3141,22128,85.81,14.19
DIND140,University of West Georgia (UWG),234757.09,5.9,98.78,232.07,97.25,4245,39942,89.37,10.63
AEEE236,University of Massachusetts Dartmouth (UMass Dartmouth),216282.01,8.6,70.44,249.87,78.05,1570,61577,97.45,2.55
DNID180,"California State University, Channel Islands (CSUCI or CI)",224230.59,7.7,87.26,319.72,80.84,3223,32513,90.09,9.91
APNN470,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",160625.12,6.2,60.99,268.78,84.8,3819,18512,79.37,20.63
ANAA178,East Georgia State College,238893.16,8.9,56.45,150.77,95.07,3972,45656,91.30,8.70
GIII635,"University of California, Santa Barbara (UC Santa Barbara)",191953.53,3.2,53.94,313.94,86.81,4215,29472,85.70,14.30
DNNI122,Eastern Connecticut State University (ECSU),221429.35,7.3,54.66,184.53,80.03,1188,65800,98.19,1.81
RREA285,Morehead State University,158530.21,3.2,76.95,319.63,91.12,4162,43078,90.34,9.66
AIAI165,Worcester State University,153427.21,7.9,81.41,273.18,93.46,1097,48795,97.75,2.25
ININ744,Murray State University,226069.15,9.3,69.8,343.27,85.14,4350,15532,71.99,28.01
NDDA200,Eastern Connecticut State University (ECSU),194955.71,7.7,69.69,347.31,87.91,3874,59296,93.47,6.53
TTIS742,Central Connecticut State University (CCSU),189861.59,9.4,69.59,323.99,76.97,1315,62128,97.88,2.12
ADNN190,University of West Florida (UWF),158991.96,8.1,70.05,287.63,75.73,4631,26888,82.78,17.22
MARR291,Kennesaw State University,215642.97,4.3,77.69,279.43,94.06,1689,70184,97.59,2.41
DDII191,Southern Connecticut State University (SCSU),236944.79,6.3,90.86,166.09,99.51,2339,49758,95.30,4.70
STTT723,Massachusetts College of Art and Design (MassArt),195655.17,8.4,62.69,275.74,77.92,2997,22389,86.61,13.39
NNIN176,Atlanta Metropolitan State College,239935.01,5.8,60.22,273.33,84.37,1632,28131,94.20,5.80
SITI733,Central Connecticut State University (CCSU),157313.17,5.6,80.68,252.93,79.49,2436,60800,95.99,4.01
DDAN147,Bainbridge State College,248904.58,9.2,51.38,321.28,82.01,2267,56452,95.98,4.02
MMMM211,University of Massachusetts Medical School,202133.94,6.6,54.12,282.63,85.3,1448,65824,97.80,2.20
ANAD104,Georgia State University (GSU),222533.84,8.4,79.35,246.94,96.73,4241,73862,94.26,5.74
NTTN727,University of South Florida (USF),245752.65,6.9,85.97,234.68,91.31,2604,12689,79.48,20.52
ANDA103,Southern Connecticut State University (SCSU),164658.25,6.1,56.4,277.14,87.47,2086,27774,92.49,7.51
JJJJ453,"California State University, Bakersfield (CSUB)",163757.65,1.6,66.57,232.21,80.54,4462,39651,88.75,11.25
NNAI163,University of North Florida (UNF),213904.66,1.0,60.67,304.05,85.49,2065,25249,91.82,8.18
RARM262,University of North Georgia (UNG),236660.57,1.3,52.13,201.95,95.58,1907,21005,90.92,9.08
NIAA142,"University of California, San Diego (UC San Diego)",180480.89,1.4,58.89,317.8,93.9,1686,45943,96.33,3.67
STNT761,Savannah State University,216836.74,3.5,91.83,326.12,79.35,4312,55325,92.21,7.79
NDNI199,Georgia State University (GSU),217952.82,5.1,87.64,235.57,89.31,4265,57832,92.63,7.37
SSTS715,Florida A&M University (Florida A&M),242227.42,3.8,62.98,248.48,89.14,4217,61720,93.17,6.83
NNAI162,Central Connecticut State University (CCSU),181992.92,4.5,72.16,287.88,97.96,4118,31647,86.99,13.01
AERM201,Augusta University,219136.59,1.7,53.04,220.23,86.08,2881,71804,95.99,4.01
ANAA123,Florida Polytechnic University (Florida Poly or FPU),193439.18,7.1,56.88,251.86,94.61,4078,52337,92.21,7.79
NAPA408,Armstrong State University,243974.39,3.3,79.96,210.55,92.87,1535,56069,97.26,2.74
ANNN163,Bainbridge State College,157496.47,2.9,91.05,321.51,84.93,4632,30798,84.96,15.04
TTNI799,Salem State University,184982.1,5.6,94.43,333.37,98.59,4446,42371,89.51,10.49
ANDD116,Abraham Baldwin Agricultural College,173501.1,4.6,63.74,330.54,98.63,4746,22436,78.85,21.15
EMMM257,Florida A&M University (Florida A&M),195610.67,5.2,70.61,269.58,99.33,3344,44688,92.52,7.48
DAAA188,Northern Kentucky University (NKU),204616.43,7.9,81.02,255.61,90.68,2035,13430,84.85,15.15
SIIT772,Murray State University,229210.92,2.8,87.76,288.64,79.87,1242,50540,97.54,2.46
IIAI191,Georgia Highlands College,204080.72,2.2,67.11,172.4,82.21,3286,44825,92.67,7.33
TNTS722,Florida Gulf Coast University (FGCU),226445.89,7.9,86.34,243.63,92.04,3872,36117,89.28,10.72
DNAI117,"University of California, Santa Cruz (UC Santa Cruz)",187684.71,8.1,57.3,283.5,87.99,2799,73792,96.21,3.79
RARE248,Framingham State University,224272.79,9.8,80.63,286.55,80.56,2887,42188,93.16,6.84
DDAN141,Middle Georgia State University,162605.2,4.7,83.62,211.81,80.24,1339,34097,96.07,3.93
SINT798,Clayton State University,193299.81,3.5,88.01,223.04,85.51,3281,18976,82.71,17.29
NNAA117,Eastern Connecticut State University (ECSU),171487.25,1.9,91.84,318.41,97.76,4089,38061,89.26,10.74
GITT625,College of Coastal Georgia,227720.49,6.7,68.51,298.47,82.47,2301,28373,91.89,8.11
AIDA141,"University of California, Los Angeles (UCLA)",205673.15,2.3,53.73,218.01,78.2,1968,27838,92.93,7.07
MRMR248,University of Central Florida (UCF),205826.42,9.0,70.05,155.57,76.22,3622,19864,81.77,18.23
ANDD162,University of Massachusetts Dartmouth (UMass Dartmouth),200484.45,1.4,72.13,239.21,90.57,1278,55102,97.68,2.32
NNTI703,Georgia Gwinnett College,238231.6,1.5,80.09,156.32,78.65,1893,42573,95.55,4.45
NAAI140,"University of California, Los Angeles (UCLA)",152986.02,1.6,61.82,310.1,82.25,3912,22645,82.72,17.28
PAJJ498,Massachusetts Maritime Academy,154106.45,2.7,64.81,277.7,93.08,4260,14914,71.44,28.56
ANNI128,New College of Florida,231072.02,2.9,56.91,278.16,75.64,4199,67353,93.77,6.23
RRMR218,Florida State University (FSU),178022.22,3.2,85.9,244.71,98.88,4393,49733,91.17,8.83
NAIA109,New College of Florida,228327.83,6.2,82.38,175.98,79.16,1711,39817,95.70,4.30
TNIT761,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",236968.0,4.7,73.78,179.34,76.69,1005,38289,97.38,2.62
DNAN153,Eastern Kentucky University (EKU),202747.09,4.3,59.53,234.02,89.58,1940,22304,91.30,8.70
TTII797,Georgia State University (GSU),249070.41,1.2,86.88,263.45,96.32,3934,40284,90.23,9.77
IIII199,University of Central Florida (UCF),198772.53,4.1,56.39,349.49,91.77,2829,56993,95.04,4.96
RAAE295,Eastern Kentucky University (EKU),165474.48,2.8,92.54,208.17,90.5,3660,46924,92.20,7.80
NDDN148,University of North Georgia (UNG),164547.78,2.8,62.5,297.48,95.97,3411,33010,89.67,10.33
PPJA481,University of Central Florida (UCF),190506.17,5.6,57.84,251.78,78.82,2686,37941,92.92,7.08
NAND176,University of North Florida (UNF),201894.14,6.7,71.01,191.85,90.74,3316,60992,94.56,5.44
NNSI705,Florida A&M University (Florida A&M),168039.17,8.6,82.62,151.88,83.5,4735,22420,78.88,21.12
AANN178,Valdosta State University (VSU),230457.91,5.1,51.31,159.0,93.18,1781,43315,95.89,4.11
EEAE212,Kentucky State University,173498.72,2.2,99.41,344.03,85.76,1278,58364,97.81,2.19
DDAD102,New College of Florida,209606.02,1.7,51.33,180.6,77.04,1567,16209,90.33,9.67
SIST775,Atlanta Metropolitan State College,231920.41,7.7,74.56,293.82,85.49,4141,17853,76.81,23.19
DIAN132,Western Connecticut State University (WCSU),167114.75,6.5,89.13,345.77,90.88,3790,19825,80.88,19.12
TTTT787,University of Massachusetts Medical School,158953.82,1.6,56.64,329.33,95.69,3138,55276,94.32,5.68
ADAI190,Florida Atlantic University (FAU),166588.41,9.8,84.85,208.7,87.72,3937,12957,69.61,30.39
EMRR237,Northern Kentucky University (NKU),169178.31,5.2,98.62,340.3,91.09,3225,68862,95.32,4.68
NDND169,"California State University, East Bay (CSUEB)",186373.04,2.0,66.07,264.32,89.43,4233,22987,81.59,18.41
GIGT663,Augusta University,172737.95,6.7,57.16,339.82,85.89,1767,24330,92.74,7.26
AADI143,University of Massachusetts Dartmouth (UMass Dartmouth),190631.61,6.6,63.79,256.71,80.46,1551,22694,93.17,6.83
TNST714,Georgia College and State University,240872.98,8.6,52.75,223.7,94.5,3890,47131,91.75,8.25
DNDI193,Georgia Gwinnett College,169117.07,3.4,52.44,192.29,94.85,1463,74818,98.04,1.96
ERMM264,South Georgia State College (SGSC),202998.83,2.7,72.2,158.45,87.11,4295,48917,91.22,8.78
ADAD148,Morehead State University,226188.47,4.3,77.92,311.59,90.68,1730,67854,97.45,2.55
SNTI756,University of West Florida (UWF),168157.56,9.5,73.86,159.25,82.3,3135,16176,80.62,19.38
NIDA123,Savannah State University,217959.13,5.3,58.9,322.62,77.06,4176,55784,92.51,7.49
NAAP475,University of North Georgia (UNG),217846.57,7.8,79.07,181.72,79.09,1602,54339,97.05,2.95
DDAD164,University of Massachusetts Amherst (UMass Amherst),153401.64,8.2,77.36,339.63,98.4,3722,26626,86.02,13.98
RAMA219,Clayton State University,221858.43,4.9,80.53,204.69,86.43,2285,43106,94.70,5.30
IDAA109,Western Connecticut State University (WCSU),229152.22,5.4,75.66,203.66,93.24,3199,71772,95.54,4.46
NTTI740,Savannah State University,185901.15,8.0,68.91,158.14,75.47,1674,12681,86.80,13.20
ADDD140,Columbus State University,185181.45,9.5,85.6,199.85,79.36,2396,47398,94.94,5.06
GITI606,"University of California, Santa Cruz (UC Santa Cruz)",172761.94,7.9,58.0,222.02,97.28,1797,62354,97.12,2.88
ANDN189,"University of Louisville (Louisville, U of L, or UL)",184798.87,5.4,79.43,244.64,89.38,2667,16173,83.51,16.49
EARM276,New College of Florida,180729.59,8.5,66.42,214.78,97.98,1001,43453,97.70,2.30
DADN133,University of Florida (UF),164874.34,5.6,83.17,326.65,85.09,3664,59335,93.82,6.18
NPPN453,University of Massachusetts Dartmouth (UMass Dartmouth),151925.87,9.7,84.07,212.57,98.43,3986,71674,94.44,5.56
DDAA180,Georgia Highlands College,173293.42,7.8,60.46,167.33,92.61,1849,59950,96.92,3.08
NTTS793,"University of California, Riverside (UC Riverside)",166939.23,3.1,70.55,240.46,94.88,4294,50070,91.42,8.58
AIIN195,"California State University, East Bay (CSUEB)",213554.36,6.6,58.13,268.58,99.96,3578,55426,93.54,6.46
EMRA274,University of Georgia (UGA),153710.25,8.4,82.01,220.56,96.73,1009,44203,97.72,2.28
NNAD128,Florida Atlantic University (FAU),237176.62,6.1,50.3,153.58,77.45,3926,61395,93.61,6.39
INST796,Georgia Gwinnett College,166050.0,8.3,77.14,315.77,96.34,2588,58154,95.55,4.45
NAIN150,Georgia Gwinnett College,192429.17,2.5,52.93,170.98,98.33,3482,31126,88.81,11.19
TTSI770,Worcester State University,196413.83,6.9,54.6,340.19,92.74,3160,65879,95.20,4.80
AIAI120,Eastern Connecticut State University (ECSU),222349.46,9.8,63.08,163.06,99.33,1246,31010,95.98,4.02
MMRA249,Bainbridge State College,172109.49,9.4,62.52,206.02,81.7,2180,44367,95.09,4.91
NDDI177,Florida Atlantic University (FAU),245017.6,8.5,57.39,234.91,88.45,1045,15131,93.09,6.91
TNII706,New College of Florida,186076.92,1.3,71.08,261.21,79.43,1952,46127,95.77,4.23
NNID194,University of Georgia (UGA),165056.25,2.9,59.25,187.17,90.27,2236,72589,96.92,3.08
NIST789,"University of California, Davis (UC Davis)",192492.67,5.4,95.56,229.73,84.66,3125,17084,81.71,18.29
NAAI131,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",165600.84,1.7,82.6,154.06,77.22,3311,43152,92.33,7.67
EERM255,University of West Florida (UWF),203742.58,5.4,68.5,334.34,81.37,3163,64055,95.06,4.94
DDNN145,Florida A&M University (Florida A&M),241631.68,8.7,62.86,241.95,87.55,3535,30848,88.54,11.46
TSNN728,"University of California, San Francisco (UCSF)",159241.26,3.6,71.22,171.42,78.05,3294,24410,86.51,13.49
NNND121,University of South Florida (USF),161607.05,8.5,91.89,189.34,76.47,1133,15128,92.51,7.49
JAAJ403,"California State University, Bakersfield (CSUB)",247494.62,6.2,73.82,197.41,79.94,2269,64246,96.47,3.53
ADAA150,College of Coastal Georgia,175060.34,6.9,55.83,301.88,96.99,1327,58851,97.75,2.25
REAM241,Eastern Kentucky University (EKU),187649.48,7.8,85.64,185.92,93.6,2812,12602,77.69,22.31
IIIN170,Fort Valley State University,236460.65,4.9,97.54,343.88,88.77,1134,21439,94.71,5.29
IIII659,University of West Georgia (UWG),225707.54,9.9,74.96,161.71,80.74,1884,61859,96.95,3.05
ANIA119,Murray State University,205281.42,5.3,54.58,237.11,87.82,1958,74717,97.38,2.62
TSIT705,Bainbridge State College,175658.87,3.2,94.18,250.43,79.53,2332,38907,94.01,5.99
DDIA153,Massachusetts College of Art and Design (MassArt),191935.59,3.1,89.94,163.98,93.7,3242,26699,87.86,12.14
EAEM268,Morehead State University,246112.84,8.1,74.75,269.75,82.95,3871,11703,66.92,33.08
DAII152,Florida International University (FIU),189013.01,5.1,57.38,188.59,93.91,3538,19494,81.85,18.15
PPNA484,"University of California, Los Angeles (UCLA)",175873.04,1.7,51.49,172.86,86.37,2744,58477,95.31,4.69
AAND148,"University of California, Riverside (UC Riverside)",178564.38,6.4,61.1,302.25,98.89,3468,65762,94.73,5.27
SIIN766,Georgia State University (GSU),227156.76,8.5,51.68,183.99,94.09,4599,71572,93.57,6.43
ANND152,University of Massachusetts Lowell (UMass Lowell),245900.82,9.9,92.6,194.0,95.33,4732,45481,89.60,10.40
ERRE241,"University of California, Merced (UC Merced)",156396.65,5.2,94.11,291.54,85.24,3633,54570,93.34,6.66
DNIN155,Georgia Gwinnett College,207200.0,1.8,96.17,349.28,95.59,2769,39486,92.99,7.01
TIIN720,Georgia College and State University,160674.1,7.1,71.84,326.77,85.4,1789,29832,94.00,6.00
IDND121,Fort Valley State University,191956.07,8.2,98.12,289.28,79.35,2814,65138,95.68,4.32
IGTI694,Florida A&M University (Florida A&M),186699.27,7.6,88.94,225.0,75.93,2285,31664,92.78,7.22
NDDN148,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",194105.11,7.4,68.31,259.46,99.11,1262,63385,98.01,1.99
MEEA288,"University of California, Berkeley (UC Berkeley)",190593.09,7.4,63.23,264.69,85.72,4427,12528,64.66,35.34
IADN180,Massachusetts Maritime Academy,166040.92,7.0,65.15,273.81,95.21,4392,63717,93.11,6.89
SNIT712,Florida Gulf Coast University (FGCU),204268.41,8.9,74.65,188.56,90.05,3740,40962,90.87,9.13
DNDD151,"California State University, Chico (Chico State)",176983.82,3.1,53.19,291.67,79.62,2997,70844,95.77,4.23
NSIT758,Georgia Institute of Technology (Georgia Tech),188786.25,7.8,80.39,171.12,84.8,1500,53750,97.21,2.79
AIDD129,Massachusetts Maritime Academy,151415.74,8.7,82.06,245.57,86.02,4485,51983,91.37,8.63
RMEE233,"University of California, San Diego (UC San Diego)",151412.87,3.8,71.24,164.82,79.68,4472,63517,92.96,7.04
AINN137,"University of California, Berkeley (UC Berkeley)",217413.59,8.1,60.72,152.69,83.57,3979,18057,77.96,22.04
NINS756,Florida Atlantic University (FAU),235542.29,6.7,96.55,251.0,76.03,1908,28971,93.41,6.59
DIDN142,Florida A&M University (Florida A&M),243144.48,4.5,93.26,259.11,88.94,2879,57659,95.01,4.99
ANNJ465,Dalton State College,213206.3,6.5,50.48,152.51,76.54,4009,26517,84.88,15.12
IADD110,"University of Louisville (Louisville, U of L, or UL)",239678.68,5.3,92.12,309.57,81.89,1726,16524,89.55,10.45
MREM284,Framingham State University,228422.61,8.6,64.02,345.59,91.94,4408,16968,74.02,25.98
AANA179,East Georgia State College,177869.08,6.3,87.64,203.41,95.98,3670,61627,94.04,5.96
TITN712,"University of California, Riverside (UC Riverside)",190148.03,8.9,56.18,340.97,90.83,2590,18108,85.70,14.30
INDN114,"University of California, Berkeley (UC Berkeley)",234345.94,2.2,82.04,280.78,91.95,3763,22817,83.51,16.49
STSN748,Murray State University,225399.87,6.9,55.06,173.44,99.27,3783,25666,85.26,14.74
AIDA174,Gordon State College,210692.38,9.9,61.06,183.63,94.59,3540,71742,95.07,4.93
MMER285,Bainbridge State College,168954.36,9.0,94.85,156.44,78.82,4581,62235,92.64,7.36
NNAN181,"University of California, San Francisco (UCSF)",224181.46,7.9,92.92,292.67,99.45,1420,24118,94.11,5.89
JAAN431,"University of California, San Francisco (UCSF)",177718.8,5.0,70.94,269.35,95.1,3251,12886,74.77,25.23
NNNN147,University of Massachusetts Medical School,173313.06,3.5,66.56,296.8,82.22,3205,45041,92.88,7.12
SISI785,Westfield State University,150418.91,7.2,82.28,233.9,76.86,3048,72491,95.80,4.20
AANA147,University of Massachusetts Lowell (UMass Lowell),196285.12,8.4,90.73,313.13,83.05,4357,42245,89.69,10.31
MMEE268,"University of California, Riverside (UC Riverside)",245713.29,2.3,93.85,177.09,77.1,1349,46346,97.09,2.91
AINA101,"California State University, East Bay (CSUEB)",227116.54,9.0,91.83,321.85,86.4,2802,41873,93.31,6.69
ITII672,Dalton State College,168048.11,9.5,92.97,348.66,96.87,4141,39912,89.62,10.38
INAN192,University of Massachusetts Medical School,225747.09,8.4,94.61,276.59,76.82,4217,46589,90.95,9.05
TSNS751,"University of California, San Francisco (UCSF)",219151.58,9.5,57.77,252.32,94.12,3757,26396,85.77,14.23
DNIN175,"California State University, Dominguez Hills (CSUDH)",184302.26,4.6,54.43,250.93,98.14,3964,45015,91.19,8.81
AEAM298,Middle Georgia State University,163294.33,8.1,71.62,282.66,91.94,2410,36533,93.40,6.60
ANAN186,Fitchburg State University,215310.53,1.9,68.91,246.42,80.45,3026,68828,95.60,4.40
ISSS740,Framingham State University,241251.44,8.4,82.84,327.1,91.91,2571,38189,93.27,6.73
ANND154,"California State University, East Bay (CSUEB)",248653.05,3.7,89.25,250.16,88.86,1221,45974,97.34,2.66
SNNN756,Georgia College and State University,153386.81,4.8,91.52,244.85,99.38,4258,56347,92.44,7.56
NIDD151,Gordon State College,185319.61,1.6,98.5,152.36,90.4,1840,42668,95.69,4.31
AEEA291,Augusta University,239427.13,2.2,87.13,252.83,93.19,2422,67862,96.43,3.57
INIA154,"California State University, Dominguez Hills (CSUDH)",208153.43,2.7,95.61,303.83,77.21,3048,63865,95.23,4.77
ITST734,Atlanta Metropolitan State College,217394.17,5.7,97.98,169.2,75.03,4660,49375,90.56,9.44
ANAN197,"California State University, Dominguez Hills (CSUDH)",178152.9,2.3,64.71,275.93,82.01,2277,33573,93.22,6.78
APAN438,University of Massachusetts Lowell (UMass Lowell),188803.19,6.4,93.45,236.35,81.35,3770,45264,91.67,8.33
IINA169,New College of Florida,238785.87,3.5,56.05,310.65,86.0,2386,51291,95.35,4.65
ARAE263,Bainbridge State College,156510.83,2.3,85.91,311.59,76.4,3727,22678,83.57,16.43
NAID123,Northern Kentucky University (NKU),227930.37,9.8,64.29,248.69,84.73,2196,39007,94.37,5.63
SSNN739,Georgia State University (GSU),239077.19,7.9,52.24,240.72,99.03,2521,58931,95.72,4.28
AAAA133,Salem State University,158239.48,3.4,53.87,303.2,92.97,4413,30247,85.41,14.59
TNSI725,Albany State University,239230.33,2.1,89.24,327.79,96.05,3216,55087,94.16,5.84
DDDN103,Georgia Gwinnett College,231032.57,4.0,87.53,336.32,80.51,1678,49301,96.60,3.40
REAM271,Morehead State University,213174.35,9.4,67.05,202.97,76.22,3506,30767,88.60,11.40
DINI146,Southern Connecticut State University (SCSU),156216.92,4.3,98.75,197.14,85.05,3548,42624,91.68,8.32
NPAP458,Fort Valley State University,171194.06,2.0,83.0,163.06,85.09,3542,35420,90.00,10.00
INDN120,Central Connecticut State University (CCSU),169801.62,2.5,56.0,193.04,76.82,1443,36518,96.05,3.95
TTTS718,"University of California, Riverside (UC Riverside)",235381.58,6.4,99.16,286.92,98.78,3509,50963,93.11,6.89
DIAD140,Columbus State University,152336.35,5.7,92.19,343.76,84.52,4194,25042,83.25,16.75
EAAA253,Massachusetts Maritime Academy,196260.27,5.5,73.53,196.84,85.29,2149,54836,96.08,3.92
ADDA180,Dalton State College,214137.21,8.7,97.7,341.54,95.53,2239,63266,96.46,3.54
SSST706,Middle Georgia State University,246468.36,8.5,75.85,185.48,95.88,3282,36035,90.89,9.11
NAII140,Georgia Institute of Technology (Georgia Tech),226626.47,3.1,81.11,191.24,98.57,1750,51171,96.58,3.42
SSTN778,Armstrong State University,240462.18,3.5,55.43,329.17,95.59,4690,25700,81.75,18.25
DNII188,University of North Florida (UNF),164427.18,8.7,54.76,214.16,79.91,1025,57702,98.22,1.78
MAMM227,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",232165.33,4.9,52.12,184.28,99.27,2546,49310,94.84,5.16
AIDA200,Framingham State University,176367.15,6.4,62.68,308.12,75.78,3031,46996,93.55,6.45
NSIS772,"California State University, Dominguez Hills (CSUDH)",198064.17,9.8,94.81,310.93,85.45,4741,31366,84.88,15.12
NDDI110,University of Central Florida (UCF),244598.45,9.7,58.54,191.11,90.32,1617,66273,97.56,2.44
TSIS754,Western Kentucky University (WKU),172470.75,6.1,88.76,291.76,76.18,4344,53108,91.82,8.18
NNAA170,Valdosta State University (VSU),218722.55,8.3,97.22,193.49,98.37,3188,45941,93.06,6.94
MAAR237,New College of Florida,187417.13,4.7,55.84,313.3,97.69,2413,70933,96.60,3.40
ANAI127,University of Central Florida (UCF),154605.75,7.8,60.86,336.43,87.03,2819,58818,95.21,4.79
TIII688,Bridgewater State University,191198.83,7.2,52.76,289.85,76.83,1811,56179,96.78,3.22
NINI123,"University of Louisville (Louisville, U of L, or UL)",177296.57,10.0,93.47,303.14,82.1,4708,17091,72.45,27.55
NPNA496,Clayton State University,152616.68,6.4,63.0,223.42,98.45,3870,55719,93.05,6.95
NNAI118,University of North Georgia (UNG),157003.22,2.8,90.08,202.51,92.01,4570,59081,92.26,7.74
ARAE223,Northern Kentucky University (NKU),189934.94,4.5,84.37,174.24,84.13,1758,58727,97.01,2.99
IAID112,Georgia Southwestern State University (GSW),186413.77,3.2,76.02,266.35,78.95,2203,17455,87.38,12.62
TNSN705,Atlanta Metropolitan State College,168200.43,2.4,55.38,285.09,92.41,2626,44231,94.06,5.94
ADDN137,University of South Florida (USF),207603.44,7.9,80.65,197.1,79.58,1611,58867,97.26,2.74
IIST738,University of Massachusetts Amherst (UMass Amherst),245046.46,2.0,81.88,234.31,93.88,3034,69733,95.65,4.35
ANND118,Georgia Gwinnett College,175967.43,3.0,65.54,308.61,95.56,1512,67518,97.76,2.24
REAR248,"University of California, Davis (UC Davis)",241755.05,2.7,51.46,227.23,97.16,4167,28608,85.43,14.57
AADA173,Columbus State University,238782.78,1.5,56.58,211.13,99.85,1404,19998,92.98,7.02
JJJP439,Florida Polytechnic University (Florida Poly or FPU),173737.99,3.0,85.11,308.04,85.75,1642,31601,94.80,5.20
DDNI200,"University of California, Berkeley (UC Berkeley)",174075.14,4.7,89.42,260.22,82.31,3380,60135,94.38,5.62
ITII682,Armstrong State University,169433.92,7.4,51.74,212.95,94.61,1441,45188,96.81,3.19
DAID154,Northern Kentucky University (NKU),156910.44,2.5,88.98,316.32,98.32,2025,66476,96.95,3.05
MEME288,"California State University, Fullerton (Fullerton, CSUF, Cal State Fullerton)",159187.75,3.0,78.0,320.67,95.5,2629,63994,95.89,4.11
DAAA162,"California State University, Bakersfield (CSUB)",183425.58,3.2,52.19,296.51,81.53,3068,56719,94.59,5.41
NTNS800,Columbus State University,198707.6,4.7,88.56,237.87,90.09,3503,27865,87.43,12.57
ADAD133,Valdosta State University (VSU),162985.63,6.1,70.16,301.2,83.09,3001,69288,95.67,4.33
TSIT746,University of Georgia (UGA),179892.3,8.3,79.51,194.08,93.2,3558,45245,92.14,7.86
NADN144,New College of Florida,178483.65,9.1,54.84,285.86,82.58,1125,39415,97.15,2.85
RAER231,"California State University, Dominguez Hills (CSUDH)",229864.36,7.4,62.24,339.52,94.44,2702,37462,92.79,7.21
IDAD182,"University of California, Santa Cruz (UC Santa Cruz)",168889.34,1.3,95.89,328.53,81.83,1603,52933,96.97,3.03
NSTS780,Gordon State College,242858.02,5.6,64.17,253.78,79.59,4402,46906,90.62,9.38
IADA128,Kennesaw State University,156109.79,6.7,78.05,319.55,99.5,3158,21780,85.50,14.50
ISIN763,Armstrong State University,193364.0,6.3,78.61,186.77,86.87,4304,62425,93.11,6.89
IDDA159,"University of California, Santa Barbara (UC Santa Barbara)",185951.69,7.3,61.62,200.29,83.87,1682,21794,92.28,7.72
AERE267,Bainbridge State College,198788.08,2.7,52.09,271.94,96.52,4654,44686,89.59,10.41
NIDD179,University of Florida (UF),229591.41,6.7,98.88,251.35,85.6,1596,39485,95.96,4.04
TIII717,Savannah State University,217219.83,9.0,83.29,296.47,88.46,4659,71811,93.51,6.49
INDI165,Florida Gulf Coast University (FGCU),211033.41,4.5,73.62,214.84,84.14,2549,36133,92.95,7.05
AJPJ433,University of Central Florida (UCF),179497.86,4.6,63.43,276.81,95.07,2430,64910,96.26,3.74
IAAI141,Gordon State College,163618.09,6.2,95.99,324.34,82.6,3156,49704,93.65,6.35
MAMR270,Northern Kentucky University (NKU),166134.26,7.4,75.95,154.44,78.88,2201,51741,95.75,4.25
ADND141,Salem State University,240505.13,9.9,62.11,155.38,91.08,1931,50231,96.16,3.84
SNSN759,Gordon State College,170146.25,6.2,83.4,301.63,84.61,3999,27020,85.20,14.80
DIII176,Massachusetts College of Art and Design (MassArt),171110.7,5.1,69.49,190.37,91.53,3906,34288,88.61,11.39
ISTT782,University of Kentucky (Kentucky or UK),194528.75,3.8,93.96,292.68,94.74,1210,44647,97.29,2.71
DDDD152,"California State University, Dominguez Hills (CSUDH)",172918.13,8.1,69.94,150.67,77.97,1962,43643,95.50,4.50
AMMR213,Massachusetts College of Liberal Arts,205046.4,3.9,77.93,188.71,84.8,3809,59719,93.62,6.38
AINA140,Columbus State University,167133.48,9.0,92.4,245.33,94.59,2357,24611,90.42,9.58
