loan_id,customer_id,loan_type,principal_amount,interest_rate,term_month,start_date,end_date
118037350,921442,Business,1455722.26,10.3,112,2021-03-15 23:15:41.642873,2030-05-27 23:15:41.642873
118052650,517755,Education,1761676.67,9.83,102,2022-11-08 23:15:41.642873,2031-03-26 23:15:41.642873
118067951,503633,Vehicle,1631786.22,11.96,76,2018-02-20 23:15:41.642873,2024-05-19 23:15:41.642873
118083253,863962,Business,1695021.93,12.71,59,2022-04-13 23:15:41.642873,2027-02-16 23:15:41.642873
118098556,563112,Vehicle,1275788.49,9.05,117,2016-07-24 23:15:41.642873,2026-03-04 23:15:41.642873
118113860,1001103,Personal,1167886.93,10.62,55,2024-04-21 23:15:41.642873,2028-10-27 23:15:41.642873
118129165,31919,Housing,1785592.38,13.07,114,2018-02-04 23:15:41.642873,2027-06-17 23:15:41.642873
118144471,508015,Education,1345871.89,10.52,95,2014-06-01 23:15:41.642873,2022-03-21 23:15:41.642873
118159778,925118,Business,1763308.29,14.15,48,2014-03-27 23:15:41.642873,2018-03-06 23:15:41.642873
118175086,59217,Personal,1405678.76,9.12,103,2023-12-14 23:15:41.642873,2032-05-30 23:15:41.642873
118190395,346406,Education,984399.72,8.3,120,2016-07-22 23:15:41.642873,2026-05-31 23:15:41.642873
118205705,217729,Personal,1117711.84,10.19,83,2019-04-23 23:15:41.642873,2026-02-15 23:15:41.642873
118221016,335187,Personal,1378743.23,9.8,105,2020-09-04 23:15:41.642873,2029-04-20 23:15:41.642873
118236328,42713,Vehicle,948696.23,9.88,70,2014-08-26 23:15:41.642873,2020-05-26 23:15:41.642873
118251641,228798,Business,1504396.38,13.48,87,2021-06-14 23:15:41.642873,2028-08-06 23:15:41.642873
118266955,961457,Personal,959562.07,8.61,41,2013-09-14 23:15:41.642873,2017-01-26 23:15:41.642873
118282270,801411,Personal,1625386.41,7.98,42,2019-01-19 23:15:41.642873,2022-07-02 23:15:41.642873
118297586,440271,Education,1457329.79,8.73,81,2015-01-27 23:15:41.642873,2021-09-22 23:15:41.642873
118312903,986842,Education,1322522.48,15.63,87,2014-03-13 23:15:41.642873,2021-05-05 23:15:41.642873
118328221,418450,Education,555206.79,11.98,116,2013-03-30 23:15:41.642873,2022-10-09 23:15:41.642873
118343540,717740,Housing,1940098.2,10.48,94,2016-01-14 23:15:41.642873,2023-10-04 23:15:41.642873
118358860,999779,Education,1395163.85,9.33,96,2021-09-26 23:15:41.642873,2029-08-15 23:15:41.642873
118374181,1002548,Housing,1251423.44,8.14,105,2016-12-15 23:15:41.642873,2025-07-31 23:15:41.642873
118389503,825644,Vehicle,653140.11,12.74,75,2015-06-17 23:15:41.642873,2021-08-14 23:15:41.642873
118404826,799246,Education,969806.62,14.32,55,2023-02-12 23:15:41.642873,2027-08-20 23:15:41.642873
118420150,732037,Education,851768.79,10.34,101,2020-04-02 23:15:41.642873,2028-07-19 23:15:41.642873
118435475,246771,Education,1615603.93,13.52,99,2023-09-15 23:15:41.642873,2031-11-02 23:15:41.642873
118450801,36388,Education,876751.78,11.87,54,2022-09-18 23:15:41.642873,2027-02-24 23:15:41.642873
118466128,857251,Education,1515469.29,13.73,116,2015-01-30 23:15:41.642873,2024-08-10 23:15:41.642873
118481456,214132,Personal,954366.08,9.44,54,2021-04-06 23:15:41.642873,2025-09-12 23:15:41.642873
118496785,246489,Business,1740165.46,10.63,90,2021-06-23 23:15:41.642873,2028-11-13 23:15:41.642873
118512115,557638,Vehicle,974913.41,8.49,82,2023-05-07 23:15:41.642873,2030-01-30 23:15:41.642873
118527446,429034,Education,1263440.83,10.13,115,2016-06-16 23:15:41.642873,2025-11-26 23:15:41.642873
118542778,248667,Housing,1635655.98,11.68,40,2013-06-28 23:15:41.642873,2016-10-10 23:15:41.642873
118558111,483928,Housing,843232.65,10.45,118,2020-01-26 23:15:41.642873,2029-10-05 23:15:41.642873
118573445,432642,Business,1786835.77,8.63,79,2013-09-13 23:15:41.642873,2020-03-10 23:15:41.642873
118588780,693159,Housing,926866.07,13.3,64,2016-09-06 23:15:41.642873,2021-12-09 23:15:41.642873
118604116,575999,Vehicle,888334.31,10.58,105,2020-07-02 23:15:41.642873,2029-02-15 23:15:41.642873
118619453,305479,Business,1605057.34,11.7,102,2024-05-09 23:15:41.642873,2032-09-24 23:15:41.642873
118634791,200168,Housing,1686829.74,8.88,111,2018-05-18 23:15:41.642873,2027-06-30 23:15:41.642873
118650130,107318,Business,845200.81,10.88,47,2019-11-17 23:15:41.642873,2023-09-27 23:15:41.642873
118665470,795778,Education,1473357.06,13.96,81,2016-04-06 23:15:41.642873,2022-12-01 23:15:41.642873
118680811,296066,Housing,1329252.92,8.61,116,2014-02-11 23:15:41.642873,2023-08-23 23:15:41.642873
118696153,10160,Housing,535136.91,10.12,98,2020-12-20 23:15:41.642873,2029-01-07 23:15:41.642873
118711496,264365,Business,659812.48,9.76,54,2018-12-14 23:15:41.642873,2023-05-22 23:15:41.642873
118726840,211425,Housing,1197595.97,9.43,43,2014-12-10 23:15:41.642873,2018-06-22 23:15:41.642873
118742185,517193,Housing,860299.71,14.55,80,2020-06-09 23:15:41.642873,2027-01-04 23:15:41.642873
118757531,233596,Business,1152713.02,15.36,117,2015-08-28 23:15:41.642873,2025-04-07 23:15:41.642873
118772878,863069,Business,1289322.89,13.23,86,2014-03-07 23:15:41.642873,2021-03-30 23:15:41.642873
118788226,440527,Business,1750729.64,8.14,53,2013-09-03 23:15:41.642873,2018-01-10 23:15:41.642873
118803575,133975,Housing,1724760.47,9.19,109,2021-06-05 23:15:41.642873,2030-05-19 23:15:41.642873
118818925,599625,Business,1168611.46,14.94,114,2016-12-16 23:15:41.642873,2026-04-28 23:15:41.642873
118834276,193363,Vehicle,1156151.26,14.06,96,2017-05-03 23:15:41.642873,2025-03-22 23:15:41.642873
118849628,544721,Personal,1080296.89,12.3,98,2016-12-13 23:15:41.642873,2024-12-31 23:15:41.642873
118864981,451060,Vehicle,1856584.23,10.35,67,2023-08-21 23:15:41.642873,2029-02-20 23:15:41.642873
118880335,910336,Personal,1759352.89,12.75,105,2022-02-08 23:15:41.642873,2030-09-24 23:15:41.642873
118895690,404994,Vehicle,1156258.28,11.58,101,2015-01-09 23:15:41.642873,2023-04-27 23:15:41.642873
118911046,422142,Business,1470223.2,13.79,69,2023-02-12 23:15:41.642873,2028-10-13 23:15:41.642873
118926403,489605,Business,1066097.53,10.35,87,2023-04-11 23:15:41.642873,2030-06-03 23:15:41.642873
118941761,153144,Business,1148116.43,10.41,76,2016-02-29 23:15:41.642873,2022-05-28 23:15:41.642873
118957120,309058,Vehicle,1172719.97,8.78,88,2017-06-14 23:15:41.642873,2024-09-05 23:15:41.642873
118972480,718968,Education,1661882.67,10.33,109,2023-11-27 23:15:41.642873,2032-11-09 23:15:41.642873
118987841,766948,Vehicle,1524290.28,8.61,78,2016-11-29 23:15:41.642873,2023-04-27 23:15:41.642873
119003203,971640,Vehicle,553043.03,14.33,79,2013-05-04 23:15:41.642873,2019-10-30 23:15:41.642873
119018566,38730,Vehicle,1451179.67,11.92,42,2016-01-23 23:15:41.642873,2019-07-06 23:15:41.642873
119033930,253735,Vehicle,1762537.29,8.08,79,2013-08-24 23:15:41.642873,2020-02-19 23:15:41.642873
119049295,86209,Education,1306071.78,11.52,115,2023-12-09 23:15:41.642873,2033-05-20 23:15:41.642873
119064661,232354,Business,779580.65,8.97,87,2015-11-04 23:15:41.642873,2022-12-27 23:15:41.642873
119080028,449773,Personal,1269546.77,11.33,85,2014-11-10 23:15:41.642873,2021-11-03 23:15:41.642873
119095396,677512,Education,1028690.6,8.56,78,2017-10-07 23:15:41.642873,2024-03-04 23:15:41.642873
119110765,22265,Education,827841.62,10.8,90,2022-04-09 23:15:41.642873,2029-08-30 23:15:41.642873
119126135,426880,Education,936081.89,11.0,104,2023-05-10 23:15:41.642873,2031-11-24 23:15:41.642873
119141506,439961,Business,521282.08,10.04,90,2017-03-31 23:15:41.642873,2024-08-21 23:15:41.642873
119156878,328220,Vehicle,1025129.94,11.72,100,2013-01-20 23:15:41.642873,2021-04-08 23:15:41.642873
119172251,42517,Housing,771602.3,14.17,88,2020-09-02 23:15:41.642873,2027-11-25 23:15:41.642873
119187625,938865,Housing,1332696.56,10.88,86,2016-06-20 23:15:41.642873,2023-07-14 23:15:41.642873
119203000,635303,Personal,1348989.83,8.96,58,2019-08-14 23:15:41.642873,2024-05-19 23:15:41.642873
119218376,914886,Business,1802338.05,8.14,55,2015-10-22 23:15:41.642873,2020-04-28 23:15:41.642873
119233753,167018,Vehicle,1394225.28,8.52,78,2015-09-02 23:15:41.642873,2022-01-28 23:15:41.642873
119249131,115575,Personal,1086009.51,14.37,107,2020-03-23 23:15:41.642873,2029-01-05 23:15:41.642873
119264510,605558,Vehicle,560891.56,12.62,40,2019-08-14 23:15:41.642873,2022-11-26 23:15:41.642873
119279890,31533,Education,548493.55,12.27,102,2016-03-22 23:15:41.642873,2024-08-07 23:15:41.642873
119295271,305800,Personal,1003518.61,10.65,101,2017-10-09 23:15:41.642873,2026-01-25 23:15:41.642873
119310653,646443,Personal,1817310.38,13.1,50,2019-03-03 23:15:41.642873,2023-04-11 23:15:41.642873
119326036,194401,Vehicle,1097585.97,12.37,89,2016-12-15 23:15:41.642873,2024-04-07 23:15:41.642873
119341420,822787,Business,865146.07,12.27,115,2020-07-30 23:15:41.642873,2030-01-09 23:15:41.642873
119356805,110060,Vehicle,1145769.82,10.38,94,2018-04-30 23:15:41.642873,2026-01-18 23:15:41.642873
119372191,856364,Housing,876369.79,12.97,94,2021-08-14 23:15:41.642873,2029-05-04 23:15:41.642873
119387578,283232,Business,1900031.24,9.42,108,2023-02-22 23:15:41.642873,2032-01-06 23:15:41.642873
119402966,741887,Education,1217599.79,9.61,58,2015-08-20 23:15:41.642873,2020-05-25 23:15:41.642873
119418355,22989,Housing,1590700.94,12.88,51,2024-03-09 23:15:41.642873,2028-05-17 23:15:41.642873
119433745,533122,Personal,553962.02,13.66,84,2013-02-14 23:15:41.642873,2020-01-09 23:15:41.642873
119449136,893133,Housing,1740627.54,14.6,109,2013-04-05 23:15:41.642873,2022-03-19 23:15:41.642873
119464528,680159,Business,1899073.9,9.0,62,2015-09-29 23:15:41.642873,2020-11-01 23:15:41.642873
119479921,680200,Education,1365955.22,13.14,83,2015-02-22 23:15:41.642873,2021-12-17 23:15:41.642873
119495315,31214,Personal,1122598.15,9.42,119,2019-11-24 23:15:41.642873,2029-09-02 23:15:41.642873
119510710,575652,Personal,1895881.81,15.06,69,2021-06-14 23:15:41.642873,2027-02-13 23:15:41.642873
119526106,626213,Vehicle,1451520.35,11.51,107,2021-01-13 23:15:41.642873,2029-10-28 23:15:41.642873
119541503,840306,Education,1305882.77,13.14,50,2015-06-28 23:15:41.642873,2019-08-06 23:15:41.642873
119556901,481568,Education,847237.69,12.31,58,2021-08-23 23:15:41.642873,2026-05-29 23:15:41.642873
119572300,721795,Personal,690614.23,13.33,65,2024-01-04 23:15:41.642873,2029-05-07 23:15:41.642873
119587700,620016,Business,622482.23,15.31,66,2021-02-04 23:15:41.642873,2026-07-08 23:15:41.642873
119603101,439878,Vehicle,849716.15,14.5,51,2013-06-25 23:15:41.642873,2017-09-02 23:15:41.642873
119618503,591800,Vehicle,795884.04,7.58,79,2023-07-18 23:15:41.642873,2030-01-12 23:15:41.642873
119633906,389669,Education,529615.33,12.89,70,2018-12-11 23:15:41.642873,2024-09-10 23:15:41.642873
119649310,587963,Personal,1594988.79,13.28,53,2023-02-05 23:15:41.642873,2027-06-14 23:15:41.642873
119664715,644556,Vehicle,756215.51,12.34,88,2022-04-04 23:15:41.642873,2029-06-26 23:15:41.642873
119680121,780381,Education,1077572.49,13.66,98,2023-12-13 23:15:41.642873,2031-12-31 23:15:41.642873
119695528,568357,Education,532713.75,9.36,61,2016-06-15 23:15:41.642873,2021-06-19 23:15:41.642873
119710936,470147,Business,1451133.62,15.11,58,2016-08-20 23:15:41.642873,2021-05-26 23:15:41.642873
119726345,635659,Education,811672.79,12.77,75,2013-09-24 23:15:41.642873,2019-11-22 23:15:41.642873
119741755,256944,Vehicle,721893.46,12.03,60,2024-02-28 23:15:41.642873,2029-02-01 23:15:41.642873
119757166,686807,Vehicle,1276525.65,14.47,88,2018-12-05 23:15:41.642873,2026-02-26 23:15:41.642873
119772578,989540,Education,1014819.39,9.95,116,2017-11-01 23:15:41.642873,2027-05-13 23:15:41.642873
119787991,430395,Vehicle,1098338.94,11.26,73,2016-07-08 23:15:41.642873,2022-07-07 23:15:41.642873
119803405,54141,Housing,632380.34,9.71,50,2013-12-12 23:15:41.642873,2018-01-20 23:15:41.642873
119818820,709242,Education,1409095.89,15.57,37,2022-11-14 23:15:41.642873,2025-11-28 23:15:41.642873
119834236,402305,Vehicle,1189056.07,12.76,118,2024-04-24 23:15:41.642873,2034-01-02 23:15:41.642873
119849653,517981,Personal,693661.42,15.08,93,2021-03-13 23:15:41.642873,2028-11-01 23:15:41.642873
119865071,888322,Personal,1899242.43,15.49,118,2023-09-14 23:15:41.642873,2033-05-24 23:15:41.642873
119880490,886838,Business,1156436.19,13.78,44,2021-02-19 23:15:41.642873,2024-10-01 23:15:41.642873
119895910,838869,Vehicle,1928537.36,8.79,111,2021-05-21 23:15:41.642873,2030-07-03 23:15:41.642873
119911331,680940,Education,1614226.07,13.14,67,2014-11-28 23:15:41.642873,2020-05-30 23:15:41.642873
119926753,519446,Personal,1541366.22,13.07,107,2021-03-25 23:15:41.642873,2030-01-07 23:15:41.642873
119942176,569730,Business,1455080.66,10.72,60,2012-12-31 23:15:41.642873,2017-12-05 23:15:41.642873
119957600,439642,Housing,637480.46,11.65,54,2017-05-19 23:15:41.642873,2021-10-25 23:15:41.642873
119973025,824515,Education,1315017.45,11.95,89,2019-10-06 23:15:41.642873,2027-01-27 23:15:41.642873
119988451,81908,Personal,712694.35,11.31,53,2021-06-03 23:15:41.642873,2025-10-10 23:15:41.642873
120003878,37597,Personal,925993.84,10.87,78,2015-01-13 23:15:41.642873,2021-06-10 23:15:41.642873
120019306,549964,Housing,538740.82,11.61,111,2014-12-06 23:15:41.642873,2024-01-18 23:15:41.642873
120034735,863816,Business,670441.72,14.03,84,2023-12-27 23:15:41.642873,2030-11-20 23:15:41.642873
120050165,774839,Business,557250.86,10.16,111,2020-12-28 23:15:41.642873,2030-02-09 23:15:41.642873
120065596,513944,Personal,1668231.04,9.91,64,2018-12-11 23:15:41.642873,2024-03-14 23:15:41.642873
120081028,327878,Personal,1882305.04,8.08,82,2013-08-12 23:15:41.642873,2020-05-07 23:15:41.642873
120096461,752398,Vehicle,563949.3,10.04,60,2020-08-02 23:15:41.642873,2025-07-07 23:15:41.642873
120111895,903994,Education,1227953.75,15.06,117,2020-12-04 23:15:41.642873,2030-07-15 23:15:41.642873
120127330,922258,Education,648027.58,13.59,100,2018-01-19 23:15:41.642873,2026-04-07 23:15:41.642873
120142766,979637,Personal,1275983.95,15.46,96,2023-06-12 23:15:41.642873,2031-05-01 23:15:41.642873
120158203,238758,Personal,1231833.09,9.92,72,2014-10-16 23:15:41.642873,2020-09-14 23:15:41.642873
120173641,952381,Vehicle,1271024.52,12.43,93,2023-11-18 23:15:41.642873,2031-07-09 23:15:41.642873
120189080,525526,Education,1329566.11,9.78,96,2020-03-03 23:15:41.642873,2028-01-21 23:15:41.642873
120204520,579075,Education,1518249.53,15.52,108,2022-06-28 23:15:41.642873,2031-05-12 23:15:41.642873
120219961,376633,Vehicle,1262742.3,7.78,109,2019-08-15 23:15:41.642873,2028-07-28 23:15:41.642873
120235403,175266,Vehicle,1817786.24,7.76,91,2020-05-23 23:15:41.642873,2027-11-13 23:15:41.642873
120250846,798421,Housing,1295188.41,13.08,55,2019-10-19 23:15:41.642873,2024-04-25 23:15:41.642873
120266290,887061,Business,964322.49,14.11,107,2013-01-20 23:15:41.642873,2021-11-04 23:15:41.642873
120281735,778139,Personal,1747809.72,11.35,106,2015-08-02 23:15:41.642873,2024-04-16 23:15:41.642873
120297181,678328,Personal,1883455.02,12.32,75,2018-05-25 23:15:41.642873,2024-07-22 23:15:41.642873
120312628,202818,Vehicle,633185.58,8.86,98,2015-08-10 23:15:41.642873,2023-08-28 23:15:41.642873
120328076,486632,Business,1736623.07,13.04,67,2016-05-13 23:15:41.642873,2021-11-13 23:15:41.642873
120343525,76346,Education,1862575.96,13.22,105,2013-12-27 23:15:41.642873,2022-08-12 23:15:41.642873
120358975,778643,Personal,1610588.71,14.48,75,2020-01-01 23:15:41.642873,2026-02-28 23:15:41.642873
120374426,325246,Education,619635.3,11.77,98,2019-10-09 23:15:41.642873,2027-10-27 23:15:41.642873
120389878,397706,Housing,1816128.41,13.04,44,2023-11-12 23:15:41.642873,2027-06-24 23:15:41.642873
120405331,230700,Housing,1750927.67,14.67,96,2017-06-26 23:15:41.642873,2025-05-15 23:15:41.642873
120420785,287369,Housing,687910.16,7.93,58,2019-08-10 23:15:41.642873,2024-05-15 23:15:41.642873
120436240,141046,Business,1226422.18,12.65,85,2024-05-07 23:15:41.642873,2031-05-01 23:15:41.642873
120451696,361511,Business,759874.43,7.85,67,2024-07-13 23:15:41.642873,2030-01-13 23:15:41.642873
120467153,75982,Personal,1003671.85,14.71,53,2017-10-29 23:15:41.642873,2022-03-07 23:15:41.642873
120482611,983574,Vehicle,1969054.69,12.02,87,2016-03-30 23:15:41.642873,2023-05-23 23:15:41.642873
120498070,859071,Personal,1207896.08,12.27,118,2019-07-18 23:15:41.642873,2029-03-27 23:15:41.642873
120513530,895305,Housing,1036463.15,12.03,47,2024-09-10 23:15:41.642873,2028-07-21 23:15:41.642873
120528991,682059,Business,1115764.66,12.91,49,2024-01-07 23:15:41.642873,2028-01-16 23:15:41.642873
120544453,466782,Vehicle,702320.8,12.78,95,2020-01-14 23:15:41.642873,2027-11-03 23:15:41.642873
120559916,101480,Vehicle,676937.63,14.82,91,2016-10-16 23:15:41.642873,2024-04-07 23:15:41.642873
120575380,924016,Personal,1042752.51,8.78,86,2020-03-17 23:15:41.642873,2027-04-10 23:15:41.642873
120590845,380647,Vehicle,1773347.14,10.73,62,2019-07-29 23:15:41.642873,2024-08-31 23:15:41.642873
120606311,544146,Education,1331757.5,7.72,81,2013-12-11 23:15:41.642873,2020-08-06 23:15:41.642873
120621778,410504,Business,1441920.13,11.76,52,2015-06-16 23:15:41.642873,2019-09-23 23:15:41.642873
120637246,726794,Vehicle,1756937.2,12.04,43,2023-09-14 23:15:41.642873,2027-03-27 23:15:41.642873
120652715,797254,Vehicle,674955.38,8.16,87,2017-08-21 23:15:41.642873,2024-10-13 23:15:41.642873
120668185,251354,Personal,1843605.86,12.89,98,2014-01-09 23:15:41.642873,2022-01-27 23:15:41.642873
120683656,116517,Education,1630225.75,14.39,120,2022-04-20 23:15:41.642873,2032-02-27 23:15:41.642873
120699128,760944,Vehicle,561820.56,12.65,120,2022-12-15 23:15:41.642873,2032-10-23 23:15:41.642873
120714601,811698,Personal,1041641.04,12.22,118,2022-07-10 23:15:41.642873,2032-03-19 23:15:41.642873
120730075,300989,Personal,617799.81,15.42,71,2017-07-21 23:15:41.642873,2023-05-21 23:15:41.642873
120745550,34869,Personal,1523445.33,13.94,44,2013-04-24 23:15:41.642873,2016-12-04 23:15:41.642873
120761026,138359,Personal,1551564.21,11.39,116,2014-08-31 23:15:41.642873,2024-03-11 23:15:41.642873
120776503,760415,Business,1771100.06,13.41,69,2014-03-06 23:15:41.642873,2019-11-05 23:15:41.642873
120791981,433975,Personal,960220.86,7.82,95,2012-12-28 23:15:41.642873,2020-10-17 23:15:41.642873
120807460,434134,Housing,521342.38,9.94,89,2020-08-02 23:15:41.642873,2027-11-24 23:15:41.642873
120822940,853441,Education,850441.82,9.69,59,2023-03-08 23:15:41.642873,2028-01-11 23:15:41.642873
120838421,193868,Education,1129551.01,10.21,101,2022-07-25 23:15:41.642873,2030-11-10 23:15:41.642873
120853903,17054,Personal,1040324.69,8.71,88,2022-08-01 23:15:41.642873,2029-10-23 23:15:41.642873
120869386,921977,Housing,1324064.64,15.12,114,2014-08-21 23:15:41.642873,2024-01-01 23:15:41.642873
120884870,557935,Housing,1953626.44,13.03,73,2017-02-21 23:15:41.642873,2023-02-20 23:15:41.642873
120900355,770897,Vehicle,1722044.9,12.28,69,2023-11-03 23:15:41.642873,2029-07-04 23:15:41.642873
120915841,451602,Vehicle,1099039.24,15.55,82,2021-07-31 23:15:41.642873,2028-04-25 23:15:41.642873
120931328,730732,Personal,1460807.68,10.23,41,2023-05-23 23:15:41.642873,2026-10-04 23:15:41.642873
120946816,169662,Education,1427152.97,14.31,61,2013-12-29 23:15:41.642873,2019-01-02 23:15:41.642873
120962305,278157,Vehicle,648042.14,8.9,114,2024-02-13 23:15:41.642873,2033-06-25 23:15:41.642873
120977795,489763,Housing,1360176.33,13.5,97,2018-11-12 23:15:41.642873,2026-10-31 23:15:41.642873
120993286,298872,Personal,1054060.57,14.81,72,2020-04-07 23:15:41.642873,2026-03-07 23:15:41.642873
121008778,236289,Housing,1615283.83,14.08,70,2019-04-21 23:15:41.642873,2025-01-19 23:15:41.642873
121024271,181696,Housing,1571600.46,13.03,54,2021-08-21 23:15:41.642873,2026-01-27 23:15:41.642873
121039765,297735,Housing,982722.99,10.47,83,2017-03-06 23:15:41.642873,2023-12-30 23:15:41.642873
121055260,365412,Business,1267652.64,13.29,115,2019-03-12 23:15:41.642873,2028-08-21 23:15:41.642873
121070756,888839,Personal,1330012.71,15.44,56,2016-07-02 23:15:41.642873,2021-02-06 23:15:41.642873
121086253,808682,Business,1428699.09,7.69,104,2018-05-03 23:15:41.642873,2026-11-17 23:15:41.642873
121101751,980763,Vehicle,1297030.21,9.07,78,2021-04-26 23:15:41.642873,2027-09-22 23:15:41.642873
121117250,798477,Business,1935065.06,11.82,77,2014-12-26 23:15:41.642873,2021-04-23 23:15:41.642873
121132750,789152,Business,1365558.67,14.31,114,2014-08-04 23:15:41.642873,2023-12-15 23:15:41.642873
121148251,599379,Personal,1247317.02,11.28,36,2022-07-02 23:15:41.642873,2025-06-16 23:15:41.642873
121163753,733806,Education,1575434.94,14.2,49,2017-06-26 23:15:41.642873,2021-07-05 23:15:41.642873
121179256,766594,Personal,1071092.14,7.84,77,2014-01-16 23:15:41.642873,2020-05-14 23:15:41.642873
121194760,231139,Personal,664979.94,8.14,60,2014-11-16 23:15:41.642873,2019-10-21 23:15:41.642873
121210265,163507,Business,916657.15,14.25,41,2018-10-17 23:15:41.642873,2022-02-28 23:15:41.642873
121225771,197851,Vehicle,1029614.55,9.69,101,2013-10-07 23:15:41.642873,2022-01-23 23:15:41.642873
121241278,169520,Business,1599825.95,12.8,118,2016-06-26 23:15:41.642873,2026-03-06 23:15:41.642873
121256786,464462,Vehicle,679067.5,15.09,97,2014-01-04 23:15:41.642873,2021-12-23 23:15:41.642873
121272295,716941,Business,983933.79,10.93,79,2023-05-11 23:15:41.642873,2029-11-05 23:15:41.642873
121287805,316579,Personal,839205.16,14.06,79,2016-03-09 23:15:41.642873,2022-09-04 23:15:41.642873
121303316,62289,Personal,1124391.23,7.74,107,2016-02-19 23:15:41.642873,2024-12-03 23:15:41.642873
121318828,726476,Personal,551240.85,7.97,90,2021-07-05 23:15:41.642873,2028-11-25 23:15:41.642873
121334341,128401,Education,626358.2,14.84,90,2012-12-14 23:15:41.642873,2020-05-06 23:15:41.642873
121349855,61498,Vehicle,666977.54,9.53,84,2017-08-12 23:15:41.642873,2024-07-06 23:15:41.642873
121365370,473359,Personal,1812842.25,14.4,77,2020-10-04 23:15:41.642873,2027-01-31 23:15:41.642873
121380886,135494,Housing,1133947.99,10.68,109,2014-03-16 23:15:41.642873,2023-02-27 23:15:41.642873
121396403,18795,Vehicle,1534467.23,10.84,54,2014-08-20 23:15:41.642873,2019-01-26 23:15:41.642873
121411921,613403,Housing,1286119.28,13.34,120,2015-08-19 23:15:41.642873,2025-06-27 23:15:41.642873
121427440,50309,Vehicle,861281.55,14.69,102,2012-12-23 23:15:41.642873,2021-05-10 23:15:41.642873
121442960,786850,Personal,1082926.09,9.8,36,2019-10-12 23:15:41.642873,2022-09-26 23:15:41.642873
121458481,288419,Business,1548292.17,14.52,82,2013-09-14 23:15:41.642873,2020-06-09 23:15:41.642873
121474003,90889,Vehicle,1075168.32,8.45,112,2013-11-09 23:15:41.642873,2023-01-21 23:15:41.642873
121489526,783009,Education,1377379.63,10.73,52,2021-07-08 23:15:41.642873,2025-10-15 23:15:41.642873
121505050,230121,Business,1967920.97,10.11,38,2018-04-15 23:15:41.642873,2021-05-29 23:15:41.642873
121520575,893997,Vehicle,1835839.55,15.21,61,2023-08-20 23:15:41.642873,2028-08-23 23:15:41.642873
121536101,408228,Business,1522055.93,10.93,67,2024-05-24 23:15:41.642873,2029-11-24 23:15:41.642873
121551628,921308,Personal,1784062.03,15.63,106,2022-11-06 23:15:41.642873,2031-07-22 23:15:41.642873
121567156,173785,Vehicle,804312.87,15.05,68,2024-04-17 23:15:41.642873,2029-11-17 23:15:41.642873
121582685,876034,Education,523800.94,14.69,51,2016-03-22 23:15:41.642873,2020-05-30 23:15:41.642873
121598215,387608,Housing,1427394.2,10.83,70,2012-12-12 23:15:41.642873,2018-09-12 23:15:41.642873
121613746,619477,Vehicle,1843310.35,15.41,111,2015-07-13 23:15:41.642873,2024-08-24 23:15:41.642873
121629278,273305,Personal,1277273.11,10.37,78,2022-03-14 23:15:41.642873,2028-08-09 23:15:41.642873
121644811,970600,Business,992889.18,11.94,99,2017-05-01 23:15:41.642873,2025-06-18 23:15:41.642873
121660345,730999,Personal,706491.76,15.64,85,2016-07-05 23:15:41.642873,2023-06-29 23:15:41.642873
121675880,36678,Personal,896287.43,12.9,36,2023-03-24 23:15:41.642873,2026-03-08 23:15:41.642873
121691416,777790,Business,1882832.36,7.8,42,2016-12-14 23:15:41.642873,2020-05-27 23:15:41.642873
121706953,136315,Housing,1729235.08,8.13,76,2023-02-24 23:15:41.642873,2029-05-23 23:15:41.642873
121722491,452104,Housing,1024740.57,9.48,49,2012-12-09 23:15:41.642873,2016-12-18 23:15:41.642873
121738030,205515,Personal,1946675.69,9.35,66,2019-06-17 23:15:41.642873,2024-11-17 23:15:41.642873
121753570,432312,Housing,1873935.46,10.43,113,2023-06-05 23:15:41.642873,2032-09-15 23:15:41.642873
121769111,800712,Business,601648.51,13.37,63,2017-06-20 23:15:41.642873,2022-08-23 23:15:41.642873
121784653,206610,Vehicle,609963.24,8.21,118,2021-03-31 23:15:41.642873,2030-12-09 23:15:41.642873
121800196,280994,Housing,1126132.17,12.16,73,2024-08-13 23:15:41.642873,2030-08-12 23:15:41.642873
121815740,502313,Vehicle,672124.6,7.73,112,2018-10-11 23:15:41.642873,2027-12-23 23:15:41.642873
121831285,182378,Education,955671.8,15.44,91,2018-08-06 23:15:41.642873,2026-01-26 23:15:41.642873
121846831,220774,Housing,1249654.57,12.37,96,2015-12-16 23:15:41.642873,2023-11-04 23:15:41.642873
121862378,863008,Personal,1013756.95,11.36,85,2020-04-20 23:15:41.642873,2027-04-14 23:15:41.642873
121877926,105324,Vehicle,1616750.65,13.36,90,2021-11-01 23:15:41.642873,2029-03-24 23:15:41.642873
121893475,519871,Personal,590447.88,8.06,50,2015-01-20 23:15:41.642873,2019-02-28 23:15:41.642873
121909025,648861,Personal,1952826.45,10.05,80,2015-01-01 23:15:41.642873,2021-07-28 23:15:41.642873
121924576,380251,Personal,1052886.1,14.95,56,2019-12-14 23:15:41.642873,2024-07-20 23:15:41.642873
121940128,327086,Vehicle,1070093.28,9.0,115,2022-11-25 23:15:41.642873,2032-05-06 23:15:41.642873
