ledger_id,transaction_id,account_id,ledger_type,amount,entry_date
7432453,837-DXJ-621812,362323,Liability,1333.49,2023-04-01 23:14:48.124351
5807145,665-BSV-262405,502728,Income,268.99,2022-03-03 23:14:48.124351
5647006,426-PEN-462655,191946,Liability,1141.77,2020-08-05 23:14:48.124351
6322464,901-FDN-162294,412451,Equity,1076.42,2019-04-20 23:14:48.124351
8003425,383-ZQQ-19106,586470,Expense,489.45,2024-02-16 23:14:48.124351
5662268,389-OAE-216543,71916,Asset,485.39,2019-07-17 23:14:48.124351
6547279,573-LQH-646868,816046,Asset,1365.64,2023-08-15 23:14:48.124351
6243883,700-PCK-157535,645318,Equity,317.65,2021-08-19 23:14:48.124351
7784579,859-CTF-761996,100011,Equity,199.69,2019-05-14 23:14:48.124351
7905241,036-CCY-347065,132968,Expense,956.79,2023-06-29 23:14:48.124351
5785823,878-PZT-677860,81962,Liability,378.38,2020-10-09 23:14:48.124351
5211133,439-YOJ-676389,234724,Liability,1494.39,2022-09-02 23:14:48.124351
5355466,517-CKS-925610,50817,Income,832.79,2019-12-14 23:14:48.124351
5949837,780-MEE-512467,90767,Expense,1050.75,2019-07-20 23:14:48.124351
5205096,459-CTY-165988,102058,Equity,244.03,2023-10-15 23:14:48.124351
6559809,035-FYA-409042,505694,Liability,1480.23,2019-02-23 23:14:48.124351
5344104,102-KVU-884364,451936,Income,199.26,2019-03-13 23:14:48.124351
5366439,788-SOI-834390,239911,Expense,513.38,2019-12-16 23:14:48.124351
7577177,846-QFH-485385,805714,Liability,484.95,2021-03-23 23:14:48.124351
7769780,319-UVJ-737119,334508,Income,247.92,2021-02-03 23:14:48.124351
7781573,570-MJI-920347,963837,Expense,570.98,2019-03-01 23:14:48.124351
6546510,192-UTJ-604234,4558,Asset,438.65,2019-10-26 23:14:48.124351
5487552,388-HFV-819906,222520,Asset,724.81,2023-06-02 23:14:48.124351
7830161,153-GPW-349149,779822,Asset,1341.27,2020-08-05 23:14:48.124351
8045937,998-HYT-101883,612983,Liability,265.32,2020-05-10 23:14:48.124351
6274124,263-OGG-402736,410980,Income,697.54,2022-03-28 23:14:48.124351
7738467,591-HXB-345724,819504,Asset,1221.65,2018-12-07 23:14:48.124351
7079669,692-SVG-919589,205198,Liability,414.03,2019-08-17 23:14:48.124351
7357732,511-TBU-615997,136187,Asset,570.59,2019-10-13 23:14:48.124351
7474566,989-JFX-107096,476975,Expense,291.21,2023-05-04 23:14:48.124351
5136499,065-FNW-997808,55956,Income,528.19,2021-10-27 23:14:48.124351
5224529,968-EJA-378409,47936,Expense,387.12,2023-12-16 23:14:48.124351
7868234,194-NKA-302232,964801,Expense,1233.69,2019-06-21 23:14:48.124351
7868440,488-CZG-624336,342545,Liability,1235.05,2024-02-23 23:14:48.124351
6768592,410-EIL-434679,94033,Expense,593.65,2020-06-10 23:14:48.124351
7393002,611-VPC-212700,57628,Expense,1106.48,2019-03-27 23:14:48.124351
5943312,532-YGG-360888,474393,Asset,885.29,2023-09-17 23:14:48.124351
6373759,545-KHL-96244,371285,Asset,1098.19,2019-11-08 23:14:48.124351
6933623,882-VTV-136074,746874,Asset,798.24,2023-11-30 23:14:48.124351
7393549,813-HML-435866,352342,Liability,1353.57,2019-05-07 23:14:48.124351
6844959,765-HYK-751766,458396,Expense,602.38,2023-06-29 23:14:48.124351
5208877,826-PUG-659085,814745,Liability,1491.2,2018-11-10 23:14:48.124351
5505906,977-VLN-749902,726890,Expense,200.2,2021-08-31 23:14:48.124351
6577694,311-WUF-843932,162972,Expense,600.26,2020-05-19 23:14:48.124351
6983260,323-DTI-101641,593973,Equity,541.86,2021-06-21 23:14:48.124351
6271535,420-OYY-340280,408229,Expense,833.95,2022-04-11 23:14:48.124351
6612266,816-VFJ-739083,958882,Asset,488.89,2021-11-13 23:14:48.124351
7293986,154-YMF-752446,157037,Asset,257.8,2022-06-30 23:14:48.124351
7299351,444-IDH-251672,677977,Liability,735.05,2018-12-10 23:14:48.124351
6191576,349-MIP-281963,749648,Equity,459.69,2020-04-19 23:14:48.124351
5461421,734-XRN-304661,336031,Liability,1463.88,2023-05-05 23:14:48.124351
6332248,045-CUD-384775,770376,Equity,952.36,2018-06-28 23:14:48.124351
7792326,389-MDS-561780,696719,Asset,1188.94,2021-06-19 23:14:48.124351
7029433,433-GUI-810656,73838,Liability,161.67,2021-12-24 23:14:48.124351
7280376,037-ONJ-533485,956261,Liability,341.3,2018-08-24 23:14:48.124351
5817814,987-YHW-270738,986174,Asset,1431.8,2021-09-25 23:14:48.124351
8032227,495-UQO-131211,380933,Liability,750.13,2022-02-19 23:14:48.124351
5441241,648-IXV-116189,826554,Asset,1467.44,2024-03-14 23:14:48.124351
5410466,133-DLX-276072,620821,Equity,558.02,2022-01-18 23:14:48.124351
5922065,002-VTX-758095,468749,Income,1117.73,2020-01-23 23:14:48.124351
5494434,018-QTP-488067,797510,Expense,370.93,2020-11-25 23:14:48.124351
5700403,662-LTD-220545,840831,Income,1017.46,2023-04-26 23:14:48.124351
5832819,929-LTF-691387,526250,Asset,1055.95,2023-11-01 23:14:48.124351
7613393,455-BNU-966991,267427,Asset,502.92,2021-10-24 23:14:48.124351
7764178,180-ZYV-377879,702810,Liability,311.38,2019-07-13 23:14:48.124351
5680789,863-UJU-113802,925838,Income,893.14,2021-10-06 23:14:48.124351
6267799,124-ATK-87691,149657,Income,1131.1,2018-07-30 23:14:48.124351
6032553,504-TWH-936527,149903,Asset,955.63,2021-11-21 23:14:48.124351
6350397,506-DDR-272226,408459,Expense,1491.3,2019-08-12 23:14:48.124351
6763414,410-QBH-229580,564065,Asset,1037.66,2022-06-13 23:14:48.124351
6603798,249-PSO-546274,691165,Liability,1131.58,2023-04-28 23:14:48.124351
7217328,854-STX-29432,504476,Liability,1324.68,2021-10-16 23:14:48.124351
6356410,099-HTS-769736,105644,Asset,1048.55,2021-05-07 23:14:48.124351
7213988,284-IBC-721539,898231,Equity,172.69,2023-11-16 23:14:48.124351
7072171,340-EQX-312183,419510,Expense,847.48,2022-04-10 23:14:48.124351
6322589,706-NOD-184470,154681,Income,1440.56,2022-08-19 23:14:48.124351
7967342,350-NGE-495807,580254,Equity,223.12,2018-11-22 23:14:48.124351
7952741,639-WCE-224254,377302,Income,1199.14,2020-02-16 23:14:48.124351
5601764,427-XYA-94102,121152,Income,1464.24,2020-10-05 23:14:48.124351
6849060,672-DST-649814,258596,Expense,280.43,2021-04-17 23:14:48.124351
5547218,694-HLA-934051,278092,Asset,1240.92,2022-07-23 23:14:48.124351
7725971,173-RYT-971170,593220,Asset,1490.29,2022-08-18 23:14:48.124351
6018581,523-JZD-148880,269632,Liability,1439.99,2020-08-14 23:14:48.124351
7779466,876-UGP-951309,970767,Expense,1063.56,2020-01-24 23:14:48.124351
5499153,545-PDA-280078,966625,Liability,851.15,2023-06-08 23:14:48.124351
6215650,147-HPB-523716,586291,Income,491.03,2023-12-20 23:14:48.124351
6098670,726-SZU-130352,982950,Equity,1447.52,2021-08-14 23:14:48.124351
5281010,857-DKC-142894,138666,Income,666.98,2021-09-19 23:14:48.124351
5102586,877-CQC-771464,902419,Expense,1434.17,2021-05-16 23:14:48.124351
6441742,556-YFP-258199,324674,Expense,694.33,2021-09-25 23:14:48.124351
7739569,426-LKM-724231,486373,Expense,744.29,2023-01-13 23:14:48.124351
6515065,202-RMK-954180,125303,Liability,1045.57,2018-08-03 23:14:48.124351
7011809,455-SBT-129484,701379,Income,498.71,2021-07-26 23:14:48.124351
7396519,794-DSL-632234,241240,Asset,877.65,2023-09-09 23:14:48.124351
6644605,820-UJA-795902,93940,Liability,1128.88,2018-12-26 23:14:48.124351
7460676,969-OOI-251296,846785,Expense,865.26,2022-11-23 23:14:48.124351
7103394,813-XVM-90264,138351,Income,1153.45,2021-01-25 23:14:48.124351
7612117,277-FDC-656478,291586,Liability,1099.47,2019-01-24 23:14:48.124351
6954961,163-RNS-793954,91830,Expense,1370.66,2019-10-22 23:14:48.124351
7674283,089-GWD-10941,641138,Equity,443.9,2023-10-07 23:14:48.124351
7199125,003-EYQ-845007,496627,Liability,368.24,2019-06-05 23:14:48.124351
6216679,895-GAL-232346,516636,Equity,902.47,2022-09-10 23:14:48.124351
6944188,272-NSL-682733,406956,Asset,811.13,2019-12-18 23:14:48.124351
5955623,151-DGZ-113389,340501,Income,1466.79,2023-07-30 23:14:48.124351
7466560,404-FIX-631169,629720,Liability,273.43,2019-02-20 23:14:48.124351
5716574,047-AHF-92749,77657,Expense,463.47,2019-11-04 23:14:48.124351
6880961,512-WAC-277200,342973,Asset,1159.24,2020-03-10 23:14:48.124351
7089688,394-EOW-975808,214641,Liability,952.13,2020-12-03 23:14:48.124351
7874266,998-AQW-766278,318658,Equity,473.68,2020-10-15 23:14:48.124351
7607248,050-MUX-575456,985780,Liability,962.38,2020-11-19 23:14:48.124351
6846326,754-SVM-220589,35558,Liability,1292.62,2021-03-31 23:14:48.124351
7378120,818-WKD-880406,137274,Income,1391.29,2022-02-20 23:14:48.124351
7768373,262-XUV-13821,891070,Equity,1483.12,2021-11-05 23:14:48.124351
5449912,647-JOA-689748,593881,Expense,1211.42,2021-04-24 23:14:48.124351
7312543,079-MBP-803611,682818,Liability,331.41,2023-04-24 23:14:48.124351
8000885,647-IIA-723630,163311,Income,199.43,2018-11-06 23:14:48.124351
7897653,462-YCZ-420870,401667,Income,740.55,2023-01-15 23:14:48.124351
5165787,677-SVH-305943,334781,Asset,344.87,2019-12-28 23:14:48.124351
6771503,517-EQE-283631,797486,Equity,1012.16,2023-05-09 23:14:48.124351
5970828,423-KBU-562944,281392,Income,972.97,2020-07-23 23:14:48.124351
5221587,316-IRV-164812,441804,Income,1247.47,2018-08-20 23:14:48.124351
7816743,565-KUK-752883,476671,Income,848.84,2021-01-20 23:14:48.124351
7666087,322-UTF-103158,67270,Asset,1331.7,2021-02-15 23:14:48.124351
7216279,601-VSN-210307,554071,Expense,1373.43,2021-09-28 23:14:48.124351
7582427,598-NJW-330153,742702,Income,962.11,2022-10-06 23:14:48.124351
6044103,579-LBS-31531,243572,Expense,806.57,2023-10-17 23:14:48.124351
6059283,729-WMC-69796,62982,Equity,479.6,2019-12-21 23:14:48.124351
5283686,687-PJX-821930,32547,Income,1421.57,2020-07-15 23:14:48.124351
7865281,323-BVY-567268,946415,Income,752.35,2021-01-10 23:14:48.124351
5136881,199-UUG-954576,200756,Equity,466.5,2020-11-06 23:14:48.124351
6047361,116-LJO-887862,220760,Income,850.54,2023-05-31 23:14:48.124351
7001052,960-IJR-767996,664785,Income,1038.94,2020-02-25 23:14:48.124351
5810567,240-IUQ-321044,517229,Asset,550.91,2023-08-16 23:14:48.124351
6449225,663-BSR-423476,97150,Expense,997.54,2018-11-10 23:14:48.124351
6088883,957-MFD-817137,760475,Asset,1008.29,2022-10-01 23:14:48.124351
6778477,514-QSO-345883,939062,Expense,436.01,2022-09-21 23:14:48.124351
5870341,883-DCR-798372,925364,Liability,490.01,2021-11-18 23:14:48.124351
7761846,378-SJZ-478264,667996,Expense,387.64,2019-08-23 23:14:48.124351
5390656,793-MNL-122396,176885,Equity,942.59,2020-10-25 23:14:48.124351
8085660,836-RPG-520593,122345,Liability,953.86,2018-10-31 23:14:48.124351
6135940,316-BNN-636049,682450,Equity,1465.94,2018-11-11 23:14:48.124351
7363167,865-RNK-744481,171842,Expense,572.18,2023-01-08 23:14:48.124351
6067790,248-TAH-215779,838708,Asset,1010.02,2021-02-06 23:14:48.124351
7740897,789-BSA-801990,380202,Equity,536.99,2019-03-23 23:14:48.124351
5979466,082-HGM-27065,629401,Asset,346.04,2020-12-01 23:14:48.124351
6013929,170-QXO-924394,987081,Asset,355.4,2022-08-27 23:14:48.124351
7261895,222-CLV-553084,286190,Equity,765.92,2020-04-13 23:14:48.124351
7420794,573-YRT-683257,283590,Liability,1191.07,2022-05-20 23:14:48.124351
6450738,796-BGT-465512,662042,Income,810.05,2021-03-31 23:14:48.124351
6583593,086-RRA-614214,474607,Asset,524.96,2021-04-10 23:14:48.124351
6069167,783-VXV-2261,285276,Liability,472.63,2021-05-21 23:14:48.124351
6700164,043-LKV-88066,493427,Asset,318.9,2019-07-07 23:14:48.124351
7564562,137-TOB-376338,324149,Expense,750.99,2020-01-29 23:14:48.124351
7763903,383-HVO-720958,731553,Expense,1253.67,2021-01-14 23:14:48.124351
5810477,628-MFN-416117,965189,Equity,1297.72,2023-08-23 23:14:48.124351
5814398,903-IRO-296580,7069,Expense,1028.99,2023-06-03 23:14:48.124351
7994228,575-ZDH-261447,707662,Asset,1328.58,2022-12-02 23:14:48.124351
7747964,198-QKW-820272,675409,Asset,818.07,2022-07-20 23:14:48.124351
6804610,945-HDN-187212,543347,Expense,1077.05,2023-03-21 23:14:48.124351
7410048,808-FFB-670892,120987,Liability,953.98,2021-01-02 23:14:48.124351
5965338,926-MKG-254453,386302,Equity,1188.71,2021-02-07 23:14:48.124351
6415478,620-BJC-305722,830158,Equity,962.67,2021-07-29 23:14:48.124351
5971772,558-CKI-594970,254281,Liability,1385.42,2020-05-05 23:14:48.124351
7500870,056-WUS-949745,497743,Asset,534.12,2021-06-08 23:14:48.124351
7802274,103-BGO-797210,798281,Equity,1070.35,2024-02-05 23:14:48.124351
6342011,992-FFG-839841,618307,Equity,1267.48,2024-02-23 23:14:48.124351
5729997,492-GCL-582128,510999,Asset,1180.75,2022-02-05 23:14:48.124351
7247234,692-NJE-463115,716104,Income,154.73,2022-03-17 23:14:48.124351
7242658,743-WQS-358414,212069,Liability,512.03,2021-10-01 23:14:48.124351
5931643,565-BRK-986194,451760,Equity,674.58,2023-09-03 23:14:48.124351
5682465,264-IDA-339365,107943,Equity,920.52,2019-01-17 23:14:48.124351
6154594,578-FGZ-501991,602604,Asset,1290.8,2018-08-23 23:14:48.124351
7209986,334-CNU-491545,265088,Asset,1161.92,2023-01-15 23:14:48.124351
6398836,557-AYQ-18072,715118,Expense,1218.77,2021-12-01 23:14:48.124351
7339766,924-IXJ-531411,77154,Asset,637.63,2019-08-20 23:14:48.124351
5857922,802-NQN-397628,135878,Equity,813.85,2021-09-24 23:14:48.124351
5209418,124-ZSE-850507,746074,Asset,742.01,2019-11-07 23:14:48.124351
6127880,656-VWZ-442780,418472,Liability,1439.98,2023-03-07 23:14:48.124351
6336698,392-XJH-777045,177359,Income,466.38,2019-01-04 23:14:48.124351
5324875,638-FSI-265221,328515,Income,153.29,2019-10-09 23:14:48.124351
5272672,237-STJ-130558,744258,Liability,968.32,2020-07-14 23:14:48.124351
6160071,136-TKR-474634,830428,Equity,413.98,2022-02-17 23:14:48.124351
7565954,047-MET-614481,684861,Asset,1491.92,2019-09-15 23:14:48.124351
6943603,057-UTD-721185,409668,Asset,249.19,2019-02-08 23:14:48.124351
7525816,459-KGF-955541,288520,Equity,354.91,2018-12-26 23:14:48.124351
8021559,955-WOH-74298,110134,Expense,201.49,2024-01-28 23:14:48.124351
6600670,612-OMC-503653,281673,Income,1038.49,2019-11-10 23:14:48.124351
5265225,870-PUF-744474,71232,Liability,403.95,2018-08-11 23:14:48.124351
7833274,002-HEG-739413,951420,Income,1093.73,2022-10-28 23:14:48.124351
6057694,451-RUC-555804,83933,Equity,369.38,2019-10-20 23:14:48.124351
7803245,431-IEM-191500,774042,Expense,1158.2,2020-05-09 23:14:48.124351
5399275,513-GDW-314903,296874,Equity,875.2,2022-01-25 23:14:48.124351
5195828,018-IKE-902029,148050,Liability,797.24,2020-06-05 23:14:48.124351
6057808,917-OJK-60674,939602,Equity,903.07,2021-03-28 23:14:48.124351
5453359,161-WEN-332539,895615,Income,867.52,2019-09-08 23:14:48.124351
7253911,673-GGF-249265,457783,Expense,240.45,2018-09-14 23:14:48.124351
6963683,724-FVF-461773,752983,Liability,221.99,2021-07-09 23:14:48.124351
5654817,936-RZZ-366892,92228,Asset,987.18,2023-11-07 23:14:48.124351
6496298,535-QTS-388606,768005,Expense,1038.34,2023-03-07 23:14:48.124351
6125596,964-EQE-773646,211805,Asset,636.97,2023-10-20 23:14:48.124351
7145987,668-CRU-405136,83801,Equity,1433.93,2019-05-16 23:14:48.124351
7454262,132-HWZ-150416,433685,Asset,896.65,2022-02-07 23:14:48.124351
6021496,608-GDS-180025,826600,Equity,715.02,2020-09-26 23:14:48.124351
7658439,197-XXQ-766987,393129,Income,1450.29,2021-08-11 23:14:48.124351
6618156,864-JZX-149722,508382,Expense,1499.28,2022-08-02 23:14:48.124351
5820760,738-APD-407268,165300,Asset,356.16,2020-10-27 23:14:48.124351
7672617,597-GEY-455462,841506,Expense,299.03,2021-10-28 23:14:48.124351
7680420,623-PVK-169869,32908,Asset,1208.87,2021-07-30 23:14:48.124351
6160240,518-OGA-320407,961402,Equity,1143.1,2018-09-21 23:14:48.124351
5556935,932-BPC-798117,987677,Asset,177.84,2020-09-02 23:14:48.124351
6284667,337-ATE-548386,726399,Expense,834.07,2021-04-04 23:14:48.124351
5157862,302-PXU-83181,323984,Income,1465.93,2022-11-29 23:14:48.124351
6813670,919-UON-979409,846053,Income,282.84,2019-03-29 23:14:48.124351
5336963,085-THG-902039,619173,Asset,464.24,2019-10-28 23:14:48.124351
6838828,128-JNY-262254,191904,Income,1215.65,2023-12-15 23:14:48.124351
6013294,067-PEM-672697,826839,Liability,964.63,2020-07-13 23:14:48.124351
5691608,546-XPV-291836,804360,Income,815.1,2021-09-02 23:14:48.124351
5602065,630-SZT-924298,652115,Asset,764.25,2020-04-03 23:14:48.124351
7453983,665-SSW-429600,536735,Liability,1284.44,2021-12-20 23:14:48.124351
6597156,530-LNM-105036,759977,Income,1233.96,2020-10-02 23:14:48.124351
7196384,258-UWJ-750215,2366,Income,1056.74,2019-04-09 23:14:48.124351
7273082,668-GKS-112270,764741,Asset,1047.34,2019-05-02 23:14:48.124351
6323305,582-KRY-734381,723848,Income,1197.12,2021-06-11 23:14:48.124351
7431609,139-LON-163016,114448,Equity,1494.47,2022-12-22 23:14:48.124351
7289615,884-RSB-621341,299594,Asset,936.08,2023-06-07 23:14:48.124351
8058108,223-JWQ-560899,394967,Equity,770.34,2019-11-29 23:14:48.124351
6495633,008-XCJ-517474,805106,Equity,1189.92,2019-07-14 23:14:48.124351
5697869,154-HKM-132135,990966,Asset,538.95,2020-03-14 23:14:48.124351
6404155,435-YYW-288717,206126,Equity,344.64,2018-10-19 23:14:48.124351
6838530,728-EWQ-799646,884986,Expense,579.84,2024-02-16 23:14:48.124351
7771966,808-SUY-187203,806048,Expense,395.89,2020-03-11 23:14:48.124351
7920742,797-QMB-642394,191977,Liability,1403.64,2020-03-13 23:14:48.124351
6495129,027-IHB-839993,541938,Expense,540.79,2020-09-15 23:14:48.124351
5242823,821-ZJK-92179,459273,Income,1106.95,2021-01-23 23:14:48.124351
7860123,488-BAW-513698,340243,Liability,808.2,2020-05-18 23:14:48.124351
7991836,654-DOJ-226205,607627,Liability,1413.47,2020-10-30 23:14:48.124351
5824198,313-BIC-202561,519700,Expense,1334.45,2019-05-10 23:14:48.124351
5926519,996-BAC-283269,392099,Income,437.8,2020-03-30 23:14:48.124351
7485151,362-UHX-455563,743061,Income,575.91,2019-05-24 23:14:48.124351
5409997,354-ASL-693803,599961,Expense,1382.4,2020-07-03 23:14:48.124351
5433088,545-SSA-321418,659086,Income,1032.35,2020-12-06 23:14:48.124351
7925518,609-IOP-63579,984386,Liability,1094.49,2021-06-12 23:14:48.124351
6106014,717-RCT-89905,521275,Income,1224.47,2020-11-07 23:14:48.124351
6829449,317-DGS-491275,698488,Asset,892.61,2022-03-18 23:14:48.124351
6141224,180-ZTL-782595,267606,Income,1227.43,2023-11-22 23:14:48.124351
7011436,687-HXD-705475,81623,Expense,390.68,2020-07-28 23:14:48.124351
6727373,780-SDX-76744,222515,Income,1332.95,2020-11-23 23:14:48.124351
5325015,823-CZP-248897,540742,Asset,1106.99,2021-01-19 23:14:48.124351
8004797,811-LFO-773219,205189,Asset,236.18,2022-12-30 23:14:48.124351
6767462,433-VYI-678013,940861,Equity,1481.06,2020-08-24 23:14:48.124351
5246522,563-FLL-929777,29503,Expense,1141.64,2020-08-17 23:14:48.124351
5438769,247-QGS-616176,614384,Equity,793.55,2019-07-09 23:14:48.124351
7298457,711-URO-514496,759971,Equity,901.78,2019-01-08 23:14:48.124351
6713285,072-QNZ-750581,864890,Liability,182.44,2021-05-04 23:14:48.124351
7395878,744-ZSY-999996,860489,Equity,709.23,2023-03-24 23:14:48.124351
6819313,465-AZI-602247,82397,Expense,228.51,2020-01-14 23:14:48.124351
5928114,832-QJY-175737,387973,Equity,1289.85,2019-02-12 23:14:48.124351
6098791,570-EVU-352776,635609,Asset,896.61,2021-10-03 23:14:48.124351
6312480,189-CUH-344699,314070,Expense,770.15,2020-01-25 23:14:48.124351
5135608,600-MCM-381153,323601,Expense,207.35,2019-07-01 23:14:48.124351
7054488,092-PJO-913774,532647,Expense,1276.96,2018-11-15 23:14:48.124351
7201796,379-SFN-414837,40487,Expense,1078.13,2022-10-19 23:14:48.124351
7884994,951-YTO-247650,377422,Equity,361.18,2022-07-14 23:14:48.124351
6976735,663-JTQ-15626,693334,Liability,520.22,2020-11-19 23:14:48.124351
6718968,767-LZH-943383,621669,Asset,701.23,2019-09-14 23:14:48.124351
7636154,723-ECT-430608,426706,Income,1253.42,2023-04-26 23:14:48.124351
5300281,162-WAM-258123,541111,Equity,888.44,2019-05-23 23:14:48.124351
7534533,662-SCJ-857955,572623,Expense,887.65,2019-12-09 23:14:48.124351
6032892,409-BVF-197023,793466,Liability,537.92,2022-11-17 23:14:48.124351
6299311,596-SOX-302254,586190,Liability,984.63,2021-03-03 23:14:48.124351
6516187,139-BBE-719464,152807,Equity,1155.71,2022-06-29 23:14:48.124351
6970658,666-DNV-552525,963492,Income,262.25,2019-02-21 23:14:48.124351
8055598,539-OGL-206017,302144,Asset,1081.42,2022-04-14 23:14:48.124351
7637324,843-JHC-25475,192562,Asset,858.81,2023-04-24 23:14:48.124351
7665985,400-PHX-777499,849814,Liability,1476.36,2023-08-22 23:14:48.124351
5935927,328-QWF-58251,621005,Asset,309.49,2020-03-14 23:14:48.124351
7487548,477-KIA-570342,680927,Expense,909.46,2019-02-07 23:14:48.124351
7715550,824-MGG-866296,444334,Equity,285.35,2019-02-21 23:14:48.124351
8094748,462-XVA-991769,162138,Asset,1117.04,2020-01-04 23:14:48.124351
7704412,064-XBO-489121,18014,Expense,1278.26,2022-07-26 23:14:48.124351
5305118,399-IFP-543869,748145,Equity,726.88,2019-10-20 23:14:48.124351
7547721,096-BRU-355160,701384,Expense,1491.1,2022-11-24 23:14:48.124351
7815707,990-VFQ-217092,481269,Asset,849.32,2019-10-20 23:14:48.124351
6994234,282-BPB-617071,170222,Equity,1302.73,2021-07-24 23:14:48.124351
6483753,654-XPP-981838,189047,Income,545.79,2022-08-04 23:14:48.124351
5101715,786-GVA-32609,394042,Asset,1474.66,2019-04-02 23:14:48.124351
5462424,880-PUC-289277,268442,Asset,1218.46,2023-11-04 23:14:48.124351
7159257,224-UVV-519992,78069,Income,225.24,2018-10-28 23:14:48.124351
6552562,921-JBS-235949,500187,Income,849.26,2018-09-22 23:14:48.124351
7260444,431-KYG-245195,359756,Expense,900.12,2018-12-23 23:14:48.124351
6247768,746-GOM-604961,51663,Expense,178.19,2019-04-06 23:14:48.124351
7032401,581-DVD-603044,786671,Expense,776.35,2021-08-18 23:14:48.124351
5245862,954-KRK-541940,445712,Liability,826.49,2020-07-17 23:14:48.124351
5194031,715-STY-256103,73673,Income,1348.58,2019-02-12 23:14:48.124351
7860992,767-RAO-114422,773326,Expense,287.57,2020-07-23 23:14:48.124351
7940567,793-ELM-254767,241316,Asset,1339.44,2018-08-22 23:14:48.124351
7999056,594-EYU-597839,893914,Asset,1099.85,2023-04-19 23:14:48.124351
6071887,924-JVL-626056,411836,Expense,1387.95,2022-03-22 23:14:48.124351
5268460,967-NFL-145043,981850,Liability,1036.83,2019-09-19 23:14:48.124351
5144318,889-ABZ-195737,681202,Asset,1272.82,2023-06-06 23:14:48.124351
5298189,197-CKD-878211,244003,Liability,1295.54,2018-11-22 23:14:48.124351
6576089,645-VXJ-539557,923706,Liability,925.05,2023-12-09 23:14:48.124351
7071753,731-NBZ-878829,809166,Expense,261.83,2020-03-29 23:14:48.124351
5968810,589-JVQ-781331,851396,Asset,451.27,2021-06-14 23:14:48.124351
5220425,667-JNW-548410,79225,Equity,752.66,2019-11-20 23:14:48.124351
7902642,400-TOT-226650,435611,Asset,414.31,2019-06-07 23:14:48.124351
6784161,667-RUO-179166,893659,Income,1471.44,2019-09-26 23:14:48.124351
7599403,273-GZP-512440,775398,Asset,966.08,2021-03-11 23:14:48.124351
6511585,950-ORU-121521,307543,Expense,1352.1,2019-08-22 23:14:48.124351
5785505,657-SBN-702699,448525,Asset,1096.94,2023-01-01 23:14:48.124351
5114463,104-HIP-202824,785080,Equity,210.17,2023-04-09 23:14:48.124351
6750293,757-DOK-16511,594325,Equity,1330.08,2022-10-03 23:14:48.124351
6068530,869-WLQ-504744,45671,Expense,513.9,2022-06-22 23:14:48.124351
5417633,617-KAB-857468,192022,Expense,1062.86,2019-12-13 23:14:48.124351
7841940,611-VER-975687,605516,Income,988.29,2018-05-31 23:14:48.124351
7844312,847-YIW-601261,98031,Equity,1253.93,2022-08-31 23:14:48.124351
6131409,039-WTV-70743,365940,Expense,708.72,2022-06-23 23:14:48.124351
6508252,281-TAK-858250,462062,Asset,719.22,2020-08-09 23:14:48.124351
6910012,199-ECI-145643,807185,Liability,1475.49,2021-01-26 23:14:48.124351
6504364,576-XAS-437714,18732,Expense,608.23,2022-11-24 23:14:48.124351
5748103,158-VQI-72334,427664,Asset,410.11,2022-01-05 23:14:48.124351
5165661,948-RWI-342363,712375,Asset,1072.99,2023-04-14 23:14:48.124351
7724273,154-CUD-321527,606630,Liability,288.81,2020-01-01 23:14:48.124351
7009436,302-PVX-831918,877264,Equity,676.64,2023-10-13 23:14:48.124351
5293629,382-MZH-632583,854287,Equity,1486.84,2021-06-16 23:14:48.124351
6721413,145-QYZ-320265,544575,Asset,1308.69,2021-08-10 23:14:48.124351
7501398,122-YLZ-758720,713403,Asset,1421.78,2023-02-21 23:14:48.124351
8040494,690-MGM-477538,850202,Income,1058.86,2023-03-11 23:14:48.124351
6041558,717-FRS-236314,189589,Asset,1017.68,2020-10-20 23:14:48.124351
6023402,815-GIF-692541,379955,Liability,1147.83,2018-12-08 23:14:48.124351
6021276,078-KSA-501374,905210,Equity,831.86,2022-03-28 23:14:48.124351
6515478,776-LHU-724902,794450,Expense,480.2,2022-01-13 23:14:48.124351
5340608,673-HCL-183596,565625,Expense,1321.06,2018-06-11 23:14:48.124351
6549840,811-VNC-125610,259416,Asset,962.03,2021-06-05 23:14:48.124351
5645774,583-TLU-585606,667064,Expense,1291.75,2020-04-18 23:14:48.124351
7909560,266-SIC-588147,613539,Liability,792.15,2022-10-13 23:14:48.124351
5414455,668-AMU-78097,242781,Expense,492.15,2024-03-06 23:14:48.124351
7229445,945-VHA-102706,91230,Income,1466.27,2018-12-04 23:14:48.124351
7992192,743-KWK-32020,920898,Liability,918.18,2021-02-14 23:14:48.124351
6962880,157-MXY-581674,718954,Expense,964.96,2021-05-20 23:14:48.124351
5394303,868-GTQ-783293,707818,Income,556.59,2022-04-21 23:14:48.124351
6837856,345-LBH-624239,381339,Liability,1064.83,2020-01-04 23:14:48.124351
6114475,075-VXO-935651,275115,Income,261.42,2022-03-07 23:14:48.124351
5186756,872-MUG-995976,74795,Liability,186.14,2021-12-06 23:14:48.124351
7758217,085-HWL-553984,152037,Liability,1318.64,2023-07-07 23:14:48.124351
5373345,387-NII-318508,881032,Expense,461.53,2020-12-03 23:14:48.124351
