transaction_id,src_account_id,dest_account_id,amount,currency_code,transaction_date,tran_status
952-PLV-11561,139083,535809,1856.72,$,2022-09-28 23:13:26.632881,TranStatus.C
069-IGJ-174872,3086,62339,997.37,$,2021-07-31 23:13:26.632881,TranStatus.C
136-WPH-782267,819851,748307,263.51,$,2024-02-03 23:13:26.632881,TranStatus.F
184-ZDD-277459,588707,79250,1273.69,$,2022-05-05 23:13:26.632881,TranStatus.P
886-YEJ-617812,595754,285397,639.67,$,2021-03-21 23:13:26.632881,TranStatus.C
606-WCR-717343,828835,526453,251.26,$,2023-01-03 23:13:26.632881,TranStatus.F
706-ATA-962482,426258,223593,869.48,$,2021-07-31 23:13:26.632881,TranStatus.F
984-WEM-75861,206540,414351,1260.31,$,2022-09-30 23:13:26.632881,TranStatus.C
969-ZML-66069,80527,929280,1240.27,$,2023-07-07 23:13:26.632881,TranStatus.P
618-ZDB-787754,804700,910389,866.12,$,2021-08-27 23:13:26.632881,TranStatus.P
785-WJW-256522,656189,553827,808.81,$,2023-08-04 23:13:26.632881,TranStatus.F
681-SJT-402392,6343,514776,1866.87,$,2021-06-01 23:13:26.632881,TranStatus.F
649-TSY-233430,573410,877660,1234.41,$,2022-09-07 23:13:26.632881,TranStatus.F
160-RSI-931600,737764,281901,1907.66,$,2023-05-05 23:13:26.632881,TranStatus.C
513-UXP-754577,415306,972046,1536.03,$,2021-07-22 23:13:26.632881,TranStatus.F
369-IUZ-194553,998102,282140,934.26,$,2021-06-03 23:13:26.632881,TranStatus.P
034-XTP-438465,92852,400756,1553.4,$,2021-06-28 23:13:26.632881,TranStatus.P
279-CPE-960810,922414,935054,2438.93,$,2021-11-17 23:13:26.632881,TranStatus.F
817-IRT-511664,294256,954097,1640.69,$,2024-03-03 23:13:26.632881,TranStatus.C
942-IKX-815377,223285,33427,2286.79,$,2023-03-17 23:13:26.632881,TranStatus.P
843-SAI-717783,196197,119095,1499.83,$,2023-04-03 23:13:26.632881,TranStatus.F
325-NKY-446826,732189,6849,2072.97,$,2022-04-08 23:13:26.632881,TranStatus.P
969-PFO-484878,883673,160887,285.58,$,2021-10-26 23:13:26.632881,TranStatus.P
089-OJR-96130,798358,163118,1365.67,$,2022-07-16 23:13:26.632881,TranStatus.P
853-JMH-362281,359774,697861,1620.54,$,2022-09-24 23:13:26.632881,TranStatus.C
545-XRO-965594,24453,918602,620.92,$,2021-11-16 23:13:26.632881,TranStatus.P
772-JUJ-511960,3005,279305,1553.69,$,2023-06-23 23:13:26.632881,TranStatus.F
878-BTS-26307,600015,43227,2163.92,$,2023-11-20 23:13:26.632881,TranStatus.P
159-KOO-44276,52731,769151,307.02,$,2021-07-20 23:13:26.632881,TranStatus.C
985-SQU-642582,533211,866547,1212.39,$,2022-02-13 23:13:26.632881,TranStatus.C
668-LSC-982218,955911,505463,2083.21,$,2022-02-18 23:13:26.632881,TranStatus.P
965-TOA-320265,3961,346120,1740.42,$,2021-07-02 23:13:26.632881,TranStatus.P
300-ZOC-643773,968925,889248,1122.65,$,2022-07-08 23:13:26.632881,TranStatus.F
412-IAJ-930478,361882,835070,2118.07,$,2022-09-07 23:13:26.632881,TranStatus.C
468-BXD-588682,734591,249881,1167.82,$,2023-12-06 23:13:26.632881,TranStatus.F
997-SAP-597151,528104,696617,308.92,$,2023-11-30 23:13:26.632881,TranStatus.F
130-VLR-253685,177855,77033,947.43,$,2023-08-14 23:13:26.632881,TranStatus.F
835-IZD-334911,99742,688643,753.66,$,2023-02-06 23:13:26.632881,TranStatus.P
090-CYW-871336,250675,243225,1932.79,$,2022-07-15 23:13:26.632881,TranStatus.P
672-PUT-391000,587645,301308,1818.94,$,2024-01-08 23:13:26.632881,TranStatus.C
714-TSC-516245,786530,745059,1613.51,$,2023-05-31 23:13:26.632881,TranStatus.P
914-HQN-289771,375192,898360,1813.41,$,2023-11-03 23:13:26.632881,TranStatus.C
398-MFR-985951,85725,534334,1097.75,$,2021-03-19 23:13:26.632881,TranStatus.P
017-ONM-892849,279238,227154,760.54,$,2021-05-01 23:13:26.632881,TranStatus.P
727-AEB-986301,731479,4174,1276.1,$,2023-11-25 23:13:26.632881,TranStatus.F
913-INK-424291,437973,659168,1228.53,$,2021-07-24 23:13:26.632881,TranStatus.C
249-YRB-138928,93133,879683,1611.62,$,2023-02-28 23:13:26.632881,TranStatus.C
320-ESQ-214285,888698,494516,2429.85,$,2022-02-11 23:13:26.632881,TranStatus.C
982-DWC-657578,540184,106439,963.53,$,2021-06-06 23:13:26.632881,TranStatus.P
322-KZT-317450,234580,711637,679.37,$,2022-01-28 23:13:26.632881,TranStatus.F
068-CNG-82244,486346,616030,604.47,$,2021-04-18 23:13:26.632881,TranStatus.C
406-RMY-418905,716614,589517,1616.02,$,2021-02-09 23:13:26.632881,TranStatus.C
882-IXY-249994,844044,423751,1587.65,$,2023-01-22 23:13:26.632881,TranStatus.C
327-UXD-476078,41130,220357,2360.2,$,2023-09-07 23:13:26.632881,TranStatus.F
369-JMH-625681,393709,30663,262.54,$,2022-01-26 23:13:26.632881,TranStatus.C
954-MBV-515238,506162,478102,381.95,$,2023-06-08 23:13:26.632881,TranStatus.F
358-UJI-298481,85600,174720,2020.07,$,2024-02-06 23:13:26.632881,TranStatus.F
799-TOI-54656,600082,790924,1162.95,$,2024-03-04 23:13:26.632881,TranStatus.F
425-GFU-192594,79424,513990,576.45,$,2021-09-01 23:13:26.632881,TranStatus.C
280-UAN-601088,972003,668215,1080.89,$,2024-02-12 23:13:26.632881,TranStatus.F
029-GGV-69054,506711,320693,2013.21,$,2022-10-19 23:13:26.632881,TranStatus.F
286-KRC-465821,160229,448307,588.88,$,2021-12-22 23:13:26.632881,TranStatus.C
190-MSF-493680,992066,944249,1516.62,$,2023-02-08 23:13:26.632881,TranStatus.C
816-AUE-94302,755141,912903,1027.92,$,2022-10-08 23:13:26.632881,TranStatus.P
404-SAM-37756,668659,259902,1130.47,$,2023-01-15 23:13:26.632881,TranStatus.P
407-QGU-304046,790018,389904,1775.79,$,2023-01-17 23:13:26.632881,TranStatus.F
359-XHD-498717,444339,880256,2263.18,$,2023-04-03 23:13:26.632881,TranStatus.F
192-GLH-453046,31486,114545,2087.63,$,2024-03-07 23:13:26.632881,TranStatus.F
331-TUM-678066,312405,806614,1728.07,$,2023-03-05 23:13:26.632881,TranStatus.F
789-VMZ-995041,30311,427684,1249.64,$,2024-01-25 23:13:26.632881,TranStatus.P
974-DRY-189265,71776,667662,719.33,$,2024-01-04 23:13:26.632881,TranStatus.F
297-UJX-239932,570126,212357,2423.14,$,2021-04-11 23:13:26.632881,TranStatus.P
368-AXJ-970124,11548,127232,542.84,$,2024-02-12 23:13:26.632881,TranStatus.C
294-ORA-285779,617457,286977,266.0,$,2023-04-19 23:13:26.632881,TranStatus.P
882-UJP-627897,75049,790592,1360.33,$,2023-01-13 23:13:26.632881,TranStatus.F
839-HOZ-453382,424424,57925,2071.27,$,2022-10-08 23:13:26.632881,TranStatus.C
896-NIE-437557,778931,103030,1554.86,$,2023-03-22 23:13:26.632881,TranStatus.C
997-WKI-509367,702101,298588,2036.77,$,2023-09-17 23:13:26.632881,TranStatus.C
759-FXB-658097,637078,851944,989.49,$,2023-01-23 23:13:26.632881,TranStatus.P
075-KKU-241393,996633,883875,1048.62,$,2023-07-22 23:13:26.632881,TranStatus.F
650-ICH-263511,74954,336219,1985.42,$,2022-06-17 23:13:26.632881,TranStatus.F
995-LTR-53390,103538,503861,2314.52,$,2021-07-26 23:13:26.632881,TranStatus.F
267-GCD-595848,710129,541609,743.98,$,2022-05-22 23:13:26.632881,TranStatus.P
639-PAA-402261,387351,894071,1018.48,$,2021-09-26 23:13:26.632881,TranStatus.C
960-LWM-319921,833993,154937,1169.31,$,2022-12-30 23:13:26.632881,TranStatus.P
753-FGE-94272,992463,942231,882.19,$,2022-04-20 23:13:26.632881,TranStatus.P
750-AJH-915489,939648,491053,582.76,$,2022-08-29 23:13:26.632881,TranStatus.P
676-FTM-313713,888505,34282,2184.38,$,2021-10-21 23:13:26.632881,TranStatus.F
193-ROP-696189,770761,292109,323.59,$,2021-03-05 23:13:26.632881,TranStatus.F
457-NLZ-210840,239122,717748,367.3,$,2022-04-07 23:13:26.632881,TranStatus.F
050-TWC-545681,989928,286459,2112.24,$,2022-07-01 23:13:26.632881,TranStatus.C
607-QKR-614836,250156,569003,1721.6,$,2022-04-01 23:13:26.632881,TranStatus.C
780-MTX-242297,966873,819064,610.18,$,2022-12-02 23:13:26.632881,TranStatus.F
978-IET-121752,146787,7815,2204.35,$,2022-02-03 23:13:26.632881,TranStatus.P
516-WVG-195495,407525,379291,229.95,$,2021-08-04 23:13:26.632881,TranStatus.F
827-JOD-41652,543222,880003,2276.08,$,2022-04-06 23:13:26.632881,TranStatus.C
777-KLM-32394,878240,894683,2264.93,$,2022-02-01 23:13:26.632881,TranStatus.C
219-FCO-596601,60430,300402,855.26,$,2022-02-26 23:13:26.632881,TranStatus.P
662-FHQ-448369,787370,847746,2396.26,$,2023-07-10 23:13:26.632881,TranStatus.C
679-WVJ-969903,641537,45255,822.18,$,2022-01-27 23:13:26.632881,TranStatus.F
419-ZZK-397521,222688,237739,2414.52,$,2022-08-06 23:13:26.632881,TranStatus.P
126-EKN-970949,452776,676868,1358.08,$,2022-07-07 23:13:26.632881,TranStatus.C
058-PAH-755629,561048,551370,1641.89,$,2022-11-27 23:13:26.632881,TranStatus.C
222-RGB-949244,4848,456675,2307.69,$,2021-08-11 23:13:26.632881,TranStatus.C
233-KSM-703544,973540,348564,1115.8,$,2023-11-11 23:13:26.632881,TranStatus.P
267-EFA-414284,443082,380611,1203.17,$,2022-11-07 23:13:26.632881,TranStatus.F
139-CHI-358087,56798,84414,2380.19,$,2024-02-22 23:13:26.632881,TranStatus.C
003-WCT-539230,602019,63366,644.76,$,2023-06-18 23:13:26.632881,TranStatus.F
027-ESD-245953,979073,793207,2482.27,$,2024-02-01 23:13:26.632881,TranStatus.C
701-ZYP-498124,961571,153227,2087.18,$,2021-10-18 23:13:26.632881,TranStatus.P
122-KQI-233623,316228,212164,677.52,$,2022-07-25 23:13:26.632881,TranStatus.P
189-FQH-648197,776071,936070,2487.52,$,2022-11-20 23:13:26.632881,TranStatus.C
650-LHT-517773,594086,279091,1658.39,$,2021-06-17 23:13:26.632881,TranStatus.F
509-NGA-360398,809671,206759,1062.7,$,2021-03-18 23:13:26.632881,TranStatus.P
925-TJG-736313,113817,728369,1326.21,$,2021-12-15 23:13:26.632881,TranStatus.C
765-IGJ-384276,192488,158693,2076.66,$,2022-10-14 23:13:26.632881,TranStatus.P
965-EAY-913932,898349,904074,1111.38,$,2023-12-23 23:13:26.632881,TranStatus.C
347-UOT-153387,345777,363711,230.1,$,2023-11-14 23:13:26.632881,TranStatus.C
454-LQA-192284,493621,414798,1269.65,$,2023-12-20 23:13:26.632881,TranStatus.F
953-GPB-709026,578292,737177,1709.99,$,2023-12-26 23:13:26.632881,TranStatus.F
425-EHJ-880122,493932,230736,334.33,$,2022-03-16 23:13:26.632881,TranStatus.F
560-FPY-205684,208466,336630,2021.23,$,2023-11-21 23:13:26.632881,TranStatus.P
631-DUL-612721,942931,322682,1758.61,$,2021-05-11 23:13:26.632881,TranStatus.F
208-IIN-999269,443316,38385,1562.62,$,2023-10-29 23:13:26.632881,TranStatus.P
839-FRE-799763,200738,896664,365.24,$,2022-01-19 23:13:26.632881,TranStatus.P
028-FXY-803772,703743,693645,1883.36,$,2022-06-24 23:13:26.632881,TranStatus.P
173-HOU-17245,962426,775843,1644.73,$,2022-04-24 23:13:26.632881,TranStatus.C
945-DKW-607360,933890,862962,686.58,$,2024-02-16 23:13:26.632881,TranStatus.F
939-AHH-112160,314368,693174,1860.91,$,2021-05-12 23:13:26.632881,TranStatus.F
792-ZYJ-469848,498453,160996,1060.47,$,2021-07-21 23:13:26.632881,TranStatus.C
343-BZS-453580,141247,877542,1239.06,$,2022-06-14 23:13:26.632881,TranStatus.C
525-UFD-260125,643666,435372,2127.96,$,2022-04-17 23:13:26.632881,TranStatus.P
562-MBL-619849,21015,637593,766.17,$,2022-04-19 23:13:26.632881,TranStatus.P
766-SLI-13554,243969,758591,1391.68,$,2021-05-16 23:13:26.632881,TranStatus.C
604-NAH-140895,540947,36421,1984.85,$,2023-07-16 23:13:26.632881,TranStatus.P
882-WIU-700984,316673,881109,1090.93,$,2021-07-06 23:13:26.632881,TranStatus.P
303-OMO-302907,180553,231139,837.89,$,2022-05-01 23:13:26.632881,TranStatus.C
850-JYJ-974205,237463,828400,2153.56,$,2024-02-16 23:13:26.632881,TranStatus.P
370-LBM-375904,508368,79052,810.32,$,2023-08-27 23:13:26.632881,TranStatus.F
798-EHK-287714,909498,148019,2231.87,$,2021-06-25 23:13:26.632881,TranStatus.C
699-GRN-74539,352467,551461,968.44,$,2022-04-07 23:13:26.632881,TranStatus.C
923-VHV-94776,728819,953853,869.15,$,2021-03-31 23:13:26.632881,TranStatus.F
201-XAE-921566,714197,272957,383.22,$,2021-05-21 23:13:26.632881,TranStatus.F
045-NKW-128410,620532,703070,2477.62,$,2022-06-09 23:13:26.632881,TranStatus.F
122-RNI-11352,991820,761677,2231.17,$,2022-02-06 23:13:26.632881,TranStatus.C
754-CAW-439700,931291,418874,1581.97,$,2023-10-13 23:13:26.632881,TranStatus.P
078-BTC-310750,217738,359935,366.47,$,2024-01-11 23:13:26.632881,TranStatus.P
021-MQW-860284,171936,219642,1134.89,$,2023-11-14 23:13:26.632881,TranStatus.F
450-FZA-453013,841415,19706,950.98,$,2022-10-08 23:13:26.632881,TranStatus.P
438-YVZ-801815,6778,258093,2036.08,$,2021-09-15 23:13:26.632881,TranStatus.F
694-DWM-414703,502298,257055,848.22,$,2022-09-19 23:13:26.632881,TranStatus.F
249-JHZ-762730,613051,505020,1505.46,$,2022-04-29 23:13:26.632881,TranStatus.F
916-ZTC-226116,806522,824144,2425.5,$,2023-12-14 23:13:26.632881,TranStatus.P
096-RXB-104347,796393,54734,1774.89,$,2021-05-30 23:13:26.632881,TranStatus.C
849-BHX-455038,958335,725853,571.07,$,2022-08-28 23:13:26.632881,TranStatus.C
371-VZH-778404,752119,661957,2498.87,$,2021-03-07 23:13:26.632881,TranStatus.F
301-CSH-228921,940031,15054,472.98,$,2023-12-24 23:13:26.632881,TranStatus.C
177-HEN-819997,285625,404165,229.48,$,2021-05-30 23:13:26.632881,TranStatus.P
726-CNF-730913,125010,232339,2481.1,$,2024-03-15 23:13:26.632881,TranStatus.F
738-OSQ-959153,292574,357517,894.89,$,2023-12-15 23:13:26.632881,TranStatus.C
918-UUA-33698,859800,858251,2383.05,$,2024-02-05 23:13:26.632881,TranStatus.C
062-RXI-362030,944332,91021,905.56,$,2021-04-07 23:13:26.632881,TranStatus.C
221-NAM-635567,707670,780297,2462.88,$,2023-07-05 23:13:26.632881,TranStatus.C
452-MCD-222930,235101,542028,2156.07,$,2021-04-01 23:13:26.632881,TranStatus.C
915-HDY-614840,549230,122781,1086.98,$,2022-10-19 23:13:26.632881,TranStatus.F
970-NTH-315866,350604,483307,658.45,$,2023-07-28 23:13:26.632881,TranStatus.F
873-ZZX-224990,970940,286530,2054.94,$,2022-03-28 23:13:26.632881,TranStatus.P
770-KEB-600990,322318,941114,1759.44,$,2023-01-20 23:13:26.632881,TranStatus.P
758-ILN-140102,365311,608460,2037.58,$,2022-06-01 23:13:26.632881,TranStatus.C
070-IQM-286287,928962,935919,1862.54,$,2024-03-10 23:13:26.632881,TranStatus.F
232-BJO-54313,585584,921987,1920.77,$,2023-09-09 23:13:26.632881,TranStatus.F
761-TBA-617078,824388,922442,556.98,$,2023-09-04 23:13:26.632881,TranStatus.F
441-CVS-725296,919091,740724,2311.14,$,2023-03-02 23:13:26.632881,TranStatus.F
097-LTR-203786,919194,643898,996.74,$,2022-05-08 23:13:26.632881,TranStatus.P
588-PDH-849857,889116,665053,1309.41,$,2023-11-22 23:13:26.632881,TranStatus.P
729-PGT-269925,606848,815100,338.26,$,2021-08-11 23:13:26.632881,TranStatus.P
495-BAF-731165,388242,846650,2322.82,$,2021-12-11 23:13:26.632881,TranStatus.C
853-PMU-740163,205102,966078,1231.02,$,2022-11-10 23:13:26.632881,TranStatus.C
310-SRR-116639,994896,138513,1945.33,$,2021-11-19 23:13:26.632881,TranStatus.F
586-OVE-356627,595786,923174,2158.54,$,2022-02-04 23:13:26.632881,TranStatus.P
164-QMM-841552,406862,737634,1817.46,$,2022-12-16 23:13:26.632881,TranStatus.F
288-FMZ-675421,35796,212268,1478.0,$,2023-10-09 23:13:26.632881,TranStatus.F
632-IUX-518272,27336,488639,1273.47,$,2023-03-16 23:13:26.632881,TranStatus.C
580-PNA-397522,592106,827068,810.67,$,2022-11-19 23:13:26.632881,TranStatus.C
091-DTZ-284529,83513,167729,593.56,$,2022-04-14 23:13:26.632881,TranStatus.C
933-NMM-819109,437828,674606,691.72,$,2023-07-14 23:13:26.632881,TranStatus.C
412-GLQ-80842,788116,993458,1424.2,$,2023-10-28 23:13:26.632881,TranStatus.P
566-BSQ-119487,608837,747129,2375.48,$,2021-02-08 23:13:26.632881,TranStatus.P
394-VPR-550717,130947,217329,2371.48,$,2023-12-28 23:13:26.632881,TranStatus.F
397-WGD-135518,788054,786730,1573.19,$,2021-02-06 23:13:26.632881,TranStatus.F
069-ENY-140366,802629,783816,467.29,$,2023-05-28 23:13:26.632881,TranStatus.P
529-ULA-738145,170259,554692,230.11,$,2022-02-11 23:13:26.632881,TranStatus.C
370-FUW-575784,962914,959492,1670.16,$,2021-07-25 23:13:26.632881,TranStatus.F
527-JYE-555076,635399,932373,1499.16,$,2023-12-24 23:13:26.632881,TranStatus.P
237-XSQ-718203,387371,712493,2321.2,$,2022-06-11 23:13:26.632881,TranStatus.C
171-QVA-117578,676772,636960,704.37,$,2021-03-12 23:13:26.632881,TranStatus.C
618-CVJ-259192,279634,506490,236.18,$,2021-07-30 23:13:26.632881,TranStatus.F
092-FIV-133466,234797,118120,2044.74,$,2021-08-08 23:13:26.632881,TranStatus.F
256-XIS-830160,437714,312813,1454.98,$,2023-01-21 23:13:26.632881,TranStatus.P
415-RZZ-924550,17288,281045,763.5,$,2023-01-10 23:13:26.632881,TranStatus.P
924-SDR-193718,814172,157161,649.63,$,2022-08-05 23:13:26.632881,TranStatus.P
928-HLN-240985,954897,968169,1795.34,$,2022-07-22 23:13:26.632881,TranStatus.P
165-BYH-377434,720460,843362,316.62,$,2021-09-23 23:13:26.632881,TranStatus.P
075-XDX-544843,476055,42384,1296.03,$,2022-10-09 23:13:26.632881,TranStatus.C
582-ZJB-79445,114440,759026,1506.06,$,2024-01-09 23:13:26.632881,TranStatus.C
977-JGV-311898,360832,623258,284.71,$,2022-07-27 23:13:26.632881,TranStatus.P
970-XKQ-383544,900147,379414,1907.48,$,2022-02-13 23:13:26.632881,TranStatus.P
382-RTG-988071,146038,198069,793.03,$,2022-07-02 23:13:26.632881,TranStatus.P
661-RXW-270285,617405,337507,1422.1,$,2023-11-03 23:13:26.632881,TranStatus.F
360-TCL-649135,979185,695438,2197.78,$,2021-03-21 23:13:26.632881,TranStatus.C
230-QXX-379137,404688,212363,2428.08,$,2023-09-16 23:13:26.632881,TranStatus.P
947-QSB-799978,507587,919573,939.74,$,2023-04-06 23:13:26.632881,TranStatus.P
207-MUK-30462,37694,437808,977.95,$,2023-05-08 23:13:26.632881,TranStatus.P
394-ZBD-25010,312497,533317,1743.85,$,2021-11-15 23:13:26.632881,TranStatus.C
617-CTJ-466132,868481,234476,267.37,$,2021-09-06 23:13:26.632881,TranStatus.C
140-JAA-395283,819489,75205,915.73,$,2023-02-06 23:13:26.632881,TranStatus.F
979-ILI-472100,121559,786721,1196.26,$,2022-07-30 23:13:26.632881,TranStatus.C
626-IPK-157995,859070,185181,554.58,$,2021-06-22 23:13:26.632881,TranStatus.P
428-JFH-188945,525405,217235,1074.15,$,2023-06-06 23:13:26.632881,TranStatus.F
058-AWV-837688,645629,468793,543.88,$,2021-04-08 23:13:26.632881,TranStatus.F
889-TPT-152702,694165,716058,314.95,$,2022-08-31 23:13:26.632881,TranStatus.F
610-TXQ-207578,372780,53431,377.36,$,2022-09-23 23:13:26.632881,TranStatus.P
276-SIZ-181606,373771,142152,1445.54,$,2021-12-16 23:13:26.632881,TranStatus.C
377-YFD-886985,323982,564187,2434.45,$,2023-11-21 23:13:26.632881,TranStatus.C
026-WHK-117029,461641,944659,1898.52,$,2022-07-25 23:13:26.632881,TranStatus.C
782-EFD-671728,130711,864699,1605.28,$,2023-02-23 23:13:26.632881,TranStatus.P
997-XLK-906496,624808,140541,469.13,$,2022-08-12 23:13:26.632881,TranStatus.F
248-MEP-153046,105241,188078,516.39,$,2021-04-09 23:13:26.632881,TranStatus.C
452-NOX-894038,165332,319117,1883.77,$,2022-01-19 23:13:26.632881,TranStatus.P
367-QTI-227789,558902,602427,302.36,$,2023-12-01 23:13:26.632881,TranStatus.C
115-ENT-496578,745001,570090,2057.49,$,2021-02-05 23:13:26.632881,TranStatus.C
464-TLL-533436,970184,901801,1069.3,$,2022-07-03 23:13:26.632881,TranStatus.F
550-OGD-839278,250718,615612,1495.18,$,2021-09-07 23:13:26.632881,TranStatus.C
594-OFM-204288,678408,964585,1655.22,$,2021-11-04 23:13:26.632881,TranStatus.C
084-DDD-239060,347147,633580,871.61,$,2023-12-25 23:13:26.632881,TranStatus.F
216-GWZ-469701,600549,198213,1432.27,$,2023-09-04 23:13:26.632881,TranStatus.P
075-QEJ-226610,979963,475093,2422.56,$,2021-04-03 23:13:26.632881,TranStatus.P
303-JAN-882749,566777,692922,937.74,$,2023-04-26 23:13:26.632881,TranStatus.F
493-RSB-434103,826085,495757,2486.18,$,2021-08-21 23:13:26.632881,TranStatus.F
850-IEF-162116,940010,767957,712.23,$,2023-11-30 23:13:26.632881,TranStatus.F
332-KNM-962688,872459,154479,382.63,$,2023-04-04 23:13:26.632881,TranStatus.C
417-VKS-350779,554075,543656,635.84,$,2021-03-06 23:13:26.632881,TranStatus.P
333-YZJ-895300,299567,410571,2216.77,$,2021-09-03 23:13:26.632881,TranStatus.C
141-TPS-848574,767716,225853,770.44,$,2022-08-26 23:13:26.632881,TranStatus.P
721-ZJY-391777,717037,936053,1341.74,$,2023-02-12 23:13:26.632881,TranStatus.C
815-MRG-788480,938329,813005,2183.0,$,2023-12-11 23:13:26.632881,TranStatus.F
212-YZT-914848,560068,467763,1073.37,$,2022-08-05 23:13:26.632881,TranStatus.C
987-ZSL-236472,85023,133195,1708.19,$,2021-09-07 23:13:26.632881,TranStatus.F
967-RDI-574185,19526,719062,1098.95,$,2023-08-24 23:13:26.632881,TranStatus.F
126-PJH-971891,18977,583894,1319.13,$,2022-01-30 23:13:26.632881,TranStatus.P
279-UCZ-734270,537909,286311,975.39,$,2022-06-27 23:13:26.632881,TranStatus.P
362-MNJ-313280,41939,281392,2252.52,$,2022-10-10 23:13:26.632881,TranStatus.C
288-OVV-588772,483629,650441,1949.59,$,2021-11-09 23:13:26.632881,TranStatus.C
811-ODN-895891,901734,136426,651.39,$,2021-08-30 23:13:26.632881,TranStatus.P
451-CRZ-919253,412307,396951,1959.95,$,2021-09-23 23:13:26.632881,TranStatus.C
298-UDC-842421,394286,171293,697.09,$,2021-09-20 23:13:26.632881,TranStatus.C
155-MUT-991052,774049,136342,2028.14,$,2023-04-14 23:13:26.632881,TranStatus.P
391-PNZ-397470,803042,937641,2492.4,$,2022-04-25 23:13:26.632881,TranStatus.P
393-CSW-369985,72093,321513,526.62,$,2023-01-19 23:13:26.632881,TranStatus.P
135-VKN-367273,978888,959635,2112.17,$,2021-09-22 23:13:26.632881,TranStatus.F
708-JNY-444523,544226,511059,1485.98,$,2023-04-25 23:13:26.632881,TranStatus.F
253-PVQ-858309,801540,893552,375.64,$,2024-03-02 23:13:26.632881,TranStatus.F
380-FSW-944456,705700,318920,2103.55,$,2021-02-11 23:13:26.632881,TranStatus.P
665-HRI-435656,673715,414219,1543.39,$,2021-08-04 23:13:26.632881,TranStatus.C
592-KBJ-513472,473584,675786,1342.33,$,2022-03-13 23:13:26.632881,TranStatus.P
997-QJS-958855,840416,199744,2228.75,$,2022-04-27 23:13:26.632881,TranStatus.F
551-FNF-227568,875884,283472,1519.67,$,2023-11-15 23:13:26.632881,TranStatus.P
741-ZCV-915899,223614,602706,1065.09,$,2022-06-05 23:13:26.632881,TranStatus.F
573-NOB-823144,268739,708512,1499.46,$,2023-11-30 23:13:26.632881,TranStatus.C
357-WKS-233403,86256,509264,1991.63,$,2022-10-18 23:13:26.632881,TranStatus.C
804-DOI-887183,56929,155120,2472.27,$,2023-12-02 23:13:26.632881,TranStatus.F
636-NXE-106306,613626,621973,945.96,$,2023-04-06 23:13:26.632881,TranStatus.P
652-LTJ-50265,327591,866740,2125.21,$,2021-04-20 23:13:26.632881,TranStatus.P
370-OCM-16191,578651,492562,2010.57,$,2022-10-05 23:13:26.632881,TranStatus.P
559-VZW-587212,572506,433808,1580.76,$,2021-10-11 23:13:26.632881,TranStatus.P
687-JZU-26415,205791,263698,2174.62,$,2022-11-24 23:13:26.632881,TranStatus.P
658-UPN-417173,197742,825532,961.16,$,2024-03-11 23:13:26.632881,TranStatus.F
423-PBZ-527287,393407,212839,2316.61,$,2023-01-10 23:13:26.632881,TranStatus.C
927-KCJ-342968,220362,539844,889.47,$,2023-07-07 23:13:26.632881,TranStatus.P
413-HIV-2081,822721,340545,1176.81,$,2021-10-07 23:13:26.632881,TranStatus.F
781-RAB-712929,326154,807560,1259.25,$,2021-06-29 23:13:26.632881,TranStatus.P
107-RUR-643529,276161,625111,2320.07,$,2024-02-22 23:13:26.632881,TranStatus.C
412-SNH-906755,327642,548913,1060.24,$,2022-04-16 23:13:26.632881,TranStatus.P
614-SXL-124264,502392,489145,2384.7,$,2022-01-02 23:13:26.632881,TranStatus.C
283-EAL-175037,614796,347973,2013.0,$,2023-08-30 23:13:26.632881,TranStatus.F
766-DVV-941186,612834,209543,335.95,$,2022-07-14 23:13:26.632881,TranStatus.F
552-JHS-404350,897344,822656,2284.24,$,2022-04-13 23:13:26.632881,TranStatus.F
665-JXQ-336940,968222,904095,744.32,$,2021-11-23 23:13:26.632881,TranStatus.F
122-FWK-36483,645461,291670,260.2,$,2021-10-26 23:13:26.632881,TranStatus.P
276-DKL-181965,99910,598439,1201.94,$,2023-04-01 23:13:26.632881,TranStatus.P
111-SXA-579334,165903,351567,1074.35,$,2023-07-01 23:13:26.632881,TranStatus.C
165-NZP-406570,718405,953010,347.84,$,2024-02-08 23:13:26.632881,TranStatus.C
996-TWB-47845,594837,309643,2340.7,$,2021-10-23 23:13:26.632881,TranStatus.F
305-HQQ-620154,617797,814351,932.15,$,2021-02-06 23:13:26.632881,TranStatus.C
981-JRB-185508,995597,672252,256.03,$,2023-11-08 23:13:26.632881,TranStatus.F
260-LBE-353133,977421,952204,617.67,$,2022-03-02 23:13:26.632881,TranStatus.P
426-JSH-202184,654312,130466,2158.48,$,2021-07-29 23:13:26.632881,TranStatus.C
369-XGR-116797,756122,741575,2166.83,$,2022-11-09 23:13:26.632881,TranStatus.P
194-RYF-98282,404914,842296,437.76,$,2024-02-06 23:13:26.632881,TranStatus.C
465-QKC-972907,559527,311453,2370.55,$,2021-09-09 23:13:26.632881,TranStatus.F
603-OHK-702000,168254,275992,1847.55,$,2021-02-23 23:13:26.632881,TranStatus.P
746-QXM-840713,972715,139818,605.43,$,2022-03-30 23:13:26.632881,TranStatus.C
369-GMX-164950,91159,449718,674.34,$,2022-11-03 23:13:26.632881,TranStatus.C
413-QDQ-506149,446373,409720,2152.66,$,2021-03-09 23:13:26.632881,TranStatus.P
