order_id,order_date,customer_id,total_order_amount,order_discount_pct,final_order_amount,customer_name,customer_country,customer_city,customer_state,customer_credit_rating,customer_premium_flag
ORD#103288403,2016-10-09 00:33:21.532423,162312,1459.5,0,1459.5,71834,Madagascar,Christiansburg,Virginia,451.05,True
ORD#103293361,2022-08-07 01:19:21.532433,80555,3479.72,10,3131.748,153235,Fiji,Lynwood,Tennessee,438.16,True
ORD#103298320,2018-06-08 16:26:21.532443,123443,3649.35,10,3284.415,180433,Falkland Islands,Sioux Falls,Nebraska,235.0,False
ORD#103303280,2024-08-03 07:26:21.532453,4936,4587.34,15,3899.239,138070,Turkmenistan,Homestead,Alabama,495.1,True
ORD#103308241,2015-09-01 16:04:21.532463,52100,679.5,0,679.5,54862,Diego Garcia,Moses Lake,Texas,918.16,False
ORD#103313203,2015-12-22 16:37:21.532473,212975,1906.23,0,1906.23,205010,Faroe Islands,Wilkes-Barre,Arkansas,511.58,True
ORD#103318166,2023-04-15 04:37:21.532485,2401,1887.34,0,1887.34,217331,Turkey,Lemon Grove,Idaho,644.9,False
ORD#103323130,2023-06-04 07:58:21.532496,117170,4040.08,25,3030.06,8419,Niue,Miami Gardens,Ohio,933.24,True
ORD#103328095,2018-11-12 05:41:21.532508,196953,2318.88,0,2318.88,217988,Tanzania,Summit,Oklahoma,305.72,False
ORD#103333061,2016-02-28 23:50:21.532519,56904,1964.13,0,1964.13,164586,Aruba,Lynbrook,Georgia,387.46,False
ORD#103338028,2015-12-21 08:26:21.532530,8112,1444.96,0,1444.96,94812,Monaco,San Dimas,New Hampshire,184.65,True
ORD#103342996,2017-08-25 20:27:21.532540,65168,4248.82,15,3611.497,30837,Togo,Norfolk,Vermont,783.2,True
ORD#103347965,2022-03-07 07:26:21.532551,184270,890.31,0,890.31,132802,Niue,Rome,Hawaii,135.85,True
ORD#103352935,2016-01-04 15:52:21.532562,17762,4212.53,25,3159.3975,85296,Kosovo,Dana Point,Illinois,965.66,False
ORD#103357906,2020-04-28 04:43:21.532573,103160,3720.44,10,3348.396,96302,Israel,Coral Gables,Missouri,134.62,True
ORD#103362878,2024-10-29 14:55:21.532584,184790,480.33,0,480.33,149461,Sudan,Dublin,Vermont,659.55,True
ORD#103367851,2019-01-01 17:20:21.532595,63034,554.14,0,554.14,38406,Jordan,Oakley,Kentucky,867.84,False
ORD#103372825,2016-08-16 01:38:21.532606,25107,1804.78,0,1804.78,46711,Lesotho,Greenacres,Alabama,307.38,True
ORD#103377800,2018-05-31 01:28:21.532617,89757,2357.96,0,2357.96,211990,Niger,Oviedo,Alabama,179.11,True
ORD#103382776,2022-05-27 08:47:21.532628,115495,2553.41,12,2247.0008,94022,Colombia,Benton,Rhode Island,872.43,False
ORD#103387753,2022-05-20 14:38:21.532640,213271,1649.01,0,1649.01,22952,Andorra,Allentown,Alabama,449.8,True
ORD#103392731,2017-05-07 02:26:21.532651,25272,1874.21,0,1874.21,192138,Cape Verde,Anaheim,Georgia,621.15,True
ORD#103397710,2018-06-09 08:29:21.532662,40546,4370.39,15,3714.8315,155071,Jersey,Richfield,Connecticut,518.8,True
ORD#103402690,2022-08-17 02:32:21.532673,210731,962.53,0,962.53,166821,Mexico,Port Huron,Alaska,373.48,True
ORD#103407671,2018-07-27 21:02:21.532684,4655,2491.82,0,2491.82,208971,Pitcairn Islands,North Chicago,Ohio,731.81,True
ORD#103412653,2019-03-17 18:47:21.532695,53908,4111.2,15,3494.52,199814,Iraq,San Antonio,North Carolina,523.92,True
ORD#103417636,2023-07-07 09:21:21.532707,53307,1100.6,0,1100.6,174007,Azerbaijan,Arlington Heights,New York,565.85,False
ORD#103422620,2017-06-05 00:52:21.532718,75757,1259.0,0,1259.0,202754,Vietnam,Roanoke Rapids,South Carolina,810.88,False
ORD#103427605,2021-05-12 04:52:21.532728,22297,4929.83,15,4190.3555,75529,Mexico,Goodyear,Iowa,124.13,False
ORD#103432591,2023-01-13 01:59:21.532739,83461,2906.74,0,2906.74,78107,Cape Verde,Bergenfield,New Jersey,483.9,False
ORD#103437578,2016-11-09 12:36:21.532750,120758,2395.31,0,2395.31,169823,Swaziland,Lebanon,North Carolina,368.67,False
ORD#103442566,2018-04-20 08:42:21.532763,171500,4282.22,15,3639.887,36986,Montenegro,Inver Grove Heights,Iowa,641.47,True
ORD#103447555,2020-05-27 17:41:21.532774,83014,1355.78,0,1355.78,85904,Lithuania,Mount Vernon,Delaware,649.87,True
ORD#103452545,2019-12-29 05:44:21.532785,26404,2223.23,12,1956.4424,137671,St. Lucia,Rutherford,New York,881.98,True
ORD#103457536,2016-09-21 23:50:21.532795,17345,297.31,0,297.31,161576,Bosnia & Herzegovina,Perth Amboy,Nebraska,861.35,True
ORD#103462528,2015-10-23 20:11:21.532806,66163,462.92,0,462.92,15974,Jamaica,New Rochelle,Alaska,715.57,True
ORD#103467521,2016-03-09 02:16:21.532818,208715,1226.79,0,1226.79,46920,St. Barthélemy,Noblesville,Colorado,936.56,False
ORD#103472515,2016-04-26 10:20:21.532829,185536,2016.58,0,2016.58,57847,Nigeria,South Salt Lake,Kansas,433.0,False
ORD#103477510,2016-03-31 01:51:21.532840,52810,1409.67,0,1409.67,155955,Antigua & Barbuda,Durham,Ohio,935.87,False
ORD#103482506,2017-01-07 07:00:21.532851,103047,3435.97,10,3092.373,19139,Nigeria,La Crosse,Michigan,114.68,True
ORD#103487503,2023-07-12 13:39:21.532862,73174,4432.26,15,3767.421,2528,Jersey,Round Lake,Indiana,148.42,True
ORD#103492501,2020-03-01 20:27:21.532872,7306,1622.75,0,1622.75,18598,Brazil,Bismarck,New York,540.39,False
ORD#103497500,2017-05-15 22:21:21.532882,19456,1080.73,0,1080.73,152665,Bahrain,Kalamazoo,Utah,327.5,True
ORD#103502500,2020-06-12 15:43:21.532892,195257,4562.39,15,3878.0315,192431,Mongolia,Blue Springs,Tennessee,131.93,True
ORD#103507501,2015-05-01 21:00:21.532901,143613,372.44,0,372.44,140827,Panama,Torrington,North Carolina,823.61,True
ORD#103512503,2018-06-21 05:24:21.532911,203712,1256.79,0,1256.79,89292,Cameroon,Port Angeles,Oklahoma,863.03,True
ORD#103517506,2022-11-26 06:19:21.532921,8999,616.36,0,616.36,74386,Bermuda,Titusville,Indiana,458.9,True
ORD#103522510,2019-07-08 01:15:21.532931,189066,3032.05,10,2728.8450000000003,125493,Kyrgyzstan,Louisville,Minnesota,159.47,True
ORD#103527515,2018-01-21 09:07:21.532940,92057,1889.47,0,1889.47,214007,Grenada,Shoreview,Indiana,963.11,True
ORD#103532521,2020-02-05 11:16:21.532951,160404,2010.88,12,1769.5744,139563,British Virgin Islands,West Memphis,West Virginia,903.16,False
ORD#103537528,2020-02-09 06:46:21.532962,67608,1832.05,0,1832.05,185944,Angola,Sierra Vista,New York,912.31,False
ORD#103542536,2021-07-23 01:51:21.532972,50498,4558.66,15,3874.861,11140,Bangladesh,Seal Beach,South Dakota,440.37,False
ORD#103547545,2020-10-17 11:39:21.532983,93490,4929.49,15,4190.0665,35863,Ireland,Gloucester,Kansas,864.36,True
ORD#103552555,2019-10-31 13:31:21.532994,130207,1959.73,0,1959.73,126586,Kazakhstan,Elgin,Rhode Island,638.58,True
ORD#103557566,2020-01-26 20:09:21.533005,101560,1389.08,0,1389.08,194212,Malaysia,Huntington Beach,South Carolina,183.37,True
ORD#103562578,2019-10-02 23:40:21.533016,46054,4638.04,15,3942.334,57711,Kenya,Thomasville,Indiana,643.72,True
ORD#103567591,2019-02-01 08:47:21.533027,63710,2694.45,12,2371.116,43057,Nigeria,Klamath Falls,West Virginia,858.51,True
ORD#103572605,2018-12-10 11:13:21.533038,64931,2122.42,12,1867.7296,87009,South Korea,Lehi,Mississippi,813.07,True
ORD#103577620,2016-12-29 22:52:21.533049,114630,3012.18,10,2710.962,134263,Nicaragua,Des Moines,North Dakota,692.61,True
ORD#103582636,2016-05-10 02:48:21.533060,154308,530.86,0,530.86,194270,Cameroon,Benicia,Oregon,216.67,False
ORD#103587653,2020-08-24 17:02:21.533071,107929,1951.29,0,1951.29,166487,Malta,Round Rock,Alaska,562.89,False
ORD#103592671,2018-08-27 02:42:21.533082,117933,2647.48,0,2647.48,13388,Palestinian Territories,Evansville,Delaware,161.07,True
ORD#103597690,2017-07-13 05:34:21.533098,65056,1584.53,0,1584.53,192642,Venezuela,Inglewood,Arkansas,705.2,False
ORD#103602710,2024-07-25 05:06:21.533111,137017,783.81,0,783.81,21110,Hong Kong SAR China,St. Cloud,Pennsylvania,679.02,False
ORD#103607731,2023-09-28 12:08:21.533123,130004,3370.11,20,2696.088,214920,Liechtenstein,Indianapolis,Idaho,997.84,False
ORD#103612753,2019-01-22 13:58:21.533134,170440,2245.31,0,2245.31,95548,Vatican City,Modesto,New York,238.74,True
ORD#103617776,2022-02-25 09:13:21.533145,141470,1086.72,0,1086.72,133584,Peru,Waukesha,Missouri,859.25,True
ORD#103622800,2021-01-06 04:58:21.533156,153831,3604.18,10,3243.762,26702,Puerto Rico,San Gabriel,Kentucky,787.59,False
ORD#103627825,2021-06-28 12:39:21.533167,77964,2180.08,0,2180.08,159927,Gabon,Romulus,Rhode Island,328.42,True
ORD#103632851,2021-06-28 13:46:21.533178,118788,2194.43,0,2194.43,38423,Equatorial Guinea,Chaska,Florida,136.13,False
ORD#103637878,2016-07-18 04:47:21.533189,17091,1208.3,0,1208.3,155575,Cape Verde,Cutler Bay,Mississippi,607.65,False
ORD#103642906,2015-09-30 04:31:21.533201,69680,4365.47,25,3274.1025,36894,Bahamas,Lathrop,West Virginia,950.41,True
ORD#103647935,2018-07-28 10:18:21.533212,135078,1114.47,0,1114.47,210960,Christmas Island,Huntersville,Montana,222.45,False
ORD#103652965,2018-12-15 06:25:21.533225,86604,1699.06,0,1699.06,76336,Slovenia,Farmington,Washington,596.21,True
ORD#103657996,2020-10-26 11:18:21.533236,31612,1610.69,0,1610.69,3971,Greece,Kirkwood,Oregon,274.03,False
ORD#103663028,2019-04-19 18:49:21.533247,117546,3367.79,10,3031.011,67310,Uganda,Scarsdale,Mississippi,389.0,True
ORD#103668061,2020-08-14 12:53:21.533258,113532,480.32,0,480.32,55749,Philippines,Mount Pleasant,Arizona,805.57,True
ORD#103673095,2016-09-27 00:36:21.533269,63035,3837.87,20,3070.296,164342,Seychelles,Kearney,Kansas,890.17,False
ORD#103678130,2023-02-01 04:33:21.533280,15508,2912.47,0,2912.47,88516,Bosnia & Herzegovina,Lee's Summit,Vermont,250.44,False
ORD#103683166,2017-07-09 19:56:21.533291,71402,364.87,0,364.87,149460,Kosovo,Upper Arlington,Massachusetts,193.05,True
ORD#103688203,2021-12-04 07:00:21.533302,218799,808.46,0,808.46,8472,Malta,Kingston,Hawaii,230.27,False
ORD#103693241,2021-09-16 19:36:21.533314,91991,1151.81,0,1151.81,143892,Laos,Woodstock,Oklahoma,103.88,True
ORD#103698280,2019-05-16 20:54:21.533324,155087,343.87,0,343.87,151018,Mongolia,Issaquah,Nebraska,626.31,False
ORD#103703320,2019-08-19 01:43:21.533336,197853,977.08,0,977.08,209312,Guatemala,Surprise,Iowa,133.16,False
ORD#103708361,2023-09-29 18:16:21.533347,92218,791.47,0,791.47,55168,Bhutan,Palo Alto,Connecticut,247.19,False
ORD#103713403,2020-03-22 09:29:21.533358,88950,3078.69,10,2770.821,14930,Diego Garcia,Sidney,New Hampshire,195.5,False
ORD#103718446,2018-10-24 03:17:21.533368,133378,1173.32,0,1173.32,197185,Cambodia,Janesville,Minnesota,153.54,False
ORD#103723490,2021-06-03 06:51:21.533378,41310,733.68,0,733.68,126190,Congo - Kinshasa,Russellville,Connecticut,601.01,False
ORD#103728535,2019-12-20 16:39:21.533388,63481,4134.19,15,3514.0615,10582,Mayotte,Shelbyville,Texas,178.28,False
ORD#103733581,2023-02-08 02:34:21.533397,110430,894.06,0,894.06,176093,Ukraine,Farmington,Arkansas,540.77,False
ORD#103738628,2024-07-26 04:29:21.533407,123969,2840.83,0,2840.83,138794,Gambia,La Mesa,Delaware,617.05,False
ORD#103743676,2015-11-13 13:13:21.533417,85423,2676.39,12,2355.2232,154378,Venezuela,Hallandale Beach,Connecticut,960.16,False
ORD#103748725,2022-10-21 01:07:21.533427,123633,1372.1,0,1372.1,135538,Australia,Altus,Louisiana,821.46,True
ORD#103753775,2017-06-28 12:25:21.533437,138616,2912.63,0,2912.63,216165,Wallis & Futuna,Chowchilla,Indiana,582.41,True
ORD#103758826,2021-01-07 23:39:21.533447,118815,3035.38,20,2428.304,150640,Tristan da Cunha,Biddeford,Pennsylvania,960.43,True
ORD#103763878,2017-04-11 03:32:21.533457,65002,3468.06,10,3121.254,96546,Cocos,Minneapolis,Wisconsin,396.85,True
ORD#103768931,2022-04-29 04:28:21.533467,136750,2179.6,0,2179.6,216163,Denmark,Fountain,Utah,759.89,False
ORD#103773985,2016-12-03 13:16:21.533477,197344,2307.1,0,2307.1,101950,Angola,New Brighton,West Virginia,489.05,True
ORD#103779040,2015-11-02 12:22:21.533488,182794,3922.39,10,3530.151,70763,Malawi,Kerrville,Michigan,335.04,True
ORD#103784096,2024-02-10 08:19:21.533499,22196,3176.43,10,2858.787,182503,Peru,Brea,Wisconsin,588.06,True
ORD#103789153,2022-02-05 11:35:21.533510,36669,3270.63,10,2943.567,64248,Indonesia,Centerville,North Dakota,738.68,True
ORD#103794211,2023-03-17 01:24:21.533521,190616,2011.38,12,1770.0144,38202,Azerbaijan,Minnetonka,Michigan,953.0,True
ORD#103799270,2020-06-16 11:58:21.533532,69085,2462.29,0,2462.29,144160,Cyprus,Sebastian,Georgia,320.58,True
ORD#103804330,2024-12-19 13:18:21.533543,65893,849.26,0,849.26,100313,Montserrat,South Elgin,Georgia,404.46,True
ORD#103809391,2015-11-13 06:24:21.533556,70637,3435.48,10,3091.932,59527,Zambia,New Bern,South Carolina,801.4,False
ORD#103814453,2021-10-07 07:43:21.533567,120589,4455.5,15,3787.175,172028,Sweden,Clearwater,Louisiana,751.53,False
ORD#103819516,2024-02-28 18:51:21.533577,100122,2639.84,0,2639.84,207745,Sudan,West Chester,Virginia,238.83,True
ORD#103824580,2024-08-26 12:40:21.533588,123674,2390.19,0,2390.19,149227,Åland Islands,Anchorage,Louisiana,420.04,False
ORD#103829645,2016-05-13 04:06:21.533602,44745,2436.94,12,2144.5072,170424,Madagascar,Joplin,Montana,850.21,True
ORD#103834711,2015-10-22 10:35:21.533617,38425,280.03,0,280.03,193954,Nepal,Highland Park,Maine,300.13,False
ORD#103839778,2019-11-04 15:59:21.533631,53027,2426.84,0,2426.84,5281,Bahrain,Aventura,Kansas,356.06,False
ORD#103844846,2019-07-08 06:04:21.533642,143116,3029.67,20,2423.736,20590,Tanzania,Sun Prairie,Missouri,896.0,False
ORD#103849915,2020-07-01 03:18:21.533653,195000,4661.91,15,3962.6235,38772,Egypt,Port Huron,California,222.57,True
ORD#103854985,2018-02-26 16:52:21.533664,26889,4362.1,15,3707.785,184432,Andorra,Rochester Hills,Idaho,726.17,True
ORD#103860056,2016-06-17 12:31:21.533675,114304,692.22,0,692.22,118290,Liberia,Mineola,Texas,275.99,False
ORD#103865128,2016-05-28 07:53:21.533688,151352,1832.46,0,1832.46,162934,Aruba,Sun Prairie,Utah,441.59,True
ORD#103870201,2023-12-05 05:25:21.533699,81553,4983.45,15,4235.9325,194788,Hong Kong SAR China,Turlock,Arkansas,120.05,False
ORD#103875275,2020-02-23 20:55:21.533710,204693,1184.17,0,1184.17,126837,Panama,Mesa,Colorado,565.9,False
ORD#103880350,2021-12-25 04:52:21.533720,204006,3549.38,10,3194.442,192041,Vanuatu,Tiffin,Kentucky,612.06,True
ORD#103885426,2019-08-09 04:08:21.533731,217793,3360.61,20,2688.4880000000003,197234,St. Martin,Glendale,Nevada,981.83,False
ORD#103890503,2024-04-09 09:06:21.533750,12901,678.74,0,678.74,81222,Cook Islands,Papillion,California,947.43,False
ORD#103895581,2022-12-25 06:43:21.533762,145702,3457.73,20,2766.184,132670,Cameroon,Millbrae,Arkansas,964.21,True
ORD#103900660,2016-03-17 06:09:21.533773,17259,332.93,0,332.93,39277,Gibraltar,Austin,Indiana,440.91,True
ORD#103905740,2021-02-25 23:53:21.533784,146340,1306.82,0,1306.82,169244,Peru,Upland,Alabama,870.79,True
ORD#103910821,2016-12-24 05:32:21.533795,181679,3389.53,10,3050.577,203200,Vatican City,Milpitas,Maine,814.51,False
ORD#103915903,2015-05-21 17:05:21.533806,25904,2005.94,0,2005.94,219840,Kenya,Parkersburg,California,522.61,True
ORD#103920986,2023-10-14 08:39:21.533817,112337,1175.17,0,1175.17,166073,Bhutan,Alabaster,New Jersey,532.74,False
ORD#103926070,2024-07-31 13:25:21.533828,214945,2362.33,0,2362.33,172918,Taiwan,Ossining,Utah,427.1,False
ORD#103931155,2017-06-17 19:48:21.533839,51572,1463.41,0,1463.41,175070,Belize,Ormond Beach,Alaska,703.21,True
ORD#103936241,2020-08-14 15:03:21.533850,158818,1685.53,0,1685.53,204354,Sri Lanka,Gilbert,Minnesota,640.55,True
ORD#103941328,2016-11-18 14:07:21.533861,76778,3021.18,10,2719.062,196150,Curaçao,DeKalb,Kentucky,353.67,True
ORD#103946416,2020-06-21 06:35:21.533871,85655,4205.81,15,3574.9385,20843,Pitcairn Islands,Webster Groves,Colorado,105.57,False
ORD#103951505,2019-08-21 10:58:21.533881,83045,1244.16,0,1244.16,60475,Bolivia,Layton,Minnesota,837.42,True
ORD#103956595,2024-11-16 02:41:21.533894,127290,2497.68,12,2197.9584,68643,Western Sahara,Salem,Missouri,987.0,True
ORD#103961686,2022-06-05 05:07:21.533904,93484,1183.72,0,1183.72,140481,Slovenia,Claremore,Kansas,342.76,True
ORD#103966778,2021-09-06 12:27:21.533914,62714,4357.8,25,3268.3500000000004,102819,Jamaica,Fountain Valley,Hawaii,964.84,True
ORD#103971871,2024-05-06 13:56:21.533925,180003,2020.45,0,2020.45,39936,Senegal,Sierra Vista,West Virginia,774.92,False
ORD#103976965,2022-04-04 01:54:21.533935,13662,439.8,0,439.8,72961,Gibraltar,Oklahoma City,Montana,917.59,True
ORD#103982060,2020-03-26 08:00:21.533948,81525,302.19,0,302.19,152005,Bhutan,Carlsbad,Wisconsin,165.1,True
ORD#103987156,2017-01-24 00:22:21.533963,70478,897.78,0,897.78,150823,Belarus,Puyallup,Oklahoma,553.4,True
ORD#103992253,2023-07-04 03:12:21.533977,68822,3790.84,10,3411.7560000000003,191976,Angola,Provo,Maryland,375.16,False
ORD#103997351,2023-04-19 00:58:21.533991,191634,4223.62,15,3590.077,92378,Guadeloupe,South Lake Tahoe,Idaho,552.57,False
ORD#104002450,2016-06-24 11:22:21.534001,147229,2350.89,0,2350.89,57435,Belgium,Sunnyvale,Virginia,398.34,True
ORD#104007550,2020-11-27 08:17:21.534012,155686,2346.4,0,2346.4,82592,Rwanda,Aiken,South Dakota,523.75,True
ORD#104012651,2022-01-22 07:28:21.534021,40029,419.4,0,419.4,78566,São Tomé & Príncipe,Charlottesville,Louisiana,226.31,True
ORD#104017753,2020-08-31 21:05:21.534031,211259,3670.45,10,3303.405,192827,Lesotho,Carlisle,Pennsylvania,572.07,False
ORD#104022856,2016-08-09 15:17:21.534042,56251,4611.93,25,3458.9475,87142,Austria,Tifton,Indiana,950.55,False
ORD#104027960,2021-05-16 01:18:21.534053,16549,4444.76,15,3778.046,181983,Cyprus,Anniston,Alaska,774.06,False
ORD#104033065,2021-10-03 04:23:21.534064,197240,3646.5,10,3281.85,140887,Timor-Leste,Vancouver,Missouri,788.33,True
ORD#104038171,2017-05-10 08:37:21.534075,18537,3345.76,10,3011.184,161753,Tajikistan,Linden,Idaho,274.97,True
ORD#104043278,2020-10-04 20:58:21.534086,208393,3878.76,10,3490.884,149726,Lesotho,Bethlehem,Arkansas,744.23,True
ORD#104048386,2022-02-10 12:44:21.534097,48227,765.86,0,765.86,173694,United Arab Emirates,Clearfield,Pennsylvania,414.41,False
ORD#104053495,2016-09-08 03:47:21.534108,65660,4393.16,15,3734.186,117368,British Virgin Islands,Port Huron,Kansas,459.71,True
ORD#104058605,2021-10-30 11:40:21.534119,41095,4585.53,15,3897.7005,180452,American Samoa,Pekin,Delaware,506.09,False
ORD#104063716,2015-05-18 08:02:21.534130,116768,1973.28,0,1973.28,16711,Cameroon,Westbrook,Ohio,960.29,False
ORD#104068828,2019-12-16 06:29:21.534141,217575,1076.39,0,1076.39,90797,South Korea,Mason City,Tennessee,250.63,False
ORD#104073941,2019-05-29 22:36:21.534152,178212,2752.97,0,2752.97,132473,Northern Mariana Islands,Kirkwood,Ohio,607.7,True
ORD#104079055,2021-09-30 20:52:21.534163,183952,1917.03,0,1917.03,9525,El Salvador,The Colony,Colorado,208.15,False
ORD#104084170,2020-07-22 04:23:21.534176,17572,3674.66,20,2939.728,21582,Israel,Hammond,Minnesota,890.75,False
ORD#104089286,2023-02-07 14:19:21.534187,174367,1378.81,0,1378.81,16125,Norway,San Francisco,West Virginia,217.06,False
ORD#104094403,2018-06-18 07:14:21.534198,152277,4860.49,15,4131.416499999999,38942,Montserrat,Columbia Heights,Delaware,657.69,True
ORD#104099521,2016-11-11 06:06:21.534209,129417,1505.89,0,1505.89,126568,Sudan,Sandusky,Alabama,608.2,True
ORD#104104640,2020-11-27 02:34:21.534221,8446,1011.39,0,1011.39,10054,Liberia,San Ramon,Ohio,235.22,True
ORD#104109760,2015-11-29 12:17:21.534232,106220,2857.16,12,2514.3008,183788,Rwanda,Newburyport,South Dakota,916.97,False
ORD#104114881,2017-03-28 04:57:21.534243,4966,1828.52,0,1828.52,73778,Western Sahara,Sanford,North Carolina,381.77,False
ORD#104120003,2021-05-16 02:21:21.534254,145328,2449.93,0,2449.93,205918,Netherlands,Paramus,Wyoming,336.56,False
ORD#104125126,2021-12-08 05:07:21.534265,167244,4337.0,15,3686.45,75517,Ireland,Revere,Florida,650.37,True
ORD#104130250,2016-12-06 05:45:21.534276,135214,1641.05,0,1641.05,140592,Namibia,South Plainfield,Nebraska,102.5,True
ORD#104135375,2019-07-23 14:43:21.534287,51723,1478.1,0,1478.1,158889,St. Barthélemy,Kearney,Alabama,172.6,True
ORD#104140501,2024-10-02 14:06:21.534298,182143,936.37,0,936.37,38409,Cape Verde,Fairfield,Louisiana,934.59,True
ORD#104145628,2022-09-21 01:18:21.534309,132469,1610.97,0,1610.97,155538,Ghana,Hopewell,Oregon,825.3,False
ORD#104150756,2024-03-10 04:42:21.534321,18564,893.05,0,893.05,177883,Costa Rica,New Bern,Arizona,551.8,True
ORD#104155885,2018-12-06 18:30:21.534332,214721,2541.27,0,2541.27,176132,Slovakia,Chambersburg,Maryland,697.72,True
ORD#104161015,2015-08-28 20:32:21.534343,91829,3197.03,20,2557.6240000000003,8284,Somalia,Deerfield Beach,Arkansas,929.62,True
ORD#104166146,2020-09-21 03:07:21.534354,187936,2380.08,0,2380.08,189559,Tuvalu,Temple,Georgia,224.28,False
ORD#104171278,2020-07-11 23:58:21.534364,144331,4244.67,15,3607.9695,5990,Nicaragua,Watauga,Idaho,669.27,False
ORD#104176411,2023-02-21 09:35:21.534374,119105,2033.67,12,1789.6296,79091,Iceland,Bangor,Massachusetts,952.62,False
ORD#104181545,2021-03-01 06:19:21.534384,138341,4972.61,15,4226.7185,147675,Morocco,Stafford,New Mexico,696.98,True
ORD#104186680,2023-03-08 10:07:21.534394,220100,579.07,0,579.07,206517,Palau,Highland Park,California,153.76,True
ORD#104191816,2016-08-11 21:52:21.534405,140698,4994.87,25,3746.1525,45781,Bermuda,Kirkland,Alaska,908.5,False
ORD#104196953,2016-08-22 01:11:21.534417,33583,2810.91,0,2810.91,124091,Guernsey,St. Joseph,Wyoming,796.6,False
ORD#104202091,2019-06-24 03:13:21.534428,214172,1383.54,0,1383.54,26720,Bermuda,Eustis,Iowa,693.94,True
ORD#104207230,2017-04-29 12:24:21.534438,102866,4744.33,25,3558.2475,43315,Cook Islands,Bell Gardens,Maryland,942.43,False
ORD#104212370,2022-05-30 12:43:21.534448,94512,4757.88,15,4044.198,2634,Mexico,Lauderhill,Ohio,119.62,False
ORD#104217511,2023-09-12 13:02:21.534458,53016,4557.3,15,3873.705,3165,Botswana,Champlin,Montana,710.61,False
ORD#104222653,2024-01-10 13:20:21.534468,153324,3054.15,10,2748.735,121318,Denmark,Denton,Louisiana,840.46,True
ORD#104227796,2020-02-16 00:18:21.534478,134417,3043.47,10,2739.123,201310,Slovenia,West Des Moines,Utah,286.61,True
ORD#104232940,2016-08-10 23:03:21.534488,203965,3262.15,10,2935.935,34516,Tristan da Cunha,Revere,New Hampshire,313.89,False
ORD#104238085,2017-10-11 13:50:21.534498,42720,2562.99,0,2562.99,104914,Poland,El Mirage,New Jersey,582.42,False
ORD#104243231,2020-09-25 18:17:21.534509,74325,3353.82,10,3018.438,38230,Malaysia,North Port,Rhode Island,425.0,False
ORD#104248378,2020-02-06 18:52:21.534520,78123,1604.57,0,1604.57,107786,Micronesia,Elk River,Tennessee,963.76,False
ORD#104253526,2019-09-19 01:04:21.534531,36748,3692.74,20,2954.192,81865,Diego Garcia,Draper,Nevada,996.35,True
ORD#104258675,2017-06-18 03:21:21.534542,4788,2678.76,0,2678.76,41020,Cyprus,Americus,Nebraska,252.08,True
ORD#104263825,2021-03-28 18:15:21.534554,196909,3158.43,20,2526.744,172758,Bermuda,New Bern,Louisiana,872.06,True
ORD#104268976,2023-09-27 09:21:21.534567,75777,4600.86,15,3910.731,88492,Swaziland,Fountain Valley,Kentucky,148.47,False
ORD#104274128,2019-01-04 10:50:21.534579,141125,4064.06,15,3454.451,140784,Timor-Leste,Johns Creek,Montana,117.01,True
ORD#104279281,2021-02-13 02:06:21.534590,2755,1590.83,0,1590.83,150080,Svalbard & Jan Mayen,Medford,Washington,850.63,True
ORD#104284435,2015-12-27 13:11:21.534601,89408,2805.17,0,2805.17,144580,Caribbean Netherlands,Chesterfield,North Dakota,537.35,False
ORD#104289590,2019-05-02 03:46:21.534613,171461,2146.94,0,2146.94,101908,Congo - Kinshasa,Menomonee Falls,Colorado,307.49,True
ORD#104294746,2020-12-05 06:48:21.534624,67112,3928.76,10,3535.884,42144,Barbados,Kingsville,Vermont,757.03,False
ORD#104299903,2022-10-27 10:40:21.534637,201279,2701.14,0,2701.14,95548,Caribbean Netherlands,Chillicothe,Ohio,600.36,True
ORD#104305061,2020-09-11 09:05:21.534649,142038,3502.08,10,3151.872,162764,Côte d’Ivoire,Prior Lake,Arizona,540.12,False
ORD#104310220,2024-12-23 01:09:21.534660,27793,2817.84,0,2817.84,163013,Kuwait,Riverton,Florida,651.45,True
ORD#104315380,2022-12-01 10:01:21.534671,92713,1333.69,0,1333.69,175883,New Zealand,Akron,Arkansas,562.65,True
ORD#104320541,2018-03-13 07:53:21.534682,34726,4536.62,15,3856.127,53844,Guinea-Bissau,Tustin,Maryland,771.79,False
ORD#104325703,2024-01-18 22:32:21.534693,56327,1612.95,0,1612.95,13293,Norfolk Island,Hamilton,Nevada,632.95,True
ORD#104330866,2015-06-07 01:55:21.534704,95257,4475.77,15,3804.404500000001,74232,Sri Lanka,Whittier,Utah,269.95,False
ORD#104336030,2020-07-01 20:44:21.534715,168467,1542.75,0,1542.75,166227,Iran,Rapid City,Connecticut,519.31,True
ORD#104341195,2018-07-08 01:25:21.534726,186833,3245.89,10,2921.301,219655,Belize,New Hope,Wisconsin,830.92,True
ORD#104346361,2015-04-12 19:01:21.534737,177550,2380.46,0,2380.46,134471,American Samoa,Duncanville,Alaska,334.87,True
ORD#104351528,2020-12-08 18:17:21.534748,146741,4953.57,15,4210.5345,34908,Togo,Springville,Oklahoma,842.75,True
ORD#104356696,2023-06-26 06:29:21.534759,21618,921.13,0,921.13,151670,Kyrgyzstan,Nashua,Utah,925.87,False
