fc_id,fc_release_to_mfg_date,fc_release_to_mfg_count,fc_arrival_from_mfg_date,fc_arrival_from_mfg_count,fc_inspection_date,fc_mfg_facility_id,fc_release_to_shipment_date,mfg_facility_id,to_mfg_facility_arrival_date,from_mfg_facility_departure_date,mfg_facility_input_count,mfg_facility_output_count,mfg_facility_backlog_count,mfg_facility_product_capability_count
FC#149216,2023-06-10 03:27:36.936887,541,2023-06-20 03:27:36.936887,830,2022-05-21 04:24:36.936887,MFG_ID#522,2023-06-30 03:27:36.936887,MFG_ID#522,2023-06-12 03:27:36.936887,2023-06-13 03:27:36.936887,139824,116178,23646,148
FC#115669,2019-06-29 13:10:36.936897,485,2019-07-08 13:10:36.936897,637,2024-12-14 16:07:36.936897,MFG_ID#795,2019-06-26 13:10:36.936897,MFG_ID#795,2019-07-01 13:10:36.936897,2019-07-05 13:10:36.936897,75464,32172,43292,122
FC#189820,2023-11-12 03:39:36.936907,397,2023-11-21 03:39:36.936907,865,2024-08-04 07:47:36.936907,MFG_ID#580,2023-10-31 03:39:36.936907,MFG_ID#580,2023-11-16 03:39:36.936907,2023-11-18 03:39:36.936907,77564,37740,39824,125
FC#26734,2015-12-10 03:21:36.936917,450,2015-12-19 03:21:36.936917,203,2021-02-13 20:44:36.936917,MFG_ID#962,2015-11-22 03:21:36.936917,MFG_ID#962,2015-12-12 03:21:36.936917,2015-12-16 03:21:36.936917,129682,93475,36207,65
FC#72363,2017-11-10 06:30:36.936927,730,2017-11-17 06:30:36.936927,936,2022-07-27 02:59:36.936927,MFG_ID#584,2017-10-18 06:30:36.936927,MFG_ID#584,2017-11-14 06:30:36.936927,2017-11-16 06:30:36.936927,76819,35522,41297,70
FC#158945,2024-10-15 08:51:36.936938,716,2024-10-23 08:51:36.936938,606,2021-08-18 06:13:36.936938,MFG_ID#663,2024-10-07 08:51:36.936938,MFG_ID#663,2024-10-18 08:51:36.936938,2024-10-21 08:51:36.936938,165673,118628,47045,112
FC#138664,2020-06-06 14:46:36.936949,59,2020-06-18 14:46:36.936949,677,2024-07-26 04:53:36.936949,MFG_ID#747,2020-06-09 14:46:36.936949,MFG_ID#747,2020-06-10 14:46:36.936949,2020-06-13 14:46:36.936949,120271,91471,28800,115
FC#174998,2024-01-02 05:28:36.936960,783,2024-01-14 05:28:36.936960,118,2021-09-17 13:38:36.936960,MFG_ID#893,2023-12-26 05:28:36.936960,MFG_ID#893,2024-01-06 05:28:36.936960,2024-01-09 05:28:36.936960,167243,146292,20951,115
FC#56983,2022-03-14 15:36:36.936971,610,2022-03-21 15:36:36.936971,42,2023-09-25 03:13:36.936971,MFG_ID#819,2022-03-10 15:36:36.936971,MFG_ID#819,2022-03-16 15:36:36.936971,2022-03-19 15:36:36.936971,130184,127755,2429,119
FC#85531,2022-01-27 22:24:36.936982,39,2022-02-08 22:24:36.936982,931,2021-03-22 19:33:36.936982,MFG_ID#1152,2022-01-22 22:24:36.936982,MFG_ID#1152,2022-01-31 22:24:36.936982,2022-02-01 22:24:36.936982,154462,121136,33326,90
FC#196726,2023-08-18 20:17:36.936993,510,2023-08-30 20:17:36.936993,226,2022-07-03 13:45:36.936993,MFG_ID#1946,2023-08-14 20:17:36.936993,MFG_ID#1946,2023-08-21 20:17:36.936993,2023-08-25 20:17:36.936993,107149,85874,21275,69
FC#18355,2015-07-23 12:03:36.937004,953,2015-07-31 12:03:36.937004,649,2022-06-12 00:05:36.937004,MFG_ID#701,2015-07-22 12:03:36.937004,MFG_ID#701,2015-07-26 12:03:36.937004,2015-07-28 12:03:36.937004,109075,95953,13122,110
FC#116298,2017-06-18 12:30:36.937015,644,2017-06-25 12:30:36.937015,767,2023-11-07 07:30:36.937015,MFG_ID#1559,2017-05-27 12:30:36.937015,MFG_ID#1559,2017-06-22 12:30:36.937015,2017-06-25 12:30:36.937015,199903,169313,30590,106
FC#141276,2022-11-30 05:12:36.937025,973,2022-12-08 05:12:36.937025,146,2024-01-05 13:45:36.937025,MFG_ID#1352,2022-12-08 05:12:36.937025,MFG_ID#1352,2022-12-02 05:12:36.937025,2022-12-06 05:12:36.937025,131585,83118,48467,86
FC#21853,2016-09-09 20:13:36.937037,397,2016-09-21 20:13:36.937037,823,2021-12-13 14:10:36.937037,MFG_ID#782,2016-08-25 20:13:36.937037,MFG_ID#782,2016-09-11 20:13:36.937037,2016-09-14 20:13:36.937037,104449,76421,28028,72
FC#189725,2016-07-08 19:45:36.937048,923,2016-07-18 19:45:36.937048,510,2024-06-27 03:01:36.937048,MFG_ID#1878,2016-07-22 19:45:36.937048,MFG_ID#1878,2016-07-10 19:45:36.937048,2016-07-12 19:45:36.937048,131999,131169,830,127
FC#10604,2023-05-21 16:45:36.937059,927,2023-05-31 16:45:36.937059,36,2023-10-11 12:24:36.937059,MFG_ID#787,2023-04-28 16:45:36.937059,MFG_ID#787,2023-05-24 16:45:36.937059,2023-05-25 16:45:36.937059,135967,90815,45152,142
FC#117821,2015-04-10 02:38:36.937070,163,2015-04-21 02:38:36.937070,757,2023-12-09 12:32:36.937070,MFG_ID#1510,2015-03-31 02:38:36.937070,MFG_ID#1510,2015-04-14 02:38:36.937070,2015-04-18 02:38:36.937070,79359,57779,21580,124
FC#2295,2020-06-05 23:24:36.937080,634,2020-06-16 23:24:36.937080,29,2022-12-26 09:01:36.937080,MFG_ID#902,2020-06-15 23:24:36.937080,MFG_ID#902,2020-06-08 23:24:36.937080,2020-06-10 23:24:36.937080,194789,168899,25890,146
FC#128144,2015-11-24 09:10:36.937092,490,2015-12-03 09:10:36.937092,775,2024-02-21 11:22:36.937092,MFG_ID#1128,2015-12-01 09:10:36.937092,MFG_ID#1128,2015-11-26 09:10:36.937092,2015-11-27 09:10:36.937092,76132,39546,36586,107
FC#30226,2019-03-25 02:35:36.937106,311,2019-04-03 02:35:36.937106,158,2022-07-30 11:53:36.937106,MFG_ID#1544,2019-03-21 02:35:36.937106,MFG_ID#1544,2019-03-27 02:35:36.937106,2019-03-28 02:35:36.937106,196847,166692,30155,93
FC#47979,2016-05-30 18:07:36.937117,235,2016-06-10 18:07:36.937117,926,2023-01-30 20:08:36.937117,MFG_ID#968,2016-05-20 18:07:36.937117,MFG_ID#968,2016-06-03 18:07:36.937117,2016-06-06 18:07:36.937117,138028,135987,2041,89
FC#101621,2019-10-28 21:30:36.937128,708,2019-11-07 21:30:36.937128,538,2021-09-08 17:26:36.937128,MFG_ID#1435,2019-10-25 21:30:36.937128,MFG_ID#1435,2019-10-31 21:30:36.937128,2019-11-02 21:30:36.937128,107954,96902,11052,120
FC#117517,2021-05-16 10:05:36.937139,109,2021-05-24 10:05:36.937139,119,2021-09-02 23:24:36.937139,MFG_ID#1066,2021-05-06 10:05:36.937139,MFG_ID#1066,2021-05-20 10:05:36.937139,2021-05-22 10:05:36.937139,153449,152558,891,69
FC#176993,2024-05-26 02:29:36.937150,539,2024-06-05 02:29:36.937150,783,2023-12-22 17:41:36.937150,MFG_ID#815,2024-05-18 02:29:36.937150,MFG_ID#815,2024-05-29 02:29:36.937150,2024-06-01 02:29:36.937150,97489,90988,6501,108
FC#177698,2017-08-25 12:05:36.937161,21,2017-09-05 12:05:36.937161,953,2023-02-03 10:55:36.937161,MFG_ID#1456,2017-08-21 12:05:36.937161,MFG_ID#1456,2017-08-28 12:05:36.937161,2017-08-31 12:05:36.937161,108277,107085,1192,113
FC#156932,2020-11-25 09:14:36.937172,742,2020-12-04 09:14:36.937172,953,2023-05-26 13:33:36.937172,MFG_ID#1545,2020-11-10 09:14:36.937172,MFG_ID#1545,2020-11-29 09:14:36.937172,2020-11-30 09:14:36.937172,162567,123746,38821,132
FC#124072,2015-07-31 21:57:36.937183,545,2015-08-12 21:57:36.937183,874,2021-07-01 09:18:36.937183,MFG_ID#1099,2015-07-29 21:57:36.937183,MFG_ID#1099,2015-08-04 21:57:36.937183,2015-08-05 21:57:36.937183,117022,78909,38113,78
FC#188717,2016-09-30 14:07:36.937193,664,2016-10-08 14:07:36.937193,600,2023-10-12 21:19:36.937193,MFG_ID#1349,2016-09-21 14:07:36.937193,MFG_ID#1349,2016-10-04 14:07:36.937193,2016-10-08 14:07:36.937193,170451,134203,36248,93
FC#81291,2019-12-16 21:22:36.937203,756,2019-12-28 21:22:36.937203,42,2021-11-01 04:20:36.937203,MFG_ID#583,2020-01-01 21:22:36.937203,MFG_ID#583,2019-12-19 21:22:36.937203,2019-12-20 21:22:36.937203,123659,102949,20710,100
FC#188455,2024-11-19 00:12:36.937214,228,2024-11-30 00:12:36.937214,185,2023-09-15 22:07:36.937214,MFG_ID#1221,2024-11-25 00:12:36.937214,MFG_ID#1221,2024-11-22 00:12:36.937214,2024-11-23 00:12:36.937214,116961,90233,26728,102
FC#142816,2018-10-16 21:31:36.937223,323,2018-10-26 21:31:36.937223,942,2021-12-16 15:04:36.937223,MFG_ID#591,2018-10-10 21:31:36.937223,MFG_ID#591,2018-10-19 21:31:36.937223,2018-10-21 21:31:36.937223,130382,125961,4421,140
FC#126766,2019-09-01 03:27:36.937233,988,2019-09-10 03:27:36.937233,372,2023-10-18 16:07:36.937233,MFG_ID#1333,2019-09-02 03:27:36.937233,MFG_ID#1333,2019-09-05 03:27:36.937233,2019-09-09 03:27:36.937233,144342,127017,17325,144
FC#91850,2017-12-02 04:16:36.937243,329,2017-12-11 04:16:36.937243,479,2024-09-29 11:02:36.937243,MFG_ID#1961,2017-11-16 04:16:36.937243,MFG_ID#1961,2017-12-05 04:16:36.937243,2017-12-06 04:16:36.937243,107429,67323,40106,133
FC#53401,2022-03-30 23:25:36.937252,242,2022-04-09 23:25:36.937252,679,2022-04-05 18:14:36.937252,MFG_ID#1334,2022-03-19 23:25:36.937252,MFG_ID#1334,2022-04-02 23:25:36.937252,2022-04-04 23:25:36.937252,163242,115535,47707,54
FC#45812,2016-02-21 16:29:36.937262,816,2016-02-29 16:29:36.937262,270,2023-08-12 07:49:36.937262,MFG_ID#528,2016-02-11 16:29:36.937262,MFG_ID#528,2016-02-24 16:29:36.937262,2016-02-28 16:29:36.937262,130596,107313,23283,133
FC#143111,2023-11-18 23:44:36.937272,634,2023-11-26 23:44:36.937272,12,2021-05-23 16:53:36.937272,MFG_ID#990,2023-11-08 23:44:36.937272,MFG_ID#990,2023-11-21 23:44:36.937272,2023-11-22 23:44:36.937272,137167,125182,11985,108
FC#105354,2023-04-08 19:38:36.937282,600,2023-04-20 19:38:36.937282,724,2024-08-20 06:26:36.937282,MFG_ID#1313,2023-04-16 19:38:36.937282,MFG_ID#1313,2023-04-12 19:38:36.937282,2023-04-16 19:38:36.937282,80927,59062,21865,101
FC#118636,2020-03-12 02:34:36.937292,654,2020-03-23 02:34:36.937292,796,2021-06-28 01:16:36.937292,MFG_ID#526,2020-03-24 02:34:36.937292,MFG_ID#526,2020-03-14 02:34:36.937292,2020-03-15 02:34:36.937292,145921,126002,19919,105
FC#92694,2015-03-23 08:55:36.937301,27,2015-04-04 08:55:36.937301,436,2023-07-12 18:04:36.937301,MFG_ID#935,2015-03-20 08:55:36.937301,MFG_ID#935,2015-03-26 08:55:36.937301,2015-03-27 08:55:36.937301,121248,81293,39955,139
FC#126514,2024-06-11 02:41:36.937311,913,2024-06-18 02:41:36.937311,756,2022-11-21 09:50:36.937311,MFG_ID#1322,2024-06-06 02:41:36.937311,MFG_ID#1322,2024-06-15 02:41:36.937311,2024-06-18 02:41:36.937311,129778,126623,3155,55
FC#148032,2019-03-30 14:23:36.937321,967,2019-04-06 14:23:36.937321,725,2023-08-19 21:08:36.937321,MFG_ID#888,2019-03-22 14:23:36.937321,MFG_ID#888,2019-04-01 14:23:36.937321,2019-04-04 14:23:36.937321,165371,157658,7713,106
FC#158480,2019-09-17 20:39:36.937331,99,2019-09-25 20:39:36.937331,565,2023-01-09 12:21:36.937331,MFG_ID#1082,2019-09-09 20:39:36.937331,MFG_ID#1082,2019-09-19 20:39:36.937331,2019-09-22 20:39:36.937331,174231,168836,5395,125
FC#94044,2016-02-10 20:55:36.937341,387,2016-02-19 20:55:36.937341,515,2022-04-27 18:14:36.937341,MFG_ID#1630,2016-01-31 20:55:36.937341,MFG_ID#1630,2016-02-14 20:55:36.937341,2016-02-15 20:55:36.937341,136001,110106,25895,73
FC#39360,2024-10-14 08:25:36.937352,310,2024-10-23 08:25:36.937352,697,2023-06-18 02:32:36.937352,MFG_ID#1640,2024-09-28 08:25:36.937352,MFG_ID#1640,2024-10-17 08:25:36.937352,2024-10-20 08:25:36.937352,183200,167834,15366,114
FC#93938,2024-09-22 23:02:36.937363,643,2024-09-29 23:02:36.937363,818,2024-11-01 06:15:36.937363,MFG_ID#1845,2024-09-05 23:02:36.937363,MFG_ID#1845,2024-09-24 23:02:36.937363,2024-09-26 23:02:36.937363,75789,63331,12458,89
FC#3322,2021-02-19 20:37:36.937374,458,2021-02-26 20:37:36.937374,860,2021-03-13 16:12:36.937374,MFG_ID#1291,2021-02-05 20:37:36.937374,MFG_ID#1291,2021-02-23 20:37:36.937374,2021-02-24 20:37:36.937374,150618,102531,48087,115
FC#29675,2016-05-03 22:14:36.937385,207,2016-05-14 22:14:36.937385,541,2021-07-14 12:11:36.937385,MFG_ID#1714,2016-05-17 22:14:36.937385,MFG_ID#1714,2016-05-05 22:14:36.937385,2016-05-08 22:14:36.937385,187567,137802,49765,107
FC#163262,2023-11-17 22:14:36.937396,835,2023-11-25 22:14:36.937396,777,2024-10-29 15:05:36.937396,MFG_ID#1950,2023-11-10 22:14:36.937396,MFG_ID#1950,2023-11-19 22:14:36.937396,2023-11-23 22:14:36.937396,157407,110010,47397,52
FC#68206,2016-02-23 10:59:36.937407,614,2016-03-06 10:59:36.937407,302,2023-11-29 11:17:36.937407,MFG_ID#1846,2016-02-24 10:59:36.937407,MFG_ID#1846,2016-02-27 10:59:36.937407,2016-02-28 10:59:36.937407,198722,150265,48457,76
FC#124715,2023-04-29 02:58:36.937418,918,2023-05-10 02:58:36.937418,654,2022-08-23 03:07:36.937418,MFG_ID#1236,2023-04-26 02:58:36.937418,MFG_ID#1236,2023-05-02 02:58:36.937418,2023-05-03 02:58:36.937418,103032,62165,40867,59
FC#57947,2017-09-14 19:15:36.937429,582,2017-09-25 19:15:36.937429,886,2022-01-09 19:41:36.937429,MFG_ID#1405,2017-09-12 19:15:36.937429,MFG_ID#1405,2017-09-17 19:15:36.937429,2017-09-21 19:15:36.937429,143180,100666,42514,100
FC#194291,2017-07-08 02:55:36.937440,559,2017-07-20 02:55:36.937440,837,2021-12-16 02:07:36.937440,MFG_ID#1918,2017-06-22 02:55:36.937440,MFG_ID#1918,2017-07-10 02:55:36.937440,2017-07-11 02:55:36.937440,144544,127515,17029,78
FC#141349,2023-04-01 19:39:36.937451,985,2023-04-08 19:39:36.937451,506,2023-08-24 13:55:36.937451,MFG_ID#1454,2023-03-10 19:39:36.937451,MFG_ID#1454,2023-04-05 19:39:36.937451,2023-04-06 19:39:36.937451,199581,199511,70,93
FC#14434,2015-10-07 15:40:36.937462,554,2015-10-18 15:40:36.937462,28,2025-01-31 17:27:36.937462,MFG_ID#1675,2015-10-15 15:40:36.937462,MFG_ID#1675,2015-10-09 15:40:36.937462,2015-10-10 15:40:36.937462,133637,125383,8254,95
FC#61723,2017-01-24 09:21:36.937474,52,2017-02-03 09:21:36.937474,666,2021-11-16 15:56:36.937474,MFG_ID#1600,2017-01-29 09:21:36.937474,MFG_ID#1600,2017-01-28 09:21:36.937474,2017-01-29 09:21:36.937474,125897,88485,37412,79
FC#46549,2017-07-31 08:37:36.937485,884,2017-08-07 08:37:36.937485,305,2023-08-26 06:29:36.937485,MFG_ID#783,2017-07-30 08:37:36.937485,MFG_ID#783,2017-08-03 08:37:36.937485,2017-08-04 08:37:36.937485,168959,142625,26334,128
FC#175044,2022-02-06 21:25:36.937496,368,2022-02-18 21:25:36.937496,917,2022-01-09 15:06:36.937496,MFG_ID#861,2022-01-19 21:25:36.937496,MFG_ID#861,2022-02-10 21:25:36.937496,2022-02-11 21:25:36.937496,89028,55076,33952,116
FC#199026,2023-05-15 05:07:36.937507,270,2023-05-25 05:07:36.937507,79,2021-12-08 07:21:36.937507,MFG_ID#1401,2023-05-22 05:07:36.937507,MFG_ID#1401,2023-05-18 05:07:36.937507,2023-05-19 05:07:36.937507,80164,57870,22294,95
FC#73272,2018-08-20 12:05:36.937518,972,2018-08-27 12:05:36.937518,949,2021-08-06 02:06:36.937518,MFG_ID#746,2018-08-24 12:05:36.937518,MFG_ID#746,2018-08-24 12:05:36.937518,2018-08-25 12:05:36.937518,75285,64466,10819,82
FC#70391,2023-11-03 01:03:36.937529,566,2023-11-12 01:03:36.937529,231,2021-11-27 12:17:36.937529,MFG_ID#1407,2023-10-30 01:03:36.937529,MFG_ID#1407,2023-11-05 01:03:36.937529,2023-11-06 01:03:36.937529,109858,66022,43836,127
FC#81060,2024-06-19 00:22:36.937541,72,2024-06-30 00:22:36.937541,592,2021-06-20 07:31:36.937541,MFG_ID#1600,2024-06-06 00:22:36.937541,MFG_ID#1600,2024-06-23 00:22:36.937541,2024-06-27 00:22:36.937541,110157,86111,24046,96
FC#107602,2023-09-25 04:14:36.937552,225,2023-10-06 04:14:36.937552,333,2021-10-26 10:36:36.937552,MFG_ID#1124,2023-09-09 04:14:36.937552,MFG_ID#1124,2023-09-29 04:14:36.937552,2023-09-30 04:14:36.937552,180644,144348,36296,74
FC#154715,2018-05-24 05:23:36.937564,370,2018-05-31 05:23:36.937564,136,2021-09-06 18:26:36.937564,MFG_ID#685,2018-05-02 05:23:36.937564,MFG_ID#685,2018-05-28 05:23:36.937564,2018-05-31 05:23:36.937564,170667,149086,21581,114
FC#42226,2017-05-20 21:42:36.937575,274,2017-05-31 21:42:36.937575,965,2022-05-21 01:38:36.937575,MFG_ID#1063,2017-04-29 21:42:36.937575,MFG_ID#1063,2017-05-23 21:42:36.937575,2017-05-24 21:42:36.937575,125626,75738,49888,100
FC#145067,2022-04-18 21:37:36.937586,940,2022-04-27 21:37:36.937586,500,2022-06-23 22:39:36.937586,MFG_ID#949,2022-04-28 21:37:36.937586,MFG_ID#949,2022-04-22 21:37:36.937586,2022-04-24 21:37:36.937586,113615,98777,14838,60
FC#151373,2019-08-22 08:21:36.937597,796,2019-09-01 08:21:36.937597,317,2021-03-04 02:33:36.937597,MFG_ID#1384,2019-08-20 08:21:36.937597,MFG_ID#1384,2019-08-25 08:21:36.937597,2019-08-28 08:21:36.937597,97677,74796,22881,117
FC#136169,2019-01-16 04:19:36.937608,652,2019-01-26 04:19:36.937608,170,2021-05-24 07:38:36.937608,MFG_ID#504,2019-01-18 04:19:36.937608,MFG_ID#504,2019-01-20 04:19:36.937608,2019-01-23 04:19:36.937608,193285,179528,13757,121
FC#156780,2017-12-21 03:09:36.937618,451,2017-12-29 03:09:36.937618,714,2024-12-12 09:26:36.937618,MFG_ID#1518,2017-12-05 03:09:36.937618,MFG_ID#1518,2017-12-24 03:09:36.937618,2017-12-26 03:09:36.937618,198184,184297,13887,84
FC#166093,2020-12-11 21:47:36.937629,643,2020-12-19 21:47:36.937629,359,2021-05-21 11:38:36.937629,MFG_ID#1069,2020-12-04 21:47:36.937629,MFG_ID#1069,2020-12-15 21:47:36.937629,2020-12-18 21:47:36.937629,125601,113643,11958,57
FC#152397,2019-10-12 10:22:36.937640,501,2019-10-23 10:22:36.937640,272,2024-08-25 23:58:36.937640,MFG_ID#1392,2019-10-15 10:22:36.937640,MFG_ID#1392,2019-10-15 10:22:36.937640,2019-10-16 10:22:36.937640,194972,163109,31863,65
FC#163016,2019-09-19 14:08:36.937651,393,2019-09-28 14:08:36.937651,476,2022-03-05 18:48:36.937651,MFG_ID#1825,2019-09-26 14:08:36.937651,MFG_ID#1825,2019-09-21 14:08:36.937651,2019-09-22 14:08:36.937651,166614,126471,40143,61
FC#155574,2015-08-05 18:41:36.937662,822,2015-08-17 18:41:36.937662,116,2022-10-26 16:41:36.937662,MFG_ID#1470,2015-07-18 18:41:36.937662,MFG_ID#1470,2015-08-08 18:41:36.937662,2015-08-12 18:41:36.937662,108563,74959,33604,138
FC#96869,2023-06-30 14:21:36.937673,167,2023-07-09 14:21:36.937673,36,2022-09-24 03:38:36.937673,MFG_ID#1798,2023-06-21 14:21:36.937673,MFG_ID#1798,2023-07-02 14:21:36.937673,2023-07-04 14:21:36.937673,191464,159922,31542,120
FC#129203,2020-05-14 22:46:36.937683,598,2020-05-25 22:46:36.937683,249,2021-11-16 22:16:36.937683,MFG_ID#899,2020-05-01 22:46:36.937683,MFG_ID#899,2020-05-17 22:46:36.937683,2020-05-19 22:46:36.937683,144637,98766,45871,124
FC#162184,2020-08-25 02:59:36.937693,608,2020-09-05 02:59:36.937693,607,2023-12-22 21:51:36.937693,MFG_ID#1776,2020-08-10 02:59:36.937693,MFG_ID#1776,2020-08-28 02:59:36.937693,2020-09-01 02:59:36.937693,195707,153966,41741,136
FC#52602,2017-11-11 08:44:36.937703,65,2017-11-22 08:44:36.937703,38,2022-03-28 15:18:36.937703,MFG_ID#1098,2017-11-03 08:44:36.937703,MFG_ID#1098,2017-11-13 08:44:36.937703,2017-11-16 08:44:36.937703,107350,64725,42625,139
FC#122353,2017-03-29 04:32:36.937713,972,2017-04-10 04:32:36.937713,876,2021-03-05 15:05:36.937713,MFG_ID#554,2017-03-10 04:32:36.937713,MFG_ID#554,2017-03-31 04:32:36.937713,2017-04-01 04:32:36.937713,160044,113118,46926,66
FC#40874,2021-03-05 05:31:36.937722,167,2021-03-12 05:31:36.937722,955,2022-08-15 19:54:36.937722,MFG_ID#1732,2021-03-07 05:31:36.937722,MFG_ID#1732,2021-03-07 05:31:36.937722,2021-03-09 05:31:36.937722,192806,178070,14736,100
FC#27998,2021-05-14 20:35:36.937732,655,2021-05-21 20:35:36.937732,800,2022-12-11 12:28:36.937732,MFG_ID#625,2021-05-01 20:35:36.937732,MFG_ID#625,2021-05-16 20:35:36.937732,2021-05-17 20:35:36.937732,126744,84863,41881,135
FC#106778,2019-06-01 08:32:36.937742,963,2019-06-13 08:32:36.937742,868,2024-07-31 23:06:36.937742,MFG_ID#619,2019-05-12 08:32:36.937742,MFG_ID#619,2019-06-04 08:32:36.937742,2019-06-08 08:32:36.937742,106689,100575,6114,65
FC#72807,2018-12-09 09:29:36.937751,329,2018-12-20 09:29:36.937751,902,2023-11-14 06:23:36.937751,MFG_ID#1269,2018-12-17 09:29:36.937751,MFG_ID#1269,2018-12-12 09:29:36.937751,2018-12-15 09:29:36.937751,173264,127507,45757,113
FC#102659,2023-08-30 21:45:36.937762,556,2023-09-07 21:45:36.937762,471,2024-02-25 03:20:36.937762,MFG_ID#728,2023-08-26 21:45:36.937762,MFG_ID#728,2023-09-03 21:45:36.937762,2023-09-05 21:45:36.937762,158228,145273,12955,89
FC#38284,2018-04-14 13:17:36.937773,395,2018-04-24 13:17:36.937773,201,2022-03-04 23:47:36.937773,MFG_ID#1143,2018-04-03 13:17:36.937773,MFG_ID#1143,2018-04-16 13:17:36.937773,2018-04-18 13:17:36.937773,124519,95155,29364,93
FC#115890,2020-09-19 15:55:36.937783,947,2020-09-30 15:55:36.937783,944,2021-11-16 18:44:36.937783,MFG_ID#835,2020-10-14 15:55:36.937783,MFG_ID#835,2020-09-21 15:55:36.937783,2020-09-24 15:55:36.937783,175206,171987,3219,50
FC#39291,2021-07-01 09:32:36.937792,479,2021-07-13 09:32:36.937792,606,2022-07-21 05:58:36.937792,MFG_ID#1514,2021-06-22 09:32:36.937792,MFG_ID#1514,2021-07-05 09:32:36.937792,2021-07-08 09:32:36.937792,105652,60659,44993,94
FC#195702,2022-10-14 08:31:36.937802,132,2022-10-25 08:31:36.937802,298,2022-02-12 19:02:36.937802,MFG_ID#1611,2022-10-29 08:31:36.937802,MFG_ID#1611,2022-10-17 08:31:36.937802,2022-10-21 08:31:36.937802,187355,167341,20014,82
FC#121394,2018-04-29 01:09:36.937812,553,2018-05-09 01:09:36.937812,150,2021-12-11 23:19:36.937812,MFG_ID#1796,2018-04-16 01:09:36.937812,MFG_ID#1796,2018-05-02 01:09:36.937812,2018-05-04 01:09:36.937812,191551,161533,30018,121
FC#192704,2021-01-13 07:44:36.937822,958,2021-01-24 07:44:36.937822,673,2024-11-11 22:08:36.937822,MFG_ID#1840,2020-12-30 07:44:36.937822,MFG_ID#1840,2021-01-17 07:44:36.937822,2021-01-21 07:44:36.937822,145249,122986,22263,93
FC#27440,2020-06-11 13:07:36.937832,426,2020-06-18 13:07:36.937832,522,2021-09-29 11:41:36.937832,MFG_ID#1375,2020-06-01 13:07:36.937832,MFG_ID#1375,2020-06-13 13:07:36.937832,2020-06-15 13:07:36.937832,155199,126527,28672,73
FC#161779,2020-02-15 13:31:36.937842,170,2020-02-25 13:31:36.937842,349,2024-11-07 03:59:36.937842,MFG_ID#746,2020-02-16 13:31:36.937842,MFG_ID#746,2020-02-18 13:31:36.937842,2020-02-20 13:31:36.937842,151180,113748,37432,50
FC#38906,2015-08-25 23:20:36.937854,549,2015-09-06 23:20:36.937854,490,2021-10-04 14:21:36.937854,MFG_ID#530,2015-08-06 23:20:36.937854,MFG_ID#530,2015-08-28 23:20:36.937854,2015-08-30 23:20:36.937854,198102,182785,15317,99
FC#104685,2015-04-06 05:39:36.937865,745,2015-04-18 05:39:36.937865,231,2022-03-08 14:21:36.937865,MFG_ID#978,2015-03-28 05:39:36.937865,MFG_ID#978,2015-04-09 05:39:36.937865,2015-04-11 05:39:36.937865,116626,90607,26019,112
FC#56019,2018-03-16 14:23:36.937875,279,2018-03-24 14:23:36.937875,615,2021-10-01 00:07:36.937875,MFG_ID#596,2018-02-24 14:23:36.937875,MFG_ID#596,2018-03-20 14:23:36.937875,2018-03-21 14:23:36.937875,144750,134881,9869,147
FC#106321,2016-02-01 19:11:36.937886,622,2016-02-11 19:11:36.937886,110,2022-05-28 04:13:36.937886,MFG_ID#1170,2016-01-17 19:11:36.937886,MFG_ID#1170,2016-02-05 19:11:36.937886,2016-02-08 19:11:36.937886,132253,120119,12134,93
FC#10457,2018-08-18 19:36:36.937897,105,2018-08-27 19:36:36.937897,722,2021-06-22 20:01:36.937897,MFG_ID#542,2018-08-23 19:36:36.937897,MFG_ID#542,2018-08-22 19:36:36.937897,2018-08-24 19:36:36.937897,144671,110996,33675,60
FC#178225,2024-09-29 07:56:36.937908,329,2024-10-06 07:56:36.937908,200,2021-05-19 20:52:36.937908,MFG_ID#1595,2024-09-17 07:56:36.937908,MFG_ID#1595,2024-10-03 07:56:36.937908,2024-10-07 07:56:36.937908,114487,77151,37336,79
FC#180530,2018-01-22 13:02:36.937919,243,2018-01-29 13:02:36.937919,606,2022-10-25 08:01:36.937919,MFG_ID#1648,2018-01-04 13:02:36.937919,MFG_ID#1648,2018-01-24 13:02:36.937919,2018-01-26 13:02:36.937919,100721,92940,7781,134
FC#46010,2020-03-10 04:04:36.937930,991,2020-03-20 04:04:36.937930,516,2023-11-28 01:49:36.937930,MFG_ID#658,2020-03-09 04:04:36.937930,MFG_ID#658,2020-03-13 04:04:36.937930,2020-03-14 04:04:36.937930,179825,170662,9163,67
FC#134678,2022-02-14 06:57:36.937941,968,2022-02-25 06:57:36.937941,985,2023-01-23 02:53:36.937941,MFG_ID#699,2022-01-26 06:57:36.937941,MFG_ID#699,2022-02-16 06:57:36.937941,2022-02-18 06:57:36.937941,149927,110731,39196,71
FC#153048,2022-08-08 00:54:36.937951,100,2022-08-16 00:54:36.937951,462,2021-10-27 09:49:36.937951,MFG_ID#1081,2022-08-25 00:54:36.937951,MFG_ID#1081,2022-08-10 00:54:36.937951,2022-08-13 00:54:36.937951,195303,150159,45144,77
