order_id,shipment_date,invoice_number,shipment_from_city,shipment_to_city,invoice_amount
ORD#142023860,2023-06-26 19:56:33.813169,ATZW7007-169,Evansville,Twin Falls,2191.5
ORD#142028556,2018-05-12 13:11:33.813179,RNWE4010-348,Gillette,Tallmadge,640.82
ORD#142033253,2023-07-10 01:55:33.813189,XHET8628-578,Rocky Mount,South Burlington,3419.6945
ORD#142037951,2015-10-17 13:36:33.813199,HZQE8831-452,Kankakee,Murrieta,1501.47
ORD#142042650,2024-11-08 08:18:33.813209,BRKP8595-798,Fresno,Atlantic City,3392.343
ORD#142047350,2023-12-12 17:18:33.813220,KEGI5602-511,Lenoir,El Reno,943.27
ORD#142052051,2024-05-14 16:08:33.813230,XKIK1414-148,Sandy,Akron,3202.6050000000005
ORD#142056753,2023-07-24 21:41:33.813240,EUWS4702-796,Carmel,Merrillville,4049.366
ORD#142061456,2019-09-18 13:17:33.813250,PJEQ2565-018,Parker,Muncie,2681.81
ORD#142066160,2018-08-19 14:04:33.813260,HEVH8823-708,Midwest City,Vancouver,2738.232
ORD#142070865,2023-03-15 15:40:33.813270,QQOK2100-853,Honolulu,Missouri City,859.29
ORD#142075571,2018-08-22 01:16:33.813280,CRYI2678-033,Novato,Keller,3060.243
ORD#142080278,2015-10-05 21:54:33.813290,CANY9698-577,Casa Grande,New Brighton,2101.0352
ORD#142084986,2024-12-07 10:42:33.813300,KSHZ8703-696,Parma Heights,Monrovia,3442.86
ORD#142089695,2017-03-20 13:30:33.813310,QDBM1292-810,Aliso Viejo,Trussville,2280.92
ORD#142094405,2015-12-17 17:39:33.813321,IBRM0742-500,Dubuque,Fort Smith,3543.543
ORD#142099116,2024-10-05 15:16:33.813330,EQWR3622-138,Tupelo,McDonough,1675.39
ORD#142103828,2019-05-20 17:15:33.813340,JBWY3545-221,Evansville,Bell Gardens,3913.4765
ORD#142108541,2018-05-09 21:12:33.813350,UXHD8154-516,Holladay,Clearfield,3109.203
ORD#142113255,2023-10-09 01:56:33.813360,KRWC1859-414,Tooele,Laredo,2593.59
ORD#142117970,2023-04-22 06:28:33.813370,RRCC4532-026,Warren,Stow,1546.38
ORD#142122686,2021-11-18 12:59:33.813380,XOXH2556-335,Opelousas,Fontana,2850.183
ORD#142127403,2021-07-06 04:44:33.813390,VTDA4537-723,Reynoldsburg,Evanston,841.22
ORD#142132121,2016-04-06 01:48:33.813400,LFLY9866-021,Boulder,Pleasant Hill,1549.51
ORD#142136840,2023-06-18 11:51:33.813410,WJBZ2465-445,Seymour,East Cleveland,2886.192
ORD#142141560,2016-06-05 09:51:33.813420,MJYD4429-957,Reynoldsburg,Oakland,3641.485
ORD#142146281,2023-03-24 14:11:33.813430,ZGCC8762-330,Titusville,Newport,1945.02
ORD#142151003,2015-10-17 20:56:33.813440,ZWEH2768-651,Riviera Beach,Homewood,1592.53
ORD#142155726,2020-10-04 11:50:33.813450,PKYH6036-886,Greensboro,Council Bluffs,3424.923
ORD#142160450,2021-12-24 06:14:33.813460,NEVA5040-260,Parkland,Janesville,584.74
ORD#142165175,2022-02-09 10:21:33.813470,DYFW2249-629,Beloit,Poway,2896.965
ORD#142169901,2022-01-01 02:11:33.813480,COZT6554-612,Ballwin,Marana,2794.851
ORD#142174628,2018-12-10 01:57:33.813490,WYHK2315-650,Harlingen,Urbana,1452.92
ORD#142179356,2020-04-11 22:59:33.813501,FPTW4473-678,Hinsdale,Oakland,2111.78
ORD#142184085,2022-06-16 18:39:33.813510,PODR9598-063,Coachella,Berwyn,1489.05
ORD#142188815,2018-06-23 03:39:33.813520,AOHM6334-129,Sierra Vista,Cliffside Park,3590.502
ORD#142193546,2019-10-14 21:58:33.813530,WLGY8253-939,Hurst,Montgomery,586.75
ORD#142198278,2018-08-28 22:51:33.813540,CGXF8381-661,Burlington,Calabasas,3050.464
ORD#142203011,2016-02-26 18:03:33.813550,EFAA1788-822,Pottstown,Marlborough,283.33
ORD#142207745,2017-02-05 21:41:33.813560,QNXF2005-596,Atascadero,Taylorsville,1091.57
ORD#142212480,2021-10-02 01:35:33.813570,VMCN9774-433,Muncie,Wauwatosa,2776.0950000000003
ORD#142217216,2015-12-11 08:08:33.813581,OEOO6283-522,Tyler,Miramar,931.55
ORD#142221953,2020-02-24 21:03:33.813592,BSDI6629-759,Papillion,Tulare,4089.231
ORD#142226691,2019-07-31 11:29:33.813602,PGWB6708-099,Stockton,Racine,808.85
ORD#142231430,2024-07-14 08:17:33.813612,QTEO9960-918,Victoria,Santee,3360.672
ORD#142236170,2023-01-08 00:58:33.813622,VBZC7672-373,Schererville,Olathe,3030.444
ORD#142240911,2019-03-30 02:03:33.813632,YUNH0580-217,Marion,Aiken,3598.4239999999995
ORD#142245653,2022-06-03 18:30:33.813641,ABJR9267-527,Southgate,Oak Forest,3503.457
ORD#142250396,2016-07-17 13:04:33.813651,RMDB6305-886,Encinitas,Dumont,1117.59
ORD#142255140,2022-01-28 10:15:33.813662,LVOH8969-807,San Carlos,Hazelwood,933.69
ORD#142259885,2019-04-02 04:25:33.813671,QLQZ4551-240,Jeffersonville,Hollister,1995.38
ORD#142264631,2022-04-12 05:43:33.813681,HCUO4296-686,Newport,Birmingham,3543.463
ORD#142269378,2024-04-08 22:30:33.813691,DUAS4722-156,North Canton,Burlingame,2912.74
ORD#142274126,2019-10-27 05:00:33.813703,XTOI4943-932,Torrance,La Puente,2724.318
ORD#142278875,2025-01-01 12:22:33.813713,RONN4201-557,Northbrook,Pueblo,1711.42
ORD#142283625,2017-11-16 13:01:33.813723,ATVE8839-977,Watsonville,Oak Forest,975.9
ORD#142288376,2020-12-20 08:20:33.813733,ESQQ1704-168,Mishawaka,Bell Gardens,2961.05
ORD#142293128,2019-06-17 14:01:33.813743,COBF6499-154,Bethel Park,Hoboken,1824.85
ORD#142297881,2022-10-12 05:59:33.813753,SXEW3097-228,Galt,Johns Creek,2202.38
ORD#142302635,2022-09-03 19:43:33.813763,HRVW9683-747,South Milwaukee,Smyrna,3854.2315
ORD#142307390,2015-07-30 01:30:33.813773,UKZN2123-976,Evans,Cary,3865.12
ORD#142312146,2016-03-05 07:30:33.813783,BKYM2059-270,Bethel Park,East St. Louis,803.98
ORD#142316903,2020-12-05 14:16:33.813792,FHNJ7947-828,Cary,Ossining,2277.3344
ORD#142321661,2015-10-26 18:07:33.813802,YJMD8649-491,Cliffside Park,Lomita,400.7
ORD#142326420,2022-12-17 21:41:33.813812,TWXH4985-452,Oak Park,Douglas,1647.34
ORD#142331180,2018-12-18 23:44:33.813822,ITMH7062-723,Forest Lake,Montclair,4149.9125
ORD#142335941,2023-07-12 03:24:33.813832,FOEG4748-167,Piqua,Foster City,2164.2544000000003
ORD#142340703,2023-04-02 09:33:33.813842,FZYR9784-102,Schaumburg,Lancaster,502.97
ORD#142345466,2022-10-21 02:49:33.813852,BVEO4872-779,Lewiston,North Las Vegas,3017.934
ORD#142350230,2019-08-27 06:03:33.813862,ZAYI1252-322,Leavenworth,Chapel Hill,2119.81
ORD#142354995,2020-01-12 03:08:33.813873,BURB3369-543,Prattville,Jackson,2817.44
ORD#142359761,2018-02-21 05:19:33.813884,OAWD9366-423,Torrington,Pinole,283.53
ORD#142364528,2015-06-05 14:14:33.813894,WWKK4036-719,Anderson,Albany,3563.931
ORD#142369296,2016-08-16 01:30:33.813904,QOGP7478-843,Del City,Pampa,3544.0155000000004
ORD#142374065,2017-06-07 06:53:33.813913,BBFZ5756-264,Warner Robins,El Cerrito,699.32
ORD#142378835,2017-12-01 22:36:33.813923,QNXA7867-130,Taylor,Chillicothe,3540.4795000000004
ORD#142383606,2016-06-10 21:15:33.813933,RLCT7555-715,Watertown,Moore,1965.65
ORD#142388378,2018-05-13 06:54:33.813943,ZAHU2773-708,Statesboro,Wilson,3513.4325
ORD#142393151,2024-04-26 03:34:33.813954,OBCU0707-300,Seguin,Manchester,1040.96
ORD#142397925,2020-08-06 06:23:33.813963,NRHX8886-650,Oxnard,Arcadia,1025.0
ORD#142402700,2017-04-05 12:05:33.813973,SOFF1762-999,Brunswick,Clearwater,3141.2700000000004
ORD#142407476,2023-05-28 05:41:33.813984,GGJI8279-182,Marietta,Belle Glade,1114.68
ORD#142412253,2015-11-27 19:28:33.813994,IJYP4363-678,Forest Lake,Miami Beach,2586.05
ORD#142417031,2015-09-21 07:46:33.814004,MDNJ5397-645,Forest Park,Fort Smith,2992.41
ORD#142421810,2022-12-02 23:26:33.814017,FINE1437-859,Margate,Bristol,2269.48
ORD#142426590,2019-09-02 04:23:33.814028,VNIU4413-821,Burleson,West Chester,589.51
ORD#142431371,2015-08-01 10:51:33.814039,CCNA1132-829,Margate,Brunswick,3977.2350000000006
ORD#142436153,2021-09-06 09:57:33.814050,FUIG8915-373,Crest Hill,Martinsburg,1246.98
ORD#142440936,2020-01-24 22:43:33.814061,CDPN7908-490,Erlanger,West Chester,2899.616
ORD#142445720,2023-12-20 15:24:33.814072,WWHC9024-029,Susanville,Independence,3747.3525
ORD#142450505,2019-10-30 05:41:33.814084,MYAO5371-596,Margate,North Tonawanda,766.8
ORD#142455291,2024-09-13 17:11:33.814095,HRTO2497-902,Doral,Shelbyville,1200.12
ORD#142460078,2018-03-31 14:05:33.814106,AXQZ8449-065,Ventura,Pinecrest,4236.655000000001
ORD#142464866,2018-02-08 23:37:33.814117,JHKJ0312-743,Reading,Ardmore,2928.83
ORD#142469655,2022-02-16 00:42:33.814128,AKLP5493-280,Everett,Grandville,3428.3700000000003
ORD#142474445,2018-12-28 10:14:33.814139,YXSC1760-473,Cupertino,Shreveport,1039.87
ORD#142479236,2018-08-09 21:16:33.814150,VIWA7273-680,Mount Prospect,Gardena,565.91
ORD#142484028,2022-06-11 04:58:33.814160,YWXT2735-409,Marana,Caldwell,2344.09
ORD#142488821,2019-08-10 17:33:33.814170,FFJE3831-924,San Juan,Coachella,1461.26
ORD#142493615,2018-06-03 00:24:33.814180,KPPB9808-085,Baldwin Park,Charleston,558.68
ORD#142498410,2018-07-07 13:36:33.814190,TCYE9133-240,Cerritos,Austin,1395.2
ORD#142503206,2020-11-14 06:52:33.814200,DNJE8458-923,Pascagoula,Dixon,1349.51
ORD#142508003,2018-03-21 14:40:33.814210,FWAR8308-463,Owatonna,Sun Prairie,1223.74
ORD#142512801,2022-12-02 04:41:33.814220,XWOT9775-081,San Jose,Boulder,3004.29
ORD#142517600,2016-10-13 04:41:33.814230,YPFN5379-456,Apache Junction,Bay City,1543.32
ORD#142522400,2020-09-24 05:05:33.814240,GDOU6275-335,Bay City,Malden,3271.9770000000003
ORD#142527201,2019-04-08 11:11:33.814251,CNSU1640-393,Parma Heights,Council Bluffs,1001.38
ORD#142532003,2020-10-19 03:58:33.814261,WGMT6067-859,Oklahoma City,Faribault,3554.838
ORD#142536806,2015-10-07 01:41:33.814271,BFIT1366-035,Roy,Shoreview,1942.23
ORD#142541610,2022-06-22 04:22:33.814281,TYIN2821-925,Deer Park,Hayward,2770.68
ORD#142546415,2019-08-19 23:43:33.814297,FVHH3425-054,Hemet,Myrtle Beach,3624.663500000001
ORD#142551221,2024-11-11 08:23:33.814308,SRCU8164-617,Little Elm,Deer Park,274.29
ORD#142556028,2022-04-13 13:53:33.814318,ZVEN8401-278,Lynchburg,Menasha,1580.94
ORD#142560836,2023-03-05 20:06:33.814328,ZDJV3827-142,Tyler,Madera,2248.2328
ORD#142565645,2015-12-28 07:33:33.814338,GWPN8907-533,Hesperia,Herndon,3973.614
ORD#142570455,2017-11-02 23:46:33.814348,WWPV7282-757,Weston,Moorpark,788.24
ORD#142575266,2017-06-20 09:32:33.814358,HFMI1724-005,Glendale Heights,Kenner,1928.15
ORD#142580078,2018-01-26 06:28:33.814368,DTBV4637-726,Elizabeth City,Manhattan Beach,2847.735
ORD#142584891,2023-10-17 09:59:33.814378,MJMO7730-455,Kansas City,Huber Heights,4113.609
ORD#142589705,2016-09-23 12:06:33.814388,MHYH9728-645,Donna,Laramie,3924.9685
ORD#142594520,2020-01-26 10:06:33.814399,WQBE3979-848,Butte-Silver Bow,Summerville,2870.397
ORD#142599336,2023-04-26 21:30:33.814409,BQTE3556-094,Woonsocket,Pleasantville,2650.76
ORD#142604153,2017-01-13 17:08:33.814419,WCEC5574-607,Perrysburg,Lebanon,3570.5695
ORD#142608971,2024-07-02 18:05:33.814429,GJLU8443-795,Paramus,Plum,3497.121
ORD#142613790,2023-03-04 11:22:33.814439,KSYX8103-802,South El Monte,Joliet,2347.39
ORD#142618610,2022-02-12 06:44:33.814449,BBYN5212-216,Kirkland,Pico Rivera,984.75
ORD#142623431,2018-05-05 05:59:33.814460,QKWV4411-894,Pueblo,Wildwood,1827.2144
ORD#142628253,2016-08-21 10:46:33.814470,UMRQ6276-378,Winston-Salem,Mesquite,1195.62
ORD#142633076,2020-01-30 09:26:33.814480,KRIW2565-912,Linden,Gardner,3882.8255
ORD#142637900,2017-07-24 01:36:33.814490,WAVQ6254-102,Vista,Northglenn,1038.4
ORD#142642725,2023-11-12 03:26:33.814500,LEOY8723-112,Rancho Santa Margarita,Port Orange,1200.71
ORD#142647551,2017-12-18 11:52:33.814510,EPET3183-197,Andover,Kirksville,4119.6865
ORD#142652378,2017-11-24 02:10:33.814520,HQHA3681-641,Baton Rouge,Longview,4092.308
ORD#142657206,2018-08-29 11:03:33.814530,BFLU5512-831,North Augusta,Starkville,3263.832
ORD#142662035,2022-10-21 12:53:33.814542,TVST0837-012,Bradenton,New Brighton,3331.728
ORD#142666865,2017-02-15 12:21:33.814552,IIFJ9729-542,Southlake,Gretna,2938.82
ORD#142671696,2019-02-04 20:09:33.814561,TSGG1573-062,Newark,Laconia,983.77
ORD#142676528,2022-10-15 10:37:33.814572,EIIG7856-975,Palmetto Bay,Pottstown,3625.9215
ORD#142681361,2019-07-22 05:06:33.814582,REIK0643-617,Maryland Heights,Joliet,2992.17
ORD#142686195,2024-03-09 09:35:33.814592,EDUX2191-104,Gillette,Manhattan,3152.529
ORD#142691030,2023-02-08 06:52:33.814601,MRMO2912-911,Chaska,West Mifflin,3701.495
ORD#142695866,2022-07-21 12:30:33.814611,MHZG4887-469,Omaha,Riverside,2273.04
ORD#142700703,2019-10-10 19:08:33.814621,LHAE2563-443,Victoria,Greensboro,1756.82
ORD#142705541,2021-05-10 06:24:33.814631,FGVI8010-656,Central Point,Cutler Bay,4044.529500000001
ORD#142710380,2019-06-02 08:00:33.814641,EERI1533-889,Garden City,Tamarac,3172.905
ORD#142715220,2019-01-15 08:19:33.814651,LVOV7969-872,Davis,Logansport,3066.633
ORD#142720061,2015-04-06 10:38:33.814661,MVNJ7818-844,Paso Robles,Riviera Beach,3451.646
ORD#142724903,2016-10-05 03:17:33.814671,IHPZ1812-669,Yucca Valley,Bossier City,1883.33
ORD#142729746,2019-12-19 17:36:33.814681,RUXW5812-271,Rocky Mount,Point Pleasant,3116.205
ORD#142734590,2021-02-12 13:33:33.814691,OXMO0321-338,East Palo Alto,Pottstown,2312.98
ORD#142739435,2022-04-24 05:53:33.814701,ISMZ7783-452,Bellevue,Cortland,1351.26
ORD#142744281,2016-09-05 12:16:33.814711,EAHO8634-062,Freeport,Sand Springs,1738.86
ORD#142749128,2023-06-03 21:01:33.814721,IILO7339-212,Tahlequah,Adelanto,3780.8425
ORD#142753976,2019-03-12 06:35:33.814730,GBEO2536-687,Cleveland,New Smyrna Beach,1248.61
ORD#142758825,2022-05-08 02:44:33.814740,CXQM4659-932,Plainfield,Elizabeth,3551.436
ORD#142763675,2025-01-08 23:58:33.814750,DCJG9786-172,Haines City,Shelbyville,2227.5616
ORD#142768526,2015-03-28 09:52:33.814760,DXHY1333-801,West Springfield,Milledgeville,1006.64
ORD#142773378,2021-09-19 14:43:33.814770,LDMQ5118-892,Mount Vernon,Des Moines,454.27
ORD#142778231,2019-03-16 17:56:33.814780,FFQQ9565-905,Indianapolis,Monroeville,4194.690500000001
ORD#142783085,2020-04-07 08:16:33.814790,EBYF7246-318,Union City,Hampton,2726.056
ORD#142787940,2021-04-01 10:01:33.814805,ZKQH4686-658,Duluth,Chelsea,2534.5
ORD#142792796,2020-06-01 01:19:33.814815,GTPE3957-388,Alton,Flagstaff,4238.967000000001
ORD#142797653,2019-08-01 07:40:33.814825,SNWG9312-103,Trotwood,East Orange,2533.828
ORD#142802511,2015-06-04 04:12:33.814835,JLQK7793-636,Broken Arrow,Spokane Valley,4097.816
ORD#142807370,2018-06-24 02:32:33.814845,BJFQ4344-038,Wilmington,Fort Lauderdale,1529.57
ORD#142812230,2020-02-24 19:05:33.814855,PDQW5333-339,Rio Rancho,Herndon,2712.438
ORD#142817091,2016-08-03 14:48:33.814866,CWJE2880-452,East Palo Alto,Rockville,1263.1
ORD#142821953,2024-10-12 16:23:33.814877,HAJU4871-070,Bellingham,North Lauderdale,2177.34
ORD#142826816,2024-07-21 12:33:33.814889,RUNN7033-816,San Jose,Gainesville,3554.4875
ORD#142831680,2022-04-02 23:38:33.814900,NSPX1439-824,Port Hueneme,Homestead,3107.4210000000003
ORD#142836545,2022-10-31 11:25:33.814911,CZBU2886-005,Woodland,Toledo,4165.816
ORD#142841411,2019-10-22 07:31:33.814922,NAHT2955-964,Roanoke Rapids,South El Monte,3987.163
ORD#142846278,2024-06-15 14:35:33.814933,OLYF7353-162,Pickerington,Chesapeake,2464.82
ORD#142851146,2023-02-13 23:01:33.814944,BISP6706-157,Austin,Mountain Brook,1838.99
ORD#142856015,2023-03-13 01:47:33.814955,PYOL4804-932,Redmond,Memphis,1013.95
ORD#142860885,2022-09-15 14:00:33.814966,UNLQ6353-456,La Habra,Sparks,937.0
ORD#142865756,2017-06-13 04:33:33.814978,RESU4254-760,Battle Ground,Montgomery,3404.352
ORD#142870628,2020-10-26 01:24:33.814988,FMLO8576-551,Terre Haute,Natchez,2702.097
ORD#142875501,2020-02-17 22:47:33.815000,QDOZ1745-347,Eustis,Lemoore,850.29
ORD#142880375,2024-03-13 07:44:33.815011,WICA8501-061,Springdale,Santa Ana,3042.153
ORD#142885250,2021-12-25 07:50:33.815022,XDQB8785-288,Midland,Petaluma,591.24
ORD#142890126,2022-06-06 19:45:33.815033,LJMY5704-693,Mountain View,Fort Collins,974.73
ORD#142895003,2015-04-23 06:38:33.815045,WIKU7085-368,Erie,Pueblo,2696.82
ORD#142899881,2017-10-24 13:57:33.815056,BHWP1379-090,Chowchilla,Lathrop,4223.65
ORD#142904760,2019-02-05 19:31:33.815067,HXNU5282-803,Auburn Hills,Hudson,4097.2125
ORD#142909640,2019-05-21 08:52:33.815078,XUBI8913-607,Yucaipa,Moore,3294.819
ORD#142914521,2023-01-18 16:50:33.815089,MVAY1113-128,Liberty,Omaha,3873.076000000001
ORD#142919403,2015-05-25 03:59:33.815100,MINJ7516-833,Southaven,San Bruno,3033.063
ORD#142924286,2019-04-27 21:36:33.815112,OXDY7948-952,Monroe,Sparks,2776.06
ORD#142929170,2022-06-01 08:26:33.815123,KAEG4390-957,Flint,Cerritos,4038.928
ORD#142934055,2023-08-04 13:22:33.815134,DEHX3665-527,Cape Coral,Venice,624.7
ORD#142938941,2021-10-27 23:11:33.815145,LWKF1250-186,Blacksburg,Passaic,3491.748
ORD#142943828,2024-07-01 09:54:33.815155,GJKB3817-128,South Elgin,Zanesville,2597.8
ORD#142948716,2025-01-08 20:38:33.815166,XDVB6306-890,Greensboro,Campbell,2068.07
ORD#142953605,2023-04-22 12:39:33.815176,UYRC8214-180,Bridgeport,Shaker Heights,3406.563
ORD#142958495,2018-09-04 01:16:33.815186,KTGD0282-179,Hoffman Estates,Cypress,2463.432
ORD#142963386,2017-04-24 15:46:33.815196,TANP6823-630,Bedford,Mason,1924.2344
ORD#142968278,2015-12-03 09:22:33.815206,OLNI0870-559,White Plains,National City,2181.0536
ORD#142973171,2018-02-19 06:29:33.815217,UXWN4480-553,St. Paul,Bellaire,4074.322
ORD#142978065,2019-07-31 02:50:33.815227,LBQF0319-271,Fort Walton Beach,Harvey,744.46
ORD#142982960,2024-05-02 16:21:33.815237,AECI2636-380,Duluth,Lynnwood,4171.9445
ORD#142987856,2017-04-21 19:58:33.815247,DPYZ1622-958,Glendale Heights,Houma,1864.47
ORD#142992753,2016-11-19 01:24:33.815257,WXRT5399-690,Bossier City,New Bern,465.11
ORD#142997651,2015-04-19 10:11:33.815266,NSZF4590-097,Newark,New Port Richey,1022.07
ORD#143002550,2024-02-28 22:47:33.815276,PRTE0025-256,Hopkins,Willoughby,3501.3965
ORD#143007450,2018-10-24 08:00:33.815287,PLBT2167-868,Grand Junction,Reading,1758.99
ORD#143012351,2020-08-25 17:03:33.815296,IYGA0080-273,Cleveland,Newton,3515.5065000000004
ORD#143017253,2020-12-02 14:17:33.815306,GYQW7041-337,Burton,Massapequa Park,835.96
ORD#143022156,2018-07-17 15:21:33.815316,EBZK9634-005,Twin Falls,Clifton,1379.61
ORD#143027060,2018-11-01 19:03:33.815327,DRTN4013-507,Reno,New Bern,3460.167
ORD#143031965,2019-06-25 10:14:33.815336,QVYH7410-153,Wilmington,LaGrange,2221.164
ORD#143036871,2015-10-16 15:32:33.815347,QKXL8726-342,Springboro,Fuquay-Varina,1383.01
ORD#143041778,2016-03-29 21:30:33.815358,NMVM9060-586,Marina,Carlsbad,1653.71
ORD#143046686,2024-09-25 17:13:33.815367,AXQI6063-963,Meridian,Atascadero,3250.71
ORD#143051595,2023-07-29 17:22:33.815379,BFHW2640-276,Manitowoc,Roseville,1036.03
ORD#143056505,2019-08-05 22:00:33.815389,DGRL5216-235,Avon,Grants Pass,2868.93
ORD#143061416,2022-02-24 17:55:33.815399,TZYT1647-361,Schererville,Englewood,657.44
ORD#143066328,2024-03-14 05:49:33.815409,AISB4840-489,Cedar Hill,Macon,3454.218
ORD#143071241,2016-07-15 16:27:33.815419,WZXM3964-887,Liberty,Shoreview,3545.496
ORD#143076155,2019-11-28 10:41:33.815429,UPMB3001-713,Seminole,Franklin,2842.744
ORD#143081070,2016-11-05 14:31:33.815439,UHOV4792-027,St. George,South Bend,2518.064
ORD#143085986,2015-06-17 20:26:33.815449,IZCX4355-927,Buffalo Grove,Royal Palm Beach,2114.3672
ORD#143090903,2020-03-07 15:33:33.815460,YKOR1004-543,University City,Round Lake,2008.87
ORD#143095821,2015-11-10 05:58:33.815470,ABJH9507-919,Trotwood,Morton Grove,2132.284
ORD#143100740,2022-07-16 23:09:33.815480,UWAQ0799-229,Alsip,Enterprise,851.25
ORD#143105660,2019-10-04 11:29:33.815490,QQIN8129-407,College Station,Santa Ana,324.19
ORD#143110581,2016-05-18 03:13:33.815499,QPBX8126-182,Huntington Park,San Bernardino,1276.68
ORD#143115503,2016-05-07 21:50:33.815509,MKCC4010-330,Prescott,Blythe,1774.5
ORD#143120426,2021-08-02 09:03:33.815519,OBGX5286-934,Kent,Turlock,2114.13
ORD#143125350,2018-09-05 23:09:33.815529,BQYJ6831-096,Lorain,Yucaipa,1114.18
ORD#143130275,2019-12-06 16:23:33.815539,MUGZ6634-142,Gaithersburg,Bangor,1451.39
ORD#143135201,2025-01-19 04:43:33.815550,IXPT6988-137,Lemoore,Dallas,1266.51
ORD#143140128,2022-12-16 12:46:33.815560,ZEEA6834-019,San Marcos,Rocky Mount,2934.672
ORD#143145056,2020-12-29 07:28:33.815569,SRLZ4659-767,Midland,Maryville,2560.21
ORD#143149985,2020-05-09 17:26:33.815579,KXJW0985-608,Citrus Heights,Laguna Beach,2391.13
ORD#143154915,2023-02-24 11:02:33.815589,WCJP8430-060,Seaside,Shawnee,2507.73
ORD#143159846,2022-01-26 01:20:33.815599,AHAY5680-652,League City,Kankakee,1999.46
ORD#143164778,2024-06-22 13:30:33.815609,AWCV5375-763,Thousand Oaks,Biddeford,2908.61
ORD#143169711,2025-01-02 01:04:33.815619,ZUWF6878-446,Littleton,Norwich,3149.469
ORD#143174645,2021-02-21 02:04:33.815629,VJTI5960-675,San Luis Obispo,North Chicago,2973.1
ORD#143179580,2018-12-22 10:11:33.815639,UOSE6066-064,Bartlett,West Des Moines,1081.88
ORD#143184516,2024-05-09 09:49:33.815649,UVLH8136-570,Santa Barbara,Lincoln,2880.801
ORD#143189453,2023-08-14 12:38:33.815659,ZEJW9633-408,Eagle Pass,Waltham,1133.83
ORD#143194391,2019-09-19 20:05:33.815669,ETOU1994-230,Moorpark,Nixa,668.79
ORD#143199330,2024-01-15 04:08:33.815679,ZTRI0216-850,Holly Springs,McKinney,4028.031
ORD#143204270,2017-12-26 00:36:33.815689,DMUP4442-620,Edmond,Hobbs,1854.73
ORD#143209211,2020-08-17 08:58:33.815699,BJVT2281-962,Compton,Gilbert,339.94
ORD#143214153,2017-03-22 01:30:33.815709,UIOS2736-488,Peachtree City,San Jose,1493.38
ORD#143219096,2020-12-05 07:54:33.815719,IAQL8953-730,Johns Creek,Yakima,4054.228
ORD#143224040,2019-10-18 19:23:33.815729,FNSA5552-606,Chanhassen,Beckley,455.8
ORD#143228985,2022-06-29 16:02:33.815739,OTNS5854-803,Buffalo Grove,Clovis,3146.94
ORD#143233931,2021-10-24 23:35:33.815749,XVEZ3020-221,West Palm Beach,The Colony,743.67
ORD#143238878,2018-12-06 06:57:33.815759,CAEF8498-206,Sandusky,Hayward,3309.1020000000003
ORD#143243826,2022-03-22 04:34:33.815770,JAGF3034-244,Prescott,Corsicana,2721.2
ORD#143248775,2021-01-08 11:29:33.815781,CZJT0144-720,Ocoee,Sunrise,772.69
ORD#143253725,2019-09-23 08:27:33.815791,YOKR3379-733,Lake Havasu City,Searcy,1161.12
ORD#143258676,2023-06-15 04:26:33.815801,GYYI8681-721,Knoxville,Evans,1273.96
ORD#143263628,2023-01-06 08:14:33.815810,SYSW7082-990,Hastings,Boulder,3101.175
ORD#143268581,2024-04-06 02:51:33.815820,AKXX1623-500,Flower Mound,Bell,1822.43
ORD#143273535,2020-05-16 01:46:33.815830,IJXF0076-633,Willmar,Phoenix,1787.41
ORD#143278490,2024-05-16 00:42:33.815840,LFXS1552-792,Bothell,Newnan,2206.46
ORD#143283446,2023-07-12 14:01:33.815850,IFNQ2183-255,Springfield,Winchester,3504.278
ORD#143288403,2017-11-19 07:13:33.815861,MPZT7798-433,Mobile,Hinsdale,1929.94
ORD#143293361,2019-02-01 09:42:33.815876,EEFC2284-323,St. Louis Park,Homestead,3884.16
ORD#143298320,2023-12-08 07:45:33.815887,SLPQ2674-838,Cuyahoga Falls,Liberty,2983.904
ORD#143303280,2020-10-26 05:31:33.815898,HQGK0656-392,Laguna Woods,Germantown,748.15
ORD#143308241,2023-09-24 06:48:33.815909,YTLE5360-713,Rockville,Lakeville,2044.41
ORD#143313203,2020-08-02 11:03:33.815922,MVZZ7160-103,Atwater,Fairborn,3272.517
ORD#143318166,2024-12-16 23:34:33.815933,OQJS3879-096,Kearney,Novi,3015.9990000000003
ORD#143323130,2022-05-26 05:52:33.815945,MYJY2637-677,Waterbury,Royal Palm Beach,2861.928
ORD#143328095,2018-05-27 10:42:33.815956,MSZV0941-302,Coralville,Reno,2807.91
ORD#143333061,2024-12-10 17:01:33.815967,GAYP3288-712,West Chicago,Lemoore,1894.4288
ORD#143338028,2016-10-12 08:13:33.815978,WDUW9240-777,Rolling Meadows,East Peoria,871.41
ORD#143342996,2022-06-01 06:11:33.815989,TKGW5145-950,Roseville,San Juan,3356.091
ORD#143347965,2022-10-15 16:58:33.816000,OJKT0420-894,South Portland,Taunton,2658.58
ORD#143352935,2018-05-30 14:36:33.816012,TZRE1212-294,Fort Myers,Southgate,3029.8140000000003
ORD#143357906,2020-06-12 12:21:33.816023,FOLG2433-977,Alton,Troy,4104.548
ORD#143362878,2023-03-07 03:28:33.816034,UNDS7511-809,Cooper City,Cedar Rapids,375.82
